ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1963,1963-09-14,1,21.361,STL,@,DAL,W 34-7,0,0,,0,0,0,,0,0,0,,0,2,5,2.50,0,0,0
2,1963,1963-09-22,2,22.004,STL,@,PHI,W 28-24,0,0,,0,0,0,,0,0,0,,0,2,28,14.00,0,0,0
3,1963,1963-09-29,3,22.011,STL,@,PIT,L 10-23,0,0,,0,0,0,,0,0,0,,0,1,3,3.00,0,0,0
4,1963,1963-10-06,4,22.018,STL,@,MIN,W 56-14,2,49,24.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
5,1963,1963-10-20,6,22.032,STL,,GNB,L 7-30,0,0,,0,0,0,,0,0,0,,0,1,5,5.00,0,0,0
6,1963,1963-10-27,7,22.039,STL,@,WAS,W 21-7,1,14,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
7,1963,1963-11-03,8,22.046,STL,,NYG,L 21-38,0,0,,0,0,0,,0,0,0,,0,1,49,49.00,0,0,0
8,1963,1963-12-01,12,22.074,STL,,CLE,L 10-24,0,0,,0,0,0,,0,0,0,,0,1,15,15.00,0,0,0
9,1963,1963-12-08,13,22.081,STL,,PHI,W 38-14,0,0,,0,0,0,,0,0,0,,0,1,5,5.00,0,0,0
10,1963,1963-12-15,14,22.088,STL,,DAL,L 24-28,0,0,,0,0,0,,0,0,0,,0,2,1,0.50,0,0,0
11,1964,1964-09-27,3,23.009,STL,@,SFO,W 23-13,0,0,,0,0,0,,0,1,29,29.00,0,2,9,4.50,0,0,0
12,1964,1964-10-04,4,23.016,STL,@,WAS,W 23-17,0,0,,0,0,0,,0,2,47,23.50,0,1,2,2.00,0,0,0
13,1964,1964-10-12,5,23.024,STL,@,BAL,L 27-47,0,0,,0,0,0,,0,1,16,16.00,0,0,0,,0,0,0
14,1964,1964-10-18,6,23.030,STL,,WAS,W 38-24,3,46,15.33,0,0,0,,0,0,0,,0,3,37,12.33,0,0,0
15,1964,1964-10-25,7,23.037,STL,,DAL,L 13-31,0,0,,0,0,0,,0,0,0,,0,1,0,0.00,0,0,0
16,1964,1964-11-01,8,23.044,STL,@,NYG,L 17-34,2,44,22.00,0,0,0,,0,0,0,,0,1,7,7.00,0,0,0
17,1964,1964-11-08,9,23.051,STL,,PIT,W 34-30,3,72,24.00,1,0,0,,0,0,0,,0,0,0,,0,1,6
18,1964,1964-11-15,10,23.058,STL,,NYG,T 10-10,3,24,8.00,0,0,0,,0,0,0,,0,2,22,11.00,0,0,0
19,1964,1964-11-22,11,23.065,STL,@,PHI,W 38-13,2,82,41.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
20,1964,1964-11-29,12,23.072,STL,@,PIT,W 21-20,1,10,10.00,0,0,0,,0,0,0,,0,1,13,13.00,0,0,0
21,1964,1964-12-06,13,23.079,STL,,CLE,W 28-19,3,25,8.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
22,1964,1964-12-13,14,23.086,STL,,PHI,W 36-34,7,95,13.57,1,0,0,,0,0,0,,0,1,36,36.00,0,1,6
23,1965,1965-09-19,1,24.001,STL,@,PHI,L 27-34,0,0,,0,0,0,,0,1,31,31.00,0,1,-1,-1.00,0,0,0
24,1965,1965-09-26,2,24.008,STL,@,CLE,W 49-13,2,11,5.50,1,0,0,,0,0,0,,0,0,0,,0,1,6
25,1965,1965-10-31,7,24.043,STL,@,NYG,L 10-14,1,24,24.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
26,1965,1965-11-07,8,24.050,STL,,PIT,W 21-17,3,100,33.33,1,0,0,,0,0,0,,0,0,0,,0,1,6
27,1965,1965-11-14,9,24.057,STL,@,CHI,L 13-34,0,0,,0,0,0,,0,2,41,20.50,0,0,0,,0,0,0
28,1965,1965-11-21,10,24.064,STL,,NYG,L 15-28,3,36,12.00,0,3,6,2.00,0,1,23,23.00,0,0,0,,0,0,0
29,1965,1965-11-28,11,24.071,STL,,PHI,L 24-28,0,0,,0,0,0,,0,1,25,25.00,0,0,0,,0,0,0
30,1965,1965-12-05,12,24.078,STL,,RAM,L 3-27,0,0,,0,1,9,9.00,0,1,26,26.00,0,0,0,,0,0,0
31,1965,1965-12-11,13,24.084,STL,@,DAL,L 13-27,0,0,,0,0,0,,0,3,70,23.33,0,0,0,,0,0,0
32,1966,1966-09-11,1,24.358,STL,,PHI,W 16-13,1,2,2.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
33,1966,1966-09-25,3,25.007,STL,@,CLE,W 34-28,1,9,9.00,1,0,0,,0,0,0,,0,0,0,,0,1,6
34,1966,1966-10-02,4,25.014,STL,@,PHI,W 41-10,4,59,14.75,2,0,0,,0,0,0,,0,0,0,,0,2,12
35,1966,1966-10-09,5,25.021,STL,,NYG,W 24-19,2,46,23.00,1,0,0,,0,0,0,,0,0,0,,0,1,6
36,1966,1966-10-16,6,25.028,STL,,DAL,T 10-10,2,18,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
37,1966,1966-11-06,9,25.049,STL,@,NYG,W 20-17,0,0,,0,0,0,,0,1,16,16.00,0,1,-4,-4.00,0,0,0
38,1966,1966-11-13,10,25.056,STL,@,PIT,L 9-30,1,13,13.00,0,1,1,1.00,0,0,0,,0,2,46,23.00,0,0,0
39,1966,1966-12-04,12,25.077,STL,@,DAL,L 17-31,5,65,13.00,1,1,1,1.00,0,0,0,,0,0,0,,0,1,6
40,1966,1966-12-11,13,25.084,STL,@,ATL,L 10-16,3,86,28.67,0,0,0,,0,0,0,,0,0,0,,0,0,0
41,1966,1966-12-17,14,25.090,STL,,CLE,L 10-38,5,111,22.20,0,1,24,24.00,0,0,0,,0,1,4,4.00,0,0,0
42,1967,1967-09-24,2,26.006,STL,@,PIT,W 28-14,3,55,18.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
43,1967,1967-10-01,3,26.013,STL,,DET,W 38-28,5,117,23.40,1,0,0,,0,0,0,,0,0,0,,0,1,6
44,1967,1967-10-08,4,26.020,STL,@,MIN,W 34-24,3,26,8.67,1,0,0,,0,0,0,,0,0,0,,0,1,6
45,1967,1967-10-30,7,26.042,STL,,GNB,L 23-31,2,51,25.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
46,1967,1967-11-05,8,26.048,STL,@,WAS,W 27-21,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
47,1967,1967-11-12,9,26.055,STL,,PIT,T 14-14,3,37,12.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
48,1967,1967-11-19,10,26.062,STL,@,CHI,L 3-30,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
49,1967,1967-11-23,11,26.066,STL,@,DAL,L 21-46,3,46,15.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
50,1967,1967-12-03,12,26.076,STL,,NOR,W 31-20,3,15,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
51,1967,1967-12-10,13,26.083,STL,,CLE,L 16-20,3,21,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
52,1967,1967-12-17,14,26.090,STL,@,NYG,L 14-37,1,10,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
53,1968,1968-09-15,1,26.363,DET,@,DAL,L 13-59,0,0,,0,0,0,,0,1,12,12.00,0,0,0,,0,0,0
54,1968,1968-09-22,2,27.004,DET,,CHI,W 42-0,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
55,1968,1968-09-29,3,27.011,DET,@,GNB,W 23-17,2,18,9.00,2,0,0,,0,0,0,,0,0,0,,0,2,12
56,1968,1968-10-06,4,27.018,DET,@,MIN,L 10-24,1,20,20.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
57,1968,1968-10-13,5,27.025,DET,@,CHI,W 28-10,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
58,1968,1968-10-27,7,27.039,DET,,SFO,L 7-14,2,33,16.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
59,1968,1968-11-03,8,27.046,DET,@,RAM,L 7-10,4,54,13.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
60,1968,1968-11-10,9,27.053,DET,,BAL,L 10-27,4,73,18.25,1,0,0,,0,0,0,,0,0,0,,0,1,6
61,1968,1968-11-17,10,27.060,DET,,MIN,L 6-13,1,44,44.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
62,1968,1968-11-24,11,27.067,DET,,NOR,T 20-20,2,48,24.00,1,0,0,,0,0,0,,0,0,0,,0,1,6
63,1968,1968-11-28,12,27.071,DET,,PHI,L 0-12,2,30,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
64,1968,1968-12-08,13,27.081,DET,@,ATL,W 24-7,4,105,26.25,3,0,0,,0,0,0,,0,0,0,,0,3,18
65,1968,1968-12-15,14,27.088,DET,@,WAS,L 3-14,4,50,12.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
