ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2008,2008-09-14,2,23.338,SEA,,SFO,L 30-33,
2,2008,2008-11-23,11,24.042,SEA,,WAS,L 17-20,
3,2008,2008-11-27,12,24.046,SEA,@,DAL,L 9-34,
4,2008,2008-12-07,13,24.056,SEA,,NWE,L 21-24,*
5,2008,2008-12-14,14,24.063,SEA,@,STL,W 23-20,*
6,2008,2008-12-21,15,24.070,SEA,,NYJ,W 13-3,*
7,2008,2008-12-28,16,24.077,SEA,@,ARI,L 21-34,*
8,2009,2009-09-13,1,24.336,SEA,,STL,W 28-0,
9,2009,2009-09-20,2,24.343,SEA,@,SFO,L 10-23,
10,2009,2009-09-27,3,24.350,SEA,,CHI,L 19-25,
11,2009,2009-10-04,4,24.357,SEA,@,IND,L 17-34,
12,2009,2009-10-11,5,24.364,SEA,,JAX,W 41-0,*
13,2009,2009-10-18,6,25.006,SEA,,ARI,L 3-27,
14,2009,2009-11-01,7,25.020,SEA,@,DAL,L 17-38,
15,2010,2010-09-19,2,25.342,SEA,@,DEN,L 14-31,
16,2010,2010-09-26,3,25.349,SEA,,SDG,W 27-20,
17,2010,2010-10-24,6,26.012,BUF,@,BAL,L 34-37,
18,2010,2010-10-31,7,26.019,BUF,@,KAN,L 10-13,
19,2010,2010-11-07,8,26.026,BUF,,CHI,L 19-22,
20,2010,2010-11-14,9,26.033,BUF,,DET,W 14-12,*
21,2010,2010-11-21,10,26.040,BUF,@,CIN,W 49-31,*
22,2010,2010-11-28,11,26.047,BUF,,PIT,L 16-19,*
23,2010,2010-12-05,12,26.054,BUF,@,MIN,L 14-38,*
24,2010,2010-12-12,13,26.061,BUF,,CLE,W 13-6,*
25,2010,2010-12-19,14,26.068,BUF,@,MIA,W 17-14,*
26,2010,2010-12-26,15,26.075,BUF,,NWE,L 3-34,*
27,2010,2011-01-02,16,26.082,BUF,@,NYJ,L 7-38,
