ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1968,1968-09-06,1,22.038,CIN,@,SDG,L 13-29,1,28,28.00,0,4,32,8.00,0,0,0,,0,0,0,,0,0,,,3,72,24.00,0,0,0
2,1968,1968-09-15,2,22.047,CIN,,DEN,W 24-10,0,0,,0,3,84,28.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
3,1968,1968-09-22,3,22.054,CIN,,BUF,W 34-23,1,80,80.00,1,1,5,5.00,0,0,0,,0,0,0,,0,0,,,2,54,27.00,0,1,6
4,1968,1968-09-29,4,22.061,CIN,,SDG,L 10-31,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,50,25.00,0,0,0
5,1968,1968-10-06,5,22.068,CIN,@,DEN,L 7-10,2,-6,-3.00,0,4,29,7.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
6,1968,1968-10-13,6,22.075,CIN,@,KAN,L 3-13,0,0,,0,1,11,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
7,1968,1968-10-20,7,22.082,CIN,,MIA,L 22-24,1,4,4.00,0,2,12,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
8,1968,1968-10-27,8,22.089,CIN,@,OAK,L 10-31,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,17,17.00,0,0,0
9,1968,1968-11-03,9,22.096,CIN,,HOU,L 17-27,0,0,,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,3,60,20.00,0,0,0
10,1968,1968-11-10,10,22.103,CIN,,KAN,L 9-16,0,0,,0,1,5,5.00,0,0,0,,0,0,0,,0,0,,,1,23,23.00,0,0,0
11,1968,1968-11-17,11,22.110,CIN,@,MIA,W 38-21,1,1,1.00,0,3,66,22.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
12,1968,1968-11-24,12,22.117,CIN,,OAK,L 0-34,3,26,8.67,0,1,13,13.00,0,0,0,,0,0,0,,0,0,,,2,34,17.00,0,0,0
13,1969,1969-10-05,4,23.067,KAN,@,DEN,W 26-13,4,17,4.25,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
14,1969,1969-10-12,5,23.074,KAN,,HOU,W 24-0,10,67,6.70,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,40,40.00,0,0,0
