ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2008,2008-09-04,1,21.285,NYG,,WAS,W 16-7,,0.0,3,0,0,0,0
2,2008,2008-09-14,2,21.295,NYG,@,STL,W 41-13,,0.0,2,0,0,0,0
3,2008,2008-09-21,3,21.302,NYG,,CIN,W 26-23,,0.0,4,0,0,0,0
4,2008,2008-10-05,4,21.316,NYG,,SEA,W 44-6,,0.0,3,2,0,0,0
5,2008,2008-10-13,5,21.324,NYG,@,CLE,L 14-35,,0.0,4,0,0,0,0
6,2008,2008-10-19,6,21.330,NYG,,SFO,W 29-17,,0.0,2,2,0,0,0
7,2008,2008-10-26,7,21.337,NYG,@,PIT,W 21-14,,0.0,3,0,1,0,0
8,2008,2008-11-02,8,21.344,NYG,,DAL,W 35-14,,0.0,2,3,0,0,0
9,2008,2008-11-09,9,21.351,NYG,@,PHI,W 36-31,*,0.0,5,0,0,0,0
10,2008,2008-11-16,10,21.358,NYG,,BAL,W 30-10,*,0.0,2,0,0,0,0
11,2008,2008-11-23,11,21.365,NYG,@,ARI,W 37-29,,0.0,7,0,0,0,0
12,2008,2008-11-30,12,22.006,NYG,@,WAS,W 23-7,,0.0,4,0,0,0,0
13,2008,2008-12-07,13,22.013,NYG,,PHI,L 14-20,*,0.0,5,2,0,0,0
14,2008,2008-12-14,14,22.020,NYG,@,DAL,L 8-20,,0.0,1,0,0,0,0
15,2008,2008-12-21,15,22.027,NYG,,CAR,W 34-28,,0.0,1,1,0,0,0
16,2008,2008-12-28,16,22.034,NYG,@,MIN,L 19-20,,0.0,2,2,0,0,0
17,2009,2009-09-13,1,22.293,NYG,,WAS,W 23-17,*,0.0,4,2,0,0,0
18,2009,2009-09-20,2,22.300,NYG,@,DAL,W 33-31,*,0.0,5,2,2,22,0
19,2010,2010-09-12,1,23.292,NYG,,CAR,W 31-18,*,0.0,4,0,1,0,0
20,2010,2010-09-19,2,23.299,NYG,@,IND,L 14-38,*,0.0,4,2,0,0,0
21,2010,2010-09-26,3,23.306,NYG,,TEN,L 10-29,*,0.0,6,3,0,0,0
22,2010,2010-10-03,4,23.313,NYG,,CHI,W 17-3,*,0.0,4,1,0,0,0
23,2010,2010-10-10,5,23.320,NYG,@,HOU,W 34-10,,0.0,1,0,0,0,0
24,2010,2010-10-17,6,23.327,NYG,,DET,W 28-20,*,0.0,7,0,0,0,0
25,2010,2010-10-25,7,23.335,NYG,@,DAL,W 41-35,*,0.0,2,0,0,0,0
26,2010,2010-11-07,8,23.348,NYG,@,SEA,W 41-7,*,0.0,1,1,0,0,0
27,2010,2010-11-14,9,23.355,NYG,,DAL,L 20-33,*,0.0,5,0,0,0,0
28,2010,2010-11-21,10,23.362,NYG,@,PHI,L 17-27,*,0.0,5,0,0,0,0
29,2010,2010-11-28,11,24.004,NYG,,JAX,W 24-20,*,0.0,4,3,0,0,0
30,2010,2010-12-05,12,24.011,NYG,,WAS,W 31-7,*,0.0,5,0,0,0,0
31,2010,2010-12-13,13,24.019,NYG,@,MIN,W 21-3,*,0.0,1,0,0,0,0
32,2010,2010-12-19,14,24.025,NYG,,PHI,L 31-38,*,0.0,3,1,0,0,0
33,2010,2010-12-26,15,24.032,NYG,@,GNB,L 17-45,*,0.0,6,4,0,0,0
34,2010,2011-01-02,16,24.039,NYG,@,WAS,W 17-14,*,0.0,2,2,0,0,0
35,2011,2011-09-11,1,24.291,NYG,@,WAS,L 14-28,*,0.0,5,4,0,0,0
36,2011,2011-09-19,2,24.299,NYG,,STL,W 28-16,*,0.0,4,0,0,0,0
37,2011,2011-09-25,3,24.305,NYG,@,PHI,W 29-16,*,0.0,7,2,1,13,0
38,2011,2011-10-02,4,24.312,NYG,@,ARI,W 31-27,*,0.0,4,0,0,0,0
39,2011,2011-10-09,5,24.319,NYG,,SEA,L 25-36,*,0.0,5,0,0,0,0
40,2011,2011-10-16,6,24.326,NYG,,BUF,W 27-24,*,0.0,5,2,0,0,0
41,2011,2011-10-30,7,24.340,NYG,,MIA,W 20-17,*,0.0,3,0,0,0,0
42,2011,2011-11-06,8,24.347,NYG,@,NWE,W 24-20,*,0.0,6,2,0,0,0
43,2011,2011-11-13,9,24.354,NYG,@,SFO,L 20-27,*,0.0,4,1,0,0,0
44,2011,2011-11-20,10,24.361,NYG,,PHI,L 10-17,*,0.0,3,3,1,6,0
45,2011,2011-11-28,11,25.004,NYG,@,NOR,L 24-49,*,0.0,2,4,0,0,0
46,2011,2011-12-04,12,25.010,NYG,,GNB,L 35-38,*,0.0,1,0,0,0,0
47,2011,2011-12-18,14,25.024,NYG,,WAS,L 10-23,*,0.0,4,2,1,0,0
48,2011,2011-12-24,15,25.030,NYG,@,NYJ,W 29-14,*,0.0,1,0,1,31,0
49,2011,2012-01-01,16,25.038,NYG,,DAL,W 31-14,*,0.0,5,3,0,0,0
50,2012,2012-09-05,1,25.286,NYG,,DAL,L 17-24,*,0.0,3,1,0,0,0
51,2012,2012-09-16,2,25.297,NYG,,TAM,W 41-34,*,0.0,3,3,0,0,0
52,2012,2012-09-20,3,25.301,NYG,@,CAR,W 36-7,*,0.0,4,1,0,0,0
53,2012,2012-09-30,4,25.311,NYG,@,PHI,L 17-19,*,,,,,,
54,2012,2012-11-25,11,26.001,NYG,,GNB,W 38-10,*,0.0,5,0,0,0,0
55,2012,2012-12-03,12,26.009,NYG,@,WAS,L 16-17,,,,,,,
56,2012,2012-12-30,16,26.036,NYG,,PHI,W 42-7,*,0.0,3,1,0,0,0
57,2015,2015-09-20,2,28.300,NOR,,TAM,L 19-26,*,0.0,5,3,0,0,0
58,2015,2015-09-27,3,28.307,NOR,@,CAR,L 22-27,*,0.0,2,1,0,0,0
59,2015,2015-10-04,4,28.314,NOR,,DAL,W 26-20,*,0.0,1,0,0,0,0
