ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2016,2016-09-12,1,23.284,WAS,,PIT,L 16-38,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
2,2016,2016-09-18,2,23.290,WAS,,DAL,L 23-27,,5,1,57,57.00,0,20.0%,11.40,0,0,,0,0,0
3,2017,2017-09-10,1,24.281,WAS,,PHI,L 17-30,,0,0,0,,0,0.0%,,0,0,,0,0,0
4,2017,2017-09-17,2,24.288,WAS,@,LAR,W 27-20,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
5,2017,2017-09-24,3,24.295,WAS,,OAK,W 27-10,*,2,1,52,52.00,1,50.0%,26.00,0,0,,0,1,6
6,2017,2017-10-02,4,24.303,WAS,@,KAN,L 20-29,*,3,2,27,13.50,0,66.7%,9.00,0,0,,0,0,0
7,2017,2017-10-15,5,24.316,WAS,,SFO,W 26-24,,3,1,11,11.00,1,33.3%,3.67,0,0,,0,1,6
8,2017,2017-10-23,6,24.324,WAS,@,PHI,L 24-34,*,5,3,39,13.00,0,60.0%,7.80,0,0,,0,0,0
9,2017,2017-10-29,7,24.330,WAS,,DAL,L 19-33,*,3,1,1,1.00,1,33.3%,0.33,0,0,,0,1,6
10,2017,2017-11-05,8,24.337,WAS,@,SEA,W 17-14,*,5,3,59,19.67,0,60.0%,11.80,0,0,,0,0,0
11,2017,2017-11-12,9,24.344,WAS,,MIN,L 30-38,*,7,4,30,7.50,0,57.1%,4.29,0,0,,0,0,0
12,2017,2017-11-19,10,24.351,WAS,@,NOR,L 31-34,*,7,4,81,20.25,0,57.1%,11.57,0,0,,0,0,0
13,2017,2017-11-23,11,24.355,WAS,,NYG,W 20-10,*,4,2,28,14.00,1,50.0%,7.00,0,0,,0,1,6
14,2017,2017-11-30,12,24.362,WAS,@,DAL,L 14-38,*,5,3,26,8.67,1,60.0%,5.20,0,0,,0,1,6
15,2017,2017-12-10,13,25.007,WAS,@,LAC,L 13-30,*,6,3,34,11.33,0,50.0%,5.67,0,0,,0,0,0
16,2017,2017-12-17,14,25.014,WAS,,ARI,W 20-15,*,4,2,16,8.00,0,50.0%,4.00,1,-14,-14.00,0,0,0
17,2017,2017-12-24,15,25.021,WAS,,DEN,W 27-11,*,13,2,61,30.50,1,15.4%,4.69,0,0,,0,1,6
18,2017,2017-12-31,16,25.028,WAS,@,NYG,L 10-18,*,10,4,37,9.25,0,40.0%,3.70,0,0,,0,0,0
19,2018,2018-09-09,1,25.280,WAS,@,ARI,W 24-6,*,3,1,11,11.00,0,33.3%,3.67,0,0,,0,0,0
20,2018,2018-09-16,2,25.287,WAS,,IND,L 9-21,*,7,4,37,9.25,0,57.1%,5.29,0,0,,0,0,0
21,2018,2018-09-23,3,25.294,WAS,,GNB,W 31-17,,3,0,0,,0,0.0%,0.00,0,0,,0,0,0
