ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-09-04,1,21.294,WAS,@,NYG,L 7-16,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,0,0
2,2008,2008-09-14,2,21.304,WAS,,NOR,W 29-24,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,1
3,2008,2008-09-21,3,21.311,WAS,,ARI,W 24-17,,2,1,7,7.00,0,50.0%,3.50,1,16,16.00,0,0,0,,0,0,0,0.0,0,0
4,2008,2008-09-28,4,21.318,WAS,@,DAL,W 26-24,*,,,,,,0.0%,,,,,,,,,,,,,,
5,2008,2008-10-05,5,21.325,WAS,@,PHI,W 23-17,,2,2,28,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,0.0,0,0
6,2008,2008-10-12,6,21.332,WAS,,STL,L 17-19,,,,,,,0.0%,,,,,,,,,,,,,,
7,2008,2008-10-19,7,21.339,WAS,,CLE,W 14-11,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
8,2008,2008-10-26,8,21.346,WAS,@,DET,W 25-17,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,0.0,0,0
9,2008,2008-11-03,9,21.354,WAS,,PIT,L 6-23,,3,3,14,4.67,0,100.0%,4.67,0,0,,0,0,0,,0,0,0,0.0,0,1
10,2008,2008-11-16,10,22.001,WAS,,DAL,L 10-14,,5,3,14,4.67,0,60.0%,2.80,0,0,,0,0,0,,0,0,0,0.0,0,0
11,2008,2008-11-23,11,22.008,WAS,@,SEA,W 20-17,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,1
12,2008,2008-11-30,12,22.015,WAS,,NYG,L 7-23,,1,0,0,,0,0.0%,0.00,1,29,29.00,1,0,0,,0,1,6,0.0,0,0
13,2008,2008-12-07,13,22.022,WAS,@,BAL,L 10-24,,6,3,26,8.67,0,50.0%,4.33,0,0,,0,0,0,,0,0,0,0.0,0,0
