ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1981,1981-10-18,7,23.063,NYJ,,BUF,W 33-14,,,,,,,,,,,,,,
2,1981,1981-10-25,8,23.070,NYJ,,SEA,L 3-19,,,,,,,,,,,,,,
3,1981,1981-11-01,9,23.077,NYJ,@,NYG,W 26-7,,,,,,,,,,,,,,
4,1981,1981-11-08,10,23.084,NYJ,@,BAL,W 41-14,,,,,,,,,,,,,,
5,1981,1981-11-15,11,23.091,NYJ,@,NWE,W 17-6,,,,,,,,,,,,,,
6,1981,1981-11-22,12,23.098,NYJ,,MIA,W 16-15,0,0,,0,0,0,,0,0,0,0.0,1,0,0
7,1981,1981-11-29,13,23.105,NYJ,,BAL,W 25-0,,,,,,,,,,,,,,
8,1981,1981-12-06,14,23.112,NYJ,@,SEA,L 23-27,0,0,,0,0,0,,0,0,0,0.0,1,5,0
9,1981,1981-12-12,15,23.118,NYJ,@,CLE,W 14-13,,,,,,,,,,,,,,
10,1981,1981-12-20,16,23.126,NYJ,,GNB,W 28-3,,,,,,,,,,,,,,
11,1982,1982-09-12,1,24.027,NYJ,,MIA,L 28-45,,,,,,,,,,,,,,
12,1982,1982-09-19,2,24.034,NYJ,@,NWE,W 31-7,,,,,,,,,,,,,,
13,1982,1982-11-21,3,24.097,NYJ,,BAL,W 37-0,,,,,,,,,,,,,,
14,1982,1982-11-28,4,24.104,NYJ,,GNB,W 15-13,,,,,,,,,,,,,,
15,1982,1982-12-06,5,24.112,NYJ,@,DET,W 28-13,,,,,,,,,,,,,,
16,1982,1982-12-12,6,24.118,NYJ,,TAM,W 32-17,,,,,,,,,,,,,,
17,1982,1982-12-18,7,24.124,NYJ,@,MIA,L 19-20,0,0,,0,0,0,,0,0,0,0.0,1,0,0
18,1982,1982-12-26,8,24.132,NYJ,@,MIN,W 42-14,,,,,,,,,,,,,,
19,1982,1983-01-02,9,24.139,NYJ,@,KAN,L 13-37,,,,,,,,,,,,,,
20,1983,1983-09-04,1,25.019,NYJ,@,SDG,W 41-29,3,115,38.33,0,0,0,,0,0,0,0.0,0,0,0
21,1983,1983-09-11,2,25.026,NYJ,,SEA,L 10-17,0,0,,0,0,0,,0,,,,,,
22,1983,1983-09-18,3,25.033,NYJ,@,NWE,L 13-23,0,0,,0,0,0,,0,,,,,,
23,1983,1983-09-25,4,25.040,NYJ,,RAM,W 27-24,3,62,20.67,0,0,0,,0,0,0,0.0,0,0,0
24,1983,1983-10-03,5,25.048,NYJ,@,BUF,W 34-10,0,0,,0,0,0,,0,,,,,,
