ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2009,2009-09-13,1,23.336,BAL,,KAN,W 38-24,,,,,,,,,,,,,,,,,
2,2009,2009-09-20,2,23.343,BAL,@,SDG,W 31-26,,1,15,15.00,0,0,0,,0,0,0,0.0,0,0,0,0,0
3,2009,2009-09-27,3,23.350,BAL,,CLE,W 34-3,,,,,,,,,,,,,,,,,
4,2009,2009-10-04,4,23.357,BAL,@,NWE,L 21-27,,1,38,38.00,0,0,0,,0,0,0,0.0,0,0,0,0,0
5,2009,2009-10-11,5,23.364,BAL,,CIN,L 14-17,,2,64,32.00,0,0,-1,,0,0,0,0.0,0,0,0,0,0
6,2009,2009-10-18,6,24.006,BAL,@,MIN,L 31-33,,7,165,23.57,0,0,0,,0,0,0,0.0,0,0,0,0,0
7,2009,2009-11-01,7,24.020,BAL,,DEN,W 30-7,,2,112,56.00,1,0,0,,0,1,6,0.0,3,0,0,0,0
8,2009,2009-11-08,8,24.027,BAL,@,CIN,L 7-17,,4,85,21.25,0,0,0,,0,0,0,0.0,6,0,0,0,0
9,2009,2009-11-16,9,24.035,BAL,@,CLE,W 16-0,,1,31,31.00,0,0,0,,0,0,0,1.0,2,0,0,0,0
10,2009,2009-11-22,10,24.041,BAL,,IND,L 15-17,,3,79,26.33,0,0,0,,0,0,0,0.0,2,1,0,0,0
11,2009,2009-11-29,11,24.048,BAL,,PIT,W 20-17,*,4,85,21.25,0,0,0,,0,0,0,0.0,2,1,0,0,0
12,2009,2009-12-07,12,24.056,BAL,@,GNB,L 14-27,*,6,154,25.67,0,0,0,,0,0,0,0.0,4,1,0,0,0
13,2009,2009-12-13,13,24.062,BAL,,DET,W 48-3,*,2,33,16.50,0,0,0,,0,0,0,0.0,7,0,0,0,0
14,2009,2009-12-20,14,24.069,BAL,,CHI,W 31-7,*,2,57,28.50,0,0,0,,0,0,0,0.0,3,0,0,0,0
15,2010,2010-09-19,2,24.342,BAL,@,CIN,L 10-15,,,,,,,,,,,,,,,,,
16,2010,2010-09-26,3,24.349,BAL,,CLE,W 24-17,,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
17,2010,2010-10-03,4,24.356,BAL,@,PIT,W 17-14,,0,0,,0,0,0,,0,0,0,0.0,0,1,0,0,0
18,2010,2010-10-10,5,24.363,BAL,,DEN,W 31-17,,0,0,,0,0,0,,0,0,0,0.0,3,2,0,0,0
19,2010,2010-10-17,6,25.005,BAL,@,NWE,L 20-23,,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
20,2010,2010-10-24,7,25.012,BAL,,BUF,W 37-34,,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
21,2010,2010-11-07,8,25.026,BAL,,MIA,W 26-10,,0,0,,0,1,10,10.00,0,0,0,0.0,5,0,1,32,0
22,2010,2010-11-11,9,25.030,BAL,@,ATL,L 21-26,,0,0,,0,1,7,7.00,0,0,0,0.0,6,0,0,0,0
23,2010,2010-11-21,10,25.040,BAL,@,CAR,W 37-13,,0,0,,0,5,41,8.20,0,0,0,0.0,0,0,0,0,0
24,2010,2010-11-28,11,25.047,BAL,,TAM,W 17-10,,0,0,,0,3,20,6.67,0,0,0,0.0,2,1,0,0,0
25,2010,2010-12-05,12,25.054,BAL,,PIT,L 10-13,,0,0,,0,3,47,15.67,0,0,0,0.0,1,0,0,0,0
26,2010,2010-12-13,13,25.062,BAL,@,HOU,W 34-28,,0,0,,0,2,24,12.00,0,0,0,0.0,6,0,0,0,0
27,2010,2010-12-19,14,25.068,BAL,,NOR,W 30-24,,0,0,,0,2,35,17.50,0,0,0,0.0,5,2,0,0,0
28,2010,2010-12-26,15,25.075,BAL,@,CLE,W 20-10,,0,0,,0,1,1,1.00,0,0,0,0.0,3,0,1,0,0
