ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1971,1971-09-19,1,24.173,BUF,,DAL,L 37-49,0,0,,0,3,101,33.67,0
2,1972,1972-09-17,1,25.171,RAM,,NOR,W 34-14,0,0,,0,2,85,42.50,0
3,1972,1972-09-24,2,25.178,RAM,@,CHI,T 13-13,0,0,,0,5,248,49.60,0
4,1972,1972-10-01,3,25.185,RAM,@,ATL,L 3-31,0,0,,0,4,194,48.50,0
5,1972,1972-10-08,4,25.192,RAM,,SFO,W 31-7,0,0,,0,3,119,39.67,0
6,1972,1972-10-15,5,25.199,RAM,@,PHI,W 34-3,0,0,,0,4,172,43.00,0
7,1972,1972-10-22,6,25.206,RAM,,CIN,W 15-12,0,0,,0,8,382,47.75,0
8,1972,1972-10-29,7,25.213,RAM,@,OAK,L 17-45,0,0,,0,4,159,39.75,0
9,1972,1972-11-05,8,25.220,RAM,,ATL,W 20-7,0,0,,0,3,139,46.33,0
10,1972,1972-11-12,9,25.227,RAM,,DEN,L 10-16,0,0,,0,4,190,47.50,0
11,1972,1972-11-19,10,25.234,RAM,,MIN,L 41-45,0,0,,0,4,163,40.75,0
12,1972,1972-11-26,11,25.241,RAM,@,NOR,L 16-19,0,0,,0,5,217,43.40,0
13,1972,1972-12-04,12,25.249,RAM,@,SFO,W 26-16,0,0,,0,4,158,39.50,0
14,1972,1972-12-10,13,25.255,RAM,@,STL,L 14-24,0,0,,0,1,35,35.00,0
15,1972,1972-12-17,14,25.262,RAM,,DET,L 17-34,0,0,,0,2,83,41.50,0
16,1973,1973-09-16,1,26.170,RAM,@,KAN,W 23-13,0,0,,0,4,160,40.00,0
17,1973,1973-09-23,2,26.177,RAM,,ATL,W 31-0,0,0,,0,3,107,35.67,0
18,1973,1973-09-30,3,26.184,RAM,@,SFO,W 40-20,0,0,,0,1,38,38.00,0
19,1973,1973-10-07,4,26.191,RAM,@,HOU,W 31-26,0,0,,0,4,127,31.75,1
20,1973,1973-10-14,5,26.198,RAM,,DAL,W 37-31,0,0,,0,4,165,41.25,0
21,1973,1973-10-21,6,26.205,RAM,,GNB,W 24-7,1,0,0.00,0,3,137,45.67,0
22,1973,1973-10-28,7,26.212,RAM,@,MIN,L 9-10,0,0,,0,4,124,31.00,0
23,1973,1973-11-04,8,26.219,RAM,@,ATL,L 13-15,0,0,,0,5,254,50.80,0
24,1973,1973-11-11,9,26.226,RAM,,NOR,W 29-7,0,0,,0,3,156,52.00,0
25,1973,1973-11-18,10,26.233,RAM,,SFO,W 31-13,0,0,,0,5,203,40.60,0
26,1973,1973-11-25,11,26.240,RAM,@,NOR,W 24-13,0,0,,0,3,141,47.00,0
27,1973,1973-12-02,12,26.247,RAM,@,CHI,W 26-0,0,0,,0,4,145,36.25,0
28,1973,1973-12-10,13,26.255,RAM,,NYG,W 40-6,0,0,,0,4,160,40.00,0
29,1973,1973-12-16,14,26.261,RAM,,CLE,W 30-17,0,0,,0,4,162,40.50,0
30,1974,1974-09-15,1,27.169,RAM,@,DEN,W 17-10,0,0,,0,6,243,40.50,0
31,1974,1974-09-22,2,27.176,RAM,,NOR,W 24-0,0,0,,0,5,219,43.80,0
32,1974,1974-09-29,3,27.183,RAM,@,NWE,L 14-20,0,0,,0,5,158,31.60,0
33,1974,1974-10-06,4,27.190,RAM,,DET,W 16-13,0,0,,0,5,147,29.40,1
34,1974,1974-10-13,5,27.197,RAM,@,GNB,L 6-17,0,0,,0,5,174,34.80,0
35,1974,1974-10-20,6,27.204,RAM,,SFO,W 37-14,0,0,,0,3,87,29.00,0
36,1974,1974-11-17,10,27.232,NWE,,NYJ,L 16-21,0,0,,0,3,113,37.67,0
37,1974,1974-11-24,11,27.239,NWE,@,BAL,W 27-17,0,0,,0,8,272,34.00,0
38,1974,1974-12-01,12,27.246,NWE,@,OAK,L 26-41,0,0,,0,4,149,37.25,0
39,1974,1974-12-08,13,27.253,NWE,,PIT,L 17-21,0,0,,0,5,179,35.80,0
40,1974,1974-12-15,14,27.260,NWE,@,MIA,L 27-34,0,0,,0,6,254,42.33,0
