ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,1999,1999-09-12,1,22.007,CHI,,KAN,W 20-17,,,,,,,
2,1999,1999-09-19,2,22.014,CHI,,SEA,L 13-14,,,,,,,
3,1999,1999-09-26,3,22.021,CHI,@,OAK,L 17-24,,,,,,,
4,1999,1999-10-24,7,22.049,CHI,@,TAM,L 3-6,,,,,,,
5,1999,1999-10-31,8,22.056,CHI,@,WAS,L 22-48,,,,,,,
6,1999,1999-11-14,10,22.070,CHI,,MIN,L 24-27,,,,,,,
7,1999,1999-11-25,12,22.081,CHI,@,DET,L 17-21,,1.0,,,0,0,0
8,1999,1999-12-05,13,22.091,CHI,,GNB,L 19-35,,,,,,,
9,1999,1999-12-19,14,22.105,CHI,,DET,W 28-10,,1.0,,,0,0,0
10,1999,1999-12-26,15,22.112,CHI,@,STL,L 12-34,,,,,,,
11,1999,2000-01-02,16,22.119,CHI,,TAM,L 6-20,,,,,,,
12,2000,2000-09-03,1,22.364,CHI,@,MIN,L 27-30,,,,,,,
13,2000,2000-09-10,2,23.005,CHI,@,TAM,L 0-41,,,,,,,
14,2000,2000-10-08,6,23.033,CHI,,NOR,L 10-31,,,,,,,
15,2000,2000-10-15,7,23.040,CHI,,MIN,L 16-28,,,,,,,
16,2000,2000-10-22,8,23.047,CHI,@,PHI,L 9-13,,,,,,,
17,2000,2000-11-05,9,23.061,CHI,,IND,W 27-24,,1.0,,,0,0,0
18,2000,2000-11-12,10,23.068,CHI,@,BUF,L 3-20,,,,,,,
19,2000,2000-11-19,11,23.075,CHI,,TAM,W 13-10,,,,,,,
20,2000,2000-11-26,12,23.082,CHI,@,NYJ,L 10-17,,,,,,,
21,2000,2000-12-03,13,23.089,CHI,,GNB,L 6-28,*,,,,,,
22,2000,2000-12-10,14,23.096,CHI,,NWE,W 24-17,,1.0,,,0,0,0
23,2000,2000-12-17,15,23.103,CHI,@,SFO,L 0-17,*,1.0,,,0,0,0
24,2000,2000-12-24,16,23.110,CHI,@,DET,W 23-20,*,,,,,,
25,2001,2001-09-09,1,24.004,CHI,@,BAL,L 6-17,,,,,,,
26,2001,2001-09-23,2,24.018,CHI,,MIN,W 17-10,*,,,,,,
27,2001,2001-10-07,3,24.032,CHI,@,ATL,W 31-3,*,2.5,,,0,0,0
28,2001,2001-10-14,4,24.039,CHI,,ARI,W 20-13,*,,,,,,
29,2001,2001-10-21,5,24.046,CHI,@,CIN,W 24-0,*,,,,,,
30,2001,2001-10-28,6,24.053,CHI,,SFO,W 37-31,*,,,,,,
31,2001,2001-11-04,7,24.060,CHI,,CLE,W 27-21,,2.0,,,0,0,0
32,2001,2001-11-11,8,24.067,CHI,,GNB,L 12-20,*,,,,,,
33,2001,2001-11-18,9,24.074,CHI,@,TAM,W 27-24,*,,,,,,
34,2001,2001-11-25,10,24.081,CHI,@,MIN,W 13-6,*,0.5,,,1,8,0
35,2001,2001-12-02,11,24.088,CHI,,DET,W 13-10,,1.5,,,0,0,0
36,2001,2001-12-09,12,24.095,CHI,@,GNB,L 7-17,*,,,,,,
37,2001,2001-12-16,13,24.102,CHI,,TAM,W 27-3,*,,,,,,
38,2001,2001-12-23,14,24.109,CHI,@,WAS,W 20-15,*,2.0,,,0,0,0
39,2001,2001-12-30,15,24.116,CHI,@,DET,W 24-0,*,1.0,,,0,0,0
40,2001,2002-01-06,16,24.123,CHI,,JAX,W 33-13,*,1.0,,,1,14,0
41,2002,2002-09-08,1,25.003,CHI,,MIN,W 27-23,*,1.0,,,0,0,0
42,2002,2002-09-15,2,25.010,CHI,@,ATL,W 14-13,*,2.0,,,0,0,0
43,2002,2002-09-22,3,25.017,CHI,,NOR,L 23-29,*,1.0,,,0,0,0
44,2002,2002-09-29,4,25.024,CHI,@,BUF,L 27-33,*,2.0,,,0,0,0
45,2002,2002-10-07,5,25.032,CHI,,GNB,L 21-34,*,1.0,,,0,0,0
46,2002,2002-10-20,6,25.045,CHI,@,DET,L 20-23,*,,,,,,
47,2002,2002-10-27,7,25.052,CHI,@,MIN,L 7-25,,,,,,,
48,2002,2002-11-03,8,25.059,CHI,,PHI,L 13-19,*,,,,,,
49,2002,2002-11-10,9,25.066,CHI,,NWE,L 30-33,*,0.5,,,0,0,0
50,2002,2002-11-18,10,25.074,CHI,@,STL,L 16-21,*,1.0,,,0,0,0
51,2002,2002-11-24,11,25.080,CHI,,DET,W 20-17,*,1.0,,,0,0,0
