ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
45,2016,2016-12-11,13,25.319,NYG,,DAL,W 10-7,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,9,389,43.22,0
46,2016,2016-12-18,14,25.326,NYG,,DET,W 17-6,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,7,298,42.57,0
47,2016,2016-12-22,15,25.330,NYG,@,PHI,L 19-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,145,48.33,0
48,2016,2017-01-01,16,25.340,NYG,@,WAS,W 19-10,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,8,363,45.38,0
49,2017,2017-09-10,1,26.226,NYG,@,DAL,L 3-19,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,269,44.83,0
50,2017,2017-09-18,2,26.234,NYG,,DET,L 10-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,239,47.80,0
51,2017,2017-09-24,3,26.240,NYG,@,PHI,L 24-27,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,154,38.50,0
52,2017,2017-10-01,4,26.247,NYG,@,TAM,L 23-25,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,205,41.00,0
53,2017,2017-10-08,5,26.254,NYG,,LAC,L 22-27,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,8,353,44.13,0
54,2017,2017-10-15,6,26.261,NYG,@,DEN,W 23-10,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,299,49.83,0
55,2017,2017-10-22,7,26.268,NYG,,SEA,L 7-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,7,304,43.43,0
56,2017,2017-11-05,8,26.282,NYG,,LAR,L 17-51,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,213,53.25,1
57,2017,2017-11-12,9,26.289,NYG,@,SFO,L 21-31,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,124,41.33,0
58,2017,2017-11-19,10,26.296,NYG,,KAN,W 12-9,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,272,45.33,0
59,2017,2017-11-23,11,26.300,NYG,@,WAS,L 10-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,9,371,41.22,0
60,2017,2017-12-03,12,26.310,NYG,@,OAK,L 17-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,7,339,48.43,0
61,2017,2017-12-10,13,26.317,NYG,,DAL,L 10-30,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,8,347,43.38,0
62,2017,2017-12-17,14,26.324,NYG,,PHI,L 29-34,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,74,37.00,1
63,2017,2017-12-24,15,26.331,NYG,@,ARI,L 0-23,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,263,43.83,0
64,2017,2017-12-31,16,26.338,NYG,,WAS,W 18-10,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,9,363,40.33,0
