ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1996,1996-09-15,3,23.037,HOU,,BAL,W 29-13,0,0,,0
2,1996,1996-09-29,4,23.051,HOU,@,PIT,L 16-30,1,6,6.00,0
3,1996,1996-10-06,5,23.058,HOU,@,CIN,W 30-27,0,0,,0
4,1996,1996-10-13,6,23.065,HOU,@,ATL,W 23-13,0,0,,0
5,1996,1996-10-20,7,23.072,HOU,,PIT,W 23-13,0,0,,0
6,1996,1996-10-27,8,23.079,HOU,,SFO,L 9-10,0,0,,0
7,1996,1996-11-03,9,23.086,HOU,@,SEA,L 16-23,0,0,,0
8,1996,1996-11-10,10,23.093,HOU,@,NOR,W 31-14,0,0,,0
9,1996,1996-11-17,11,23.100,HOU,,MIA,L 20-23,0,0,,0
10,1996,1996-11-24,12,23.107,HOU,,CAR,L 6-31,0,0,,0
11,1996,1996-12-01,13,23.114,HOU,@,NYJ,W 35-10,0,0,,0
12,1996,1996-12-08,14,23.121,HOU,,JAX,L 17-23,0,0,,0
13,1996,1996-12-15,15,23.128,HOU,,CIN,L 13-21,0,0,,0
14,1996,1996-12-22,16,23.135,HOU,@,BAL,W 24-21,1,0,0.00,0
15,1997,1997-10-05,5,24.057,TEN,@,SEA,L 13-16,,,,
16,1997,1997-10-12,6,24.064,TEN,,CIN,W 30-7,,,,
17,1997,1997-10-19,7,24.071,TEN,,WAS,W 28-14,,,,
18,1997,1997-10-26,8,24.078,TEN,@,ARI,W 41-14,,,,
19,1997,1997-11-02,9,24.085,TEN,,JAX,L 24-30,,,,
20,1997,1997-11-23,12,24.106,TEN,,BUF,W 31-14,,,,
21,1997,1997-11-27,13,24.110,TEN,@,DAL,W 27-14,,,,
22,1997,1997-12-04,14,24.117,TEN,@,CIN,L 14-41,,,,
23,1997,1997-12-14,15,24.127,MIA,@,IND,L 0-41,,,,
24,1997,1997-12-21,16,24.134,TEN,,PIT,W 16-6,,,,
