ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
32,2011,2011-10-02,4,24.078,DEN,@,GNB,L 23-49,,2,4,2.00,0,1,1,7,7.00,0,100.0%,7.00,0,0,0.0,0,0
33,2011,2011-10-09,5,24.085,DEN,,SDG,L 24-29,,0,0,,0,3,3,40,13.33,1,100.0%,13.33,1,6,0.0,0,0
34,2011,2011-10-23,6,24.099,DEN,@,MIA,W 18-15,,7,28,4.00,0,2,2,10,5.00,0,100.0%,5.00,0,0,0.0,0,0
35,2011,2011-10-30,7,24.106,DEN,,DET,L 10-45,*,14,69,4.93,0,2,1,5,5.00,0,50.0%,2.50,0,0,0.0,0,0
36,2011,2011-11-06,8,24.113,DEN,@,OAK,W 38-24,,2,4,2.00,0,4,2,4,2.00,0,50.0%,1.00,0,0,0.0,0,0
37,2011,2011-11-13,9,24.120,DEN,@,KAN,W 17-10,,4,52,13.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
38,2012,2012-09-09,1,25.055,DEN,,PIT,W 31-19,,5,13,2.60,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
39,2012,2012-09-17,2,25.063,DEN,@,ATL,L 21-27,,3,2,0.67,0,1,1,12,12.00,0,100.0%,12.00,0,0,0.0,0,0
40,2012,2012-09-23,3,25.069,DEN,,HOU,L 25-31,,,,,,,0,0,,0,0.0%,,,,,,
41,2012,2012-11-25,11,25.132,DEN,@,KAN,W 17-9,*,20,85,4.25,0,4,4,26,6.50,0,100.0%,6.50,0,0,0.0,0,0
42,2012,2012-12-02,12,25.139,DEN,,TAM,W 31-23,*,20,69,3.45,0,5,4,14,3.50,0,80.0%,2.80,0,0,0.0,0,0
43,2012,2012-12-06,13,25.143,DEN,@,OAK,W 26-13,*,32,119,3.72,1,5,4,48,12.00,0,80.0%,9.60,1,6,0.0,0,0
44,2012,2012-12-16,14,25.153,DEN,@,BAL,W 34-17,*,21,115,5.48,1,3,2,8,4.00,0,66.7%,2.67,1,6,0.0,0,0
45,2012,2012-12-23,15,25.160,DEN,,CLE,W 34-12,*,22,78,3.55,0,7,5,49,9.80,0,71.4%,7.00,0,0,0.0,0,0
46,2012,2012-12-30,16,25.167,DEN,,KAN,W 38-3,*,15,44,2.93,1,1,1,10,10.00,0,100.0%,10.00,1,6,0.0,0,0
47,2013,2013-09-05,1,26.051,DEN,,BAL,W 49-27,*,9,28,3.11,0,3,3,37,12.33,0,100.0%,12.33,0,0,0.0,0,0
48,2013,2013-09-15,2,26.061,DEN,@,NYG,W 41-23,*,13,93,7.15,2,3,3,14,4.67,0,100.0%,4.67,2,12,0.0,0,0
49,2013,2013-09-23,3,26.069,DEN,,OAK,W 37-21,*,12,39,3.25,0,2,1,6,6.00,0,50.0%,3.00,0,0,0.0,0,0
50,2013,2013-09-29,4,26.075,DEN,,PHI,W 52-20,*,12,78,6.50,1,1,1,13,13.00,0,100.0%,13.00,1,6,0.0,0,0
51,2013,2013-10-06,5,26.082,DEN,@,DAL,W 51-48,*,19,93,4.89,1,5,5,57,11.40,0,100.0%,11.40,1,6,0.0,0,0
52,2013,2013-10-13,6,26.089,DEN,,JAX,W 35-19,*,15,42,2.80,3,10,7,62,8.86,0,70.0%,6.20,3,18,0.0,0,0
53,2013,2013-10-20,7,26.096,DEN,@,IND,L 33-39,*,15,40,2.67,1,6,3,9,3.00,0,50.0%,1.50,1,6,0.0,1,0
54,2013,2013-10-27,8,26.103,DEN,,WAS,W 45-21,*,13,43,3.31,0,6,6,89,14.83,1,100.0%,14.83,1,6,0.0,0,0
55,2013,2013-11-10,9,26.117,DEN,@,SDG,W 28-20,*,15,65,4.33,0,8,8,49,6.13,0,100.0%,6.13,0,0,0.0,0,0
56,2013,2013-11-17,10,26.124,DEN,,KAN,W 27-17,*,27,79,2.93,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
57,2013,2013-11-24,11,26.131,DEN,@,NWE,L 31-34,*,37,224,6.05,1,1,1,6,6.00,0,100.0%,6.00,1,6,0.0,0,0
58,2013,2013-12-01,12,26.138,DEN,@,KAN,W 35-28,*,15,18,1.20,0,5,4,72,18.00,1,80.0%,14.40,1,6,0.0,0,0
59,2013,2013-12-08,13,26.145,DEN,,TEN,W 51-28,*,14,78,5.57,1,7,6,31,5.17,0,85.7%,4.43,1,6,0.0,0,0
60,2013,2013-12-12,14,26.149,DEN,,SDG,L 20-27,*,8,19,2.38,0,6,5,36,7.20,0,83.3%,6.00,0,0,0.0,0,0
61,2013,2013-12-22,15,26.159,DEN,@,HOU,W 37-13,,11,76,6.91,0,4,2,26,13.00,0,50.0%,6.50,0,0,0.0,0,0
62,2013,2013-12-29,16,26.166,DEN,@,OAK,W 34-14,*,6,23,3.83,0,6,5,41,8.20,1,83.3%,6.83,1,6,0.0,0,0
63,2014,2014-09-07,1,27.053,MIA,,NWE,W 33-20,,24,134,5.58,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
64,2014,2014-09-14,2,27.060,MIA,@,BUF,L 10-29,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
65,2014,2014-10-12,5,27.088,MIA,,GNB,L 24-27,,6,10,1.67,0,1,1,8,8.00,0,100.0%,8.00,0,0,0.0,0,0
