ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1973,1973-09-16,1,23.219,NOR,,ATL,L 7-62,4,22,5.50,0,0,0,,0,5,117,23.40,0,0,0,,0,0,0
2,1973,1973-09-24,2,23.227,NOR,@,DAL,L 3-40,6,44,7.33,0,2,22,11.00,0,2,45,22.50,0,1,-3,-3.00,0,0,0
3,1973,1973-09-30,3,23.233,NOR,@,BAL,L 10-14,2,1,0.50,0,1,12,12.00,0,1,27,27.00,0,0,0,,0,0,0
4,1973,1973-10-07,4,23.240,NOR,,CHI,W 21-16,7,30,4.29,1,0,0,,0,1,27,27.00,0,0,0,,0,1,6
5,1973,1973-10-14,5,23.247,NOR,,DET,W 20-13,4,-3,-0.75,1,0,0,,0,2,77,38.50,0,0,0,,0,1,6
6,1973,1973-10-21,6,23.254,NOR,@,SFO,L 0-40,6,32,5.33,0,0,0,,0,3,75,25.00,0,2,41,20.50,0,0,0
7,1973,1973-10-28,7,23.261,NOR,,WAS,W 19-3,5,11,2.20,0,1,5,5.00,0,1,16,16.00,0,2,38,19.00,0,0,0
8,1973,1973-11-04,8,23.268,NOR,,BUF,W 13-0,1,0,0.00,0,0,0,,0,0,0,,0,4,34,8.50,0,0,0
9,1973,1973-11-11,9,23.275,NOR,@,RAM,L 7-29,5,33,6.60,0,0,0,,0,3,34,11.33,0,3,34,11.33,0,0,0
10,1973,1973-11-18,10,23.282,NOR,@,SDG,L 14-17,2,0,0.00,0,0,0,,0,1,15,15.00,0,1,9,9.00,0,0,0
11,1973,1973-11-25,11,23.289,NOR,,RAM,L 13-24,0,0,,0,0,0,,0,3,68,22.67,0,1,7,7.00,0,0,0
12,1973,1973-12-02,12,23.296,NOR,@,GNB,L 10-30,0,0,,0,0,0,,0,1,28,28.00,0,2,8,4.00,0,0,0
13,1973,1973-12-09,13,23.303,NOR,,SFO,W 16-10,2,11,5.50,0,0,0,,0,2,48,24.00,0,1,3,3.00,0,0,0
14,1973,1973-12-16,14,23.310,NOR,@,ATL,L 10-14,1,2,2.00,0,0,0,,0,1,13,13.00,0,0,0,,0,0,0
15,1974,1974-09-15,1,24.218,NOR,,SFO,L 13-17,5,12,2.40,0,1,7,7.00,0,3,70,23.33,0,0,0,,0,0,0
16,1974,1974-09-22,2,24.225,NOR,@,RAM,L 0-24,0,0,,0,1,3,3.00,0,5,111,22.20,0,2,28,14.00,0,0,0
17,1974,1974-09-29,3,24.232,NOR,,ATL,W 14-13,0,0,,0,0,0,,0,4,106,26.50,0,4,52,13.00,0,0,0
18,1974,1974-10-06,4,24.239,NOR,@,CHI,L 10-24,0,0,,0,0,0,,0,3,76,25.33,0,1,4,4.00,0,0,0
19,1974,1974-10-13,5,24.246,NOR,@,DEN,L 17-33,3,29,9.67,0,1,10,10.00,0,4,95,23.75,0,0,0,,0,0,0
20,1974,1974-10-20,6,24.253,NOR,@,ATL,W 13-3,10,62,6.20,0,1,2,2.00,0,1,33,33.00,0,5,89,17.80,0,0,0
21,1974,1974-10-27,7,24.260,NOR,,PHI,W 14-10,6,20,3.33,0,1,5,5.00,0,2,46,23.00,0,4,31,7.75,0,0,0
22,1974,1974-11-03,8,24.267,NOR,@,DET,L 14-19,5,7,1.40,1,3,12,4.00,0,2,48,24.00,0,3,17,5.67,0,1,6
23,1974,1974-11-10,9,24.274,NOR,,MIA,L 0-21,5,24,4.80,0,3,36,12.00,0,3,56,18.67,0,4,29,7.25,0,0,0
24,1974,1974-11-17,10,24.281,NOR,,RAM,W 20-7,1,4,4.00,0,0,0,,0,0,0,,0,3,20,6.67,0,0,0
25,1974,1974-11-25,11,24.289,NOR,,PIT,L 7-28,5,19,3.80,0,1,5,5.00,0,2,40,20.00,0,4,16,4.00,0,0,0
26,1974,1974-12-01,12,24.295,NOR,@,MIN,L 9-29,1,4,4.00,0,1,1,1.00,0,3,28,9.33,0,1,2,2.00,0,0,0
27,1974,1974-12-08,13,24.302,NOR,,STL,W 14-0,2,9,4.50,0,0,0,,0,0,0,,0,1,12,12.00,0,0,0
28,1974,1974-12-15,14,24.309,NOR,@,SFO,L 21-35,0,0,,0,0,0,,0,1,40,40.00,0,5,76,15.20,0,0,0
29,1975,1975-09-21,1,25.224,BAL,@,CHI,W 35-7,0,0,,0,0,0,,0,1,25,25.00,0,4,27,6.75,0,0,0
30,1975,1975-09-28,2,25.231,BAL,,OAK,L 20-31,0,0,,0,0,0,,0,1,15,15.00,0,3,11,3.67,0,0,0
31,1975,1975-10-05,3,25.238,BAL,@,RAM,L 13-24,,,,,,,,,,,,,,,,,,
32,1975,1975-10-26,6,25.259,BAL,@,NYJ,W 45-28,0,0,,0,0,0,,0,0,0,,0,4,44,11.00,0,0,0
33,1975,1975-11-02,7,25.266,BAL,,CLE,W 21-7,0,0,,0,0,0,,0,0,0,,0,4,46,11.50,0,0,0
34,1975,1975-11-09,8,25.273,BAL,@,BUF,W 42-35,0,0,,0,0,0,,0,0,0,,0,3,30,10.00,0,0,0
35,1975,1975-11-16,9,25.280,BAL,,NYJ,W 52-19,0,0,,0,0,0,,0,0,0,,0,3,15,5.00,0,0,0
36,1975,1975-11-23,10,25.287,BAL,@,MIA,W 33-17,0,0,,0,0,0,,0,1,31,31.00,0,3,37,12.33,0,0,0
37,1975,1975-11-30,11,25.294,BAL,,KAN,W 28-14,0,0,,0,0,0,,0,0,0,,0,2,35,17.50,0,0,0
38,1975,1975-12-07,12,25.301,BAL,@,NYG,W 21-0,0,0,,0,0,0,,0,0,0,,0,2,36,18.00,0,0,0
39,1975,1975-12-14,13,25.308,BAL,,MIA,W 10-7,0,0,,0,0,0,,0,0,0,,0,3,30,10.00,0,0,0
40,1975,1975-12-21,14,25.315,BAL,,NWE,W 34-21,0,0,,0,0,0,,0,0,0,,0,5,85,17.00,0,0,0
41,1976,1976-09-12,1,26.216,BAL,@,NWE,W 27-13,0,0,,0,0,0,,0,1,27,27.00,0,2,30,15.00,0,0,0
42,1976,1976-09-19,2,26.223,BAL,,CIN,W 28-27,0,0,,0,0,0,,0,4,95,23.75,0,2,11,5.50,0,0,0
43,1976,1976-09-26,3,26.230,BAL,@,DAL,L 27-30,0,0,,0,0,0,,0,2,52,26.00,0,2,0,0.00,0,0,0
44,1976,1976-10-03,4,26.237,BAL,,TAM,W 42-17,0,0,,0,0,0,,0,2,35,17.50,0,8,80,10.00,0,0,0
45,1976,1976-10-10,5,26.244,BAL,,MIA,W 28-14,0,0,,0,0,0,,0,1,22,22.00,0,3,11,3.67,0,0,0
46,1976,1976-10-17,6,26.251,BAL,@,BUF,W 31-13,0,0,,0,0,0,,0,3,61,20.33,0,0,0,,0,0,0
47,1976,1976-10-24,7,26.258,BAL,@,NYJ,W 20-0,0,0,,0,0,0,,0,1,24,24.00,0,3,22,7.33,0,0,0
48,1976,1976-11-01,8,26.266,BAL,,HOU,W 38-14,0,0,,0,0,0,,0,1,12,12.00,0,4,32,8.00,0,0,0
49,1976,1976-11-07,9,26.272,BAL,@,SDG,W 37-21,0,0,,0,0,0,,0,1,28,28.00,0,3,17,5.67,0,0,0
50,1976,1976-11-14,10,26.279,BAL,,NWE,L 14-21,0,0,,0,0,0,,0,3,77,25.67,0,2,0,0.00,0,0,0
51,1976,1976-11-22,11,26.287,BAL,@,MIA,W 17-16,0,0,,0,0,0,,0,3,40,13.33,0,0,0,,0,0,0
52,1976,1976-11-28,12,26.293,BAL,,NYJ,W 33-16,0,0,,0,0,0,,0,2,37,18.50,0,5,59,11.80,0,0,0
53,1976,1976-12-04,13,26.299,BAL,@,STL,L 17-24,0,0,,0,0,0,,0,4,151,37.75,0,4,36,9.00,0,0,0
54,1976,1976-12-12,14,26.307,BAL,,BUF,W 58-20,1,3,3.00,1,0,0,,0,2,49,24.50,0,1,17,17.00,0,1,6
55,1977,1977-09-18,1,27.221,BAL,@,SEA,W 29-14,0,0,,0,0,0,,0,1,14,14.00,0,3,53,17.67,0,0,0
56,1977,1977-09-25,2,27.228,BAL,@,NYJ,W 20-12,0,0,,0,0,0,,0,1,19,19.00,0,5,44,8.80,0,0,0
57,1977,1977-10-02,3,27.235,BAL,,BUF,W 17-14,0,0,,0,0,0,,0,1,37,37.00,0,2,23,11.50,0,0,0
58,1977,1977-10-09,4,27.242,BAL,,MIA,W 45-28,0,0,,0,0,0,,0,1,25,25.00,0,2,13,6.50,0,0,0
59,1977,1977-10-16,5,27.249,BAL,@,KAN,W 17-6,0,0,,0,0,0,,0,1,18,18.00,0,0,0,,0,0,0
60,1977,1977-10-23,6,27.256,BAL,@,NWE,L 3-17,0,0,,0,0,0,,0,1,31,31.00,0,2,-2,-1.00,0,0,0
61,1977,1977-10-30,7,27.263,BAL,,PIT,W 31-21,0,0,,0,0,0,,0,0,0,,0,3,21,7.00,0,0,0
62,1977,1977-11-07,8,27.271,BAL,,WAS,W 10-3,0,0,,0,0,0,,0,1,18,18.00,0,3,9,3.00,0,0,0
63,1977,1977-11-13,9,27.277,BAL,@,BUF,W 31-13,0,0,,0,0,0,,0,1,4,4.00,0,3,46,15.33,0,0,0
64,1977,1977-11-20,10,27.284,BAL,,NYJ,W 33-12,0,0,,0,0,0,,0,1,15,15.00,0,6,78,13.00,0,0,0
65,1977,1977-11-27,11,27.291,BAL,@,DEN,L 13-27,0,0,,0,0,0,,0,0,0,,0,4,10,2.50,0,0,0
66,1977,1977-12-05,12,27.299,BAL,@,MIA,L 6-17,0,0,,0,0,0,,0,2,35,17.50,0,1,6,6.00,0,0,0
