ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2002,2002-09-15,2,22.314,ARI,@,SEA,W 24-13,,,,,
2,2002,2002-09-29,4,22.328,ARI,,NYG,W 21-7,,,,,
3,2002,2002-10-06,5,22.335,ARI,@,CAR,W 16-13,,,,,
4,2002,2002-10-20,6,22.349,ARI,,DAL,W 9-6,,,,,
5,2002,2002-10-27,7,22.356,ARI,@,SFO,L 28-38,,,,,
6,2002,2002-11-03,8,22.363,ARI,,STL,L 14-27,,,,,
7,2002,2002-11-10,9,23.005,ARI,,SEA,L 6-27,,,,,
8,2002,2002-11-17,10,23.012,ARI,@,PHI,L 14-38,,,,,
9,2002,2002-11-24,11,23.019,ARI,,OAK,L 20-41,,1,18,18.00,0
10,2002,2002-12-01,12,23.026,ARI,@,KAN,L 0-49,,,,,
11,2002,2002-12-08,13,23.033,ARI,,DET,W 23-20,,,,,
12,2002,2002-12-15,14,23.040,ARI,@,STL,L 28-30,,,,,
13,2003,2003-09-14,2,23.313,ARI,,SEA,L 0-38,,,,,
14,2003,2003-10-26,7,23.355,ARI,,SFO,W 16-13,,,,,
15,2003,2003-11-02,8,23.362,ARI,,CIN,W 17-14,,,,,
16,2003,2003-11-09,9,24.004,ARI,@,PIT,L 15-28,,,,,
17,2003,2003-11-16,10,24.011,ARI,@,CLE,L 6-44,,,,,
18,2003,2003-11-23,11,24.018,ARI,,STL,L 27-30,,,,,
