ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1997,1997-08-31,1,26.196,SDG,@,NWE,L 7-41,,,,,,
2,1997,1997-11-23,12,26.280,SDG,@,SFO,L 10-17,,,,,,
3,1997,1997-12-21,16,26.308,SDG,@,DEN,L 3-38,,,,,,
4,1998,1998-09-20,3,27.216,IND,@,NYJ,L 6-44,,,,,,
5,1998,1998-09-27,4,27.223,IND,,NOR,L 13-19,,0,0,,0,1.0
6,1998,1998-10-04,5,27.230,IND,,SDG,W 17-12,,,,,,
7,1998,1998-10-11,6,27.237,IND,,BUF,L 24-31,,,,,,
8,1998,1998-11-01,8,27.258,IND,,NWE,L 16-21,,,,,,
9,1998,1998-11-15,10,27.272,IND,,NYJ,W 24-23,,,,,,
10,1998,1998-11-22,11,27.279,IND,@,BUF,L 11-34,,,,,,
11,1998,1998-12-06,13,27.293,IND,@,ATL,L 21-28,,0,0,,0,1.0
12,1998,1998-12-13,14,27.300,IND,,CIN,W 39-26,,,,,,
13,1998,1998-12-20,15,27.307,IND,@,SEA,L 23-27,,,,,,
14,1998,1998-12-27,16,27.314,IND,,CAR,L 19-27,,,,,,
15,1999,1999-09-12,1,28.208,CHI,,KAN,W 20-17,,,,,,
16,1999,1999-09-19,2,28.215,CHI,,SEA,L 13-14,,0,0,,0,0.5
17,1999,1999-09-26,3,28.222,CHI,@,OAK,L 17-24,,,,,,
18,1999,1999-10-03,4,28.229,CHI,,NOR,W 14-10,,,,,,
19,1999,1999-10-10,5,28.236,CHI,@,MIN,W 24-22,,,,,,
20,1999,1999-10-17,6,28.243,CHI,,PHI,L 16-20,,,,,,
21,1999,1999-10-24,7,28.250,CHI,@,TAM,L 3-6,,,,,,
22,1999,1999-10-31,8,28.257,CHI,@,WAS,L 22-48,,,,,,
23,1999,1999-11-07,9,28.264,CHI,@,GNB,W 14-13,*,1,0,0.00,0,1.0
24,1999,1999-11-14,10,28.271,CHI,,MIN,L 24-27,*,0,0,,0,1.0
25,1999,1999-11-21,11,28.278,CHI,@,SDG,W 23-20,*,,,,,
26,1999,1999-11-25,12,28.282,CHI,@,DET,L 17-21,*,,,,,
27,1999,1999-12-05,13,28.292,CHI,,GNB,L 19-35,*,,,,,
28,1999,1999-12-19,14,28.306,CHI,,DET,W 28-10,*,,,,,
29,1999,1999-12-26,15,28.313,CHI,@,STL,L 12-34,*,,,,,
30,1999,2000-01-02,16,28.320,CHI,,TAM,L 6-20,*,,,,,
31,2000,2000-09-17,3,29.214,CHI,,NYG,L 7-14,,,,,,
32,2000,2000-09-24,4,29.221,CHI,,DET,L 14-21,,,,,,
33,2000,2000-10-01,5,29.228,CHI,@,GNB,W 27-24,,,,,,
34,2000,2000-10-08,6,29.235,CHI,,NOR,L 10-31,,,,,,
35,2000,2000-10-15,7,29.242,CHI,,MIN,L 16-28,,,,,,
36,2000,2000-10-22,8,29.249,CHI,@,PHI,L 9-13,,,,,,
37,2000,2000-11-05,9,29.263,CHI,,IND,W 27-24,,,,,,
38,2000,2000-11-12,10,29.270,CHI,@,BUF,L 3-20,,,,,,
39,2000,2000-11-19,11,29.277,CHI,,TAM,W 13-10,,,,,,
40,2000,2000-11-26,12,29.284,CHI,@,NYJ,L 10-17,,,,,,
41,2000,2000-12-03,13,29.291,CHI,,GNB,L 6-28,,,,,,
42,2000,2000-12-10,14,29.298,CHI,,NWE,W 24-17,,,,,,
43,2000,2000-12-17,15,29.305,CHI,@,SFO,L 0-17,*,1,2,2.00,0,1.0
44,2000,2000-12-24,16,29.312,CHI,@,DET,W 23-20,*,,,,,
