ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2011,2011-09-11,1,24.164,CHI,,ATL,W 30-12,,0.0,0,0
2,2011,2011-09-18,2,24.171,CHI,@,NOR,L 13-30,,,,
3,2011,2011-09-25,3,24.178,CHI,,GNB,L 17-27,,0.0,0,0
4,2011,2011-10-02,4,24.185,CHI,,CAR,W 34-29,,,,
5,2011,2011-10-10,5,24.193,CHI,@,DET,L 13-24,,,,
6,2011,2011-11-20,10,24.234,CHI,,SDG,W 31-20,,0.0,0,0
7,2011,2011-11-27,11,24.241,CHI,@,OAK,L 20-25,,0.0,0,1
8,2011,2011-12-04,12,24.248,CHI,,KAN,L 3-10,,0.0,0,0
9,2011,2011-12-11,13,24.255,CHI,@,DEN,L 10-13,,,,
10,2011,2011-12-18,14,24.262,CHI,,SEA,L 14-38,,,,
11,2011,2011-12-25,15,24.269,CHI,@,GNB,L 21-35,,0.0,0,2
12,2011,2012-01-01,16,24.276,CHI,@,MIN,W 17-13,,0.0,0,0
