ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1991,1991-09-01,1,22.191,SDG,@,PIT,L 20-26,,,3,23,7.67,1,,,0,0,,0,1,6
2,1991,1991-09-08,2,22.198,SDG,@,SFO,L 14-34,,,1,11,11.00,0,,,0,0,,0,0,0
3,1991,1991-09-15,3,22.205,SDG,,ATL,L 10-13,,,2,12,6.00,0,,,1,27,27.00,0,0,0
4,1991,1991-09-22,4,22.212,SDG,@,DEN,L 19-27,,,2,13,6.50,0,,,0,0,,0,0,0
5,1991,1991-09-29,5,22.219,SDG,,KAN,L 13-14,,,0,0,,0,,,0,0,,0,0,
6,1991,1991-10-06,6,22.226,SDG,@,RAI,W 21-13,,,0,0,,0,,,0,0,,0,0,
7,1991,1991-10-13,7,22.233,SDG,@,RAM,L 24-30,,,1,13,13.00,0,,,0,0,,0,0,0
8,1991,1991-10-20,8,22.240,SDG,,CLE,L 24-30,,,2,24,12.00,0,,,0,0,,0,0,0
9,1991,1991-10-27,9,22.247,SDG,@,SEA,L 9-20,,,0,0,,0,,,0,0,,0,0,
10,1991,1991-11-10,10,22.261,SDG,,SEA,W 17-14,,,0,0,,0,,,0,0,,0,0,
11,1991,1991-11-17,11,22.268,SDG,,NOR,W 24-21,,,0,0,,0,,,0,0,,0,0,
12,1991,1991-11-24,12,22.275,SDG,@,NYJ,L 3-24,,,0,0,,0,,,0,0,,0,0,
13,1991,1991-12-01,13,22.282,SDG,,RAI,L 7-9,,,0,0,,0,,,0,0,,0,0,
14,1991,1991-12-08,14,22.289,SDG,@,KAN,L 17-20,,,0,0,,0,,,0,0,,0,0,
15,1991,1991-12-15,15,22.296,SDG,,MIA,W 38-30,,,1,29,29.00,0,,,0,0,,0,0,0
16,1991,1991-12-22,16,22.303,SDG,,DEN,L 14-17,,,0,0,,0,,,0,0,,0,0,
17,1992,1992-09-06,1,23.197,SDG,,KAN,L 10-24,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0
18,1992,1992-09-13,2,23.204,SDG,@,DEN,L 13-21,,6,3,25,8.33,0,50.0%,4.17,0,0,,0,0,0
19,1992,1992-09-20,3,23.211,SDG,,PIT,L 6-23,,6,4,45,11.25,0,66.7%,7.50,0,0,,0,0,0
20,1992,1992-09-27,4,23.218,SDG,@,HOU,L 0-27,,9,5,39,7.80,0,55.6%,4.33,0,0,,0,0,0
