ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1973,1973-09-24,2,21.352,NOR,@,DAL,L 3-40,,,,,,,,
2,1973,1973-09-30,3,21.358,NOR,@,BAL,L 10-14,,,,,,,,
3,1973,1973-10-07,4,22.000,NOR,,CHI,W 21-16,,,,,,,,
4,1973,1973-10-14,5,22.007,NOR,,DET,W 20-13,,,,,,,,
5,1973,1973-10-21,6,22.014,NOR,@,SFO,L 0-40,,,,,,,,
6,1973,1973-10-28,7,22.021,NOR,,WAS,W 19-3,,,,,,,,
7,1973,1973-11-04,8,22.028,NOR,,BUF,W 13-0,,,,,,,,
8,1973,1973-11-11,9,22.035,NOR,@,RAM,L 7-29,,,,,,,,
9,1973,1973-11-18,10,22.042,NOR,@,SDG,L 14-17,0,0,,0,0.0,1,0,0
10,1973,1973-11-25,11,22.049,NOR,,RAM,L 13-24,1,14,14.00,0,0.0,0,0,0
11,1973,1973-12-02,12,22.056,NOR,@,GNB,L 10-30,,,,,,,,
12,1973,1973-12-09,13,22.063,NOR,,SFO,W 16-10,,,,,,,,
13,1973,1973-12-16,14,22.070,NOR,@,ATL,L 10-14,,,,,,,,
14,1974,1974-09-15,1,22.343,NOR,,SFO,L 13-17,,,,,,,,
15,1974,1974-09-22,2,22.350,NOR,@,RAM,L 0-24,,,,,,,,
16,1974,1974-09-29,3,22.357,NOR,,ATL,W 14-13,,,,,,,,
17,1974,1974-10-06,4,22.364,NOR,@,CHI,L 10-24,,,,,,,,
18,1974,1974-10-13,5,23.006,NOR,@,DEN,L 17-33,,,,,,,,
19,1974,1974-10-20,6,23.013,NOR,@,ATL,W 13-3,,,,,,,,
20,1974,1974-10-27,7,23.020,NOR,,PHI,W 14-10,,,,,,,,
21,1974,1974-11-03,8,23.027,NOR,@,DET,L 14-19,,,,,,,,
22,1974,1974-11-10,9,23.034,NOR,,MIA,L 0-21,,,,,,,,
23,1974,1974-11-17,10,23.041,NOR,,RAM,W 20-7,,,,,,,,
24,1974,1974-11-25,11,23.049,NOR,,PIT,L 7-28,,,,,,,,
25,1974,1974-12-01,12,23.055,NOR,@,MIN,L 9-29,,,,,,,,
26,1974,1974-12-08,13,23.062,NOR,,STL,W 14-0,,,,,,,,
27,1974,1974-12-15,14,23.069,NOR,@,SFO,L 21-35,,,,,,,,
28,1975,1975-09-21,1,23.349,NOR,@,WAS,L 3-41,,,,,,,,
29,1975,1975-09-28,2,23.356,NOR,,CIN,L 0-21,,,,,,,,
30,1975,1975-10-05,3,23.363,NOR,@,ATL,L 7-14,,,,,,,,
31,1975,1975-10-12,4,24.005,NOR,,GNB,W 20-19,,,,,,,,
32,1975,1975-10-19,5,24.012,NOR,@,SFO,L 21-35,,,,,,,,
33,1975,1975-10-26,6,24.019,NOR,@,RAM,L 14-38,,,,,,,,
34,1975,1975-11-02,7,24.026,NOR,,ATL,W 23-7,,,,,,,,
35,1975,1975-11-09,8,24.033,NOR,@,OAK,L 10-48,,,,,,,,
36,1975,1975-11-16,9,24.040,NOR,,MIN,L 7-20,,,,,,,,
37,1975,1975-11-23,10,24.047,NOR,,SFO,L 6-16,,,,,,,,
38,1975,1975-11-30,11,24.054,NOR,@,CLE,L 16-17,,,,,,,,
39,1975,1975-12-07,12,24.061,NOR,,RAM,L 7-14,,,,,,,,
40,1975,1975-12-14,13,24.068,NOR,@,NYG,L 14-28,,,,,,,,
41,1975,1975-12-21,14,24.075,NOR,,CHI,L 17-42,,,,,,,,
42,1976,1976-09-12,1,24.341,NOR,,MIN,L 9-40,,,,,,,,
43,1976,1976-09-19,2,24.348,NOR,,DAL,L 6-24,,,,,,,,
44,1976,1976-09-26,3,24.355,NOR,@,KAN,W 27-17,,,,,,,,
45,1976,1976-10-03,4,24.362,NOR,,HOU,L 26-31,,,,,,,,
46,1976,1976-10-10,5,25.003,NOR,,ATL,W 30-0,,,,,,,,
47,1976,1976-10-17,6,25.010,NOR,@,SFO,L 3-33,,,,,,,,
48,1976,1976-10-24,7,25.017,NOR,,RAM,L 10-16,,,,,,,,
49,1976,1976-10-31,8,25.024,NOR,@,ATL,L 20-23,,,,,,,,
50,1976,1976-11-07,9,25.031,NOR,@,GNB,L 27-32,,,,,,,,
51,1976,1976-11-14,10,25.038,NOR,,DET,W 17-16,,,,,,,,
52,1976,1976-11-21,11,25.045,NOR,@,SEA,W 51-27,,,,,,,,
53,1976,1976-11-28,12,25.052,NOR,@,RAM,L 14-33,,,,,,,,
54,1976,1976-12-05,13,25.059,NOR,@,NWE,L 6-27,,,,,,,,
55,1976,1976-12-12,14,25.066,NOR,,SFO,L 7-27,,,,,,,,
56,1977,1977-09-18,1,25.346,NOR,,GNB,L 20-24,,,,,,,,
57,1977,1977-09-25,2,25.353,NOR,@,DET,L 19-23,,,,,,,,
58,1977,1977-10-02,3,25.360,NOR,@,CHI,W 42-24,,,,,,,,
59,1977,1977-10-09,4,26.002,NOR,,SDG,L 0-14,,,,,,,,
60,1977,1977-10-16,5,26.009,NOR,@,RAM,L 7-14,,,,,,,,
61,1977,1977-10-23,6,26.016,NOR,@,STL,L 31-49,,,,,,,,
62,1977,1977-10-30,7,26.023,NOR,,RAM,W 27-26,,,,,,,,
63,1977,1977-11-06,8,26.030,NOR,@,PHI,L 7-28,,,,,,,,
64,1977,1977-11-13,9,26.037,NOR,,SFO,L 7-10,,,,,,,,
65,1977,1977-11-20,10,26.044,NOR,,ATL,W 21-20,,,,,,,,
66,1978,1978-09-10,2,26.338,NOR,@,GNB,L 17-28,,,,,,,,
67,1978,1978-09-17,3,26.345,NOR,,PHI,L 17-24,,,,,,,,
68,1978,1978-09-24,4,26.352,NOR,@,CIN,W 20-18,,,,,,,,
69,1978,1978-10-01,5,26.359,NOR,,RAM,L 20-26,,,,,,,,
70,1978,1978-10-08,6,27.001,NOR,,CLE,L 16-24,,,,,,,,
71,1978,1978-10-15,7,27.008,NOR,@,SFO,W 14-7,,,,,,,,
72,1978,1978-10-22,8,27.015,NOR,@,RAM,W 10-3,,,,,,,,
73,1978,1978-10-29,9,27.022,NOR,,NYG,W 28-17,,,,,,,,
74,1978,1978-11-05,10,27.029,NOR,@,PIT,L 14-20,,,,,,,,
75,1978,1978-11-12,11,27.036,NOR,,ATL,L 17-20,,,,,,,,
76,1978,1978-11-19,12,27.043,NOR,@,DAL,L 7-27,,,,,,,,
77,1978,1978-11-26,13,27.050,NOR,@,ATL,L 17-20,,,,,,,,
78,1978,1978-12-03,14,27.057,NOR,,SFO,W 24-13,,,,,,,,
79,1978,1978-12-10,15,27.064,NOR,,HOU,L 12-17,,,,,,,,
80,1978,1978-12-17,16,27.071,NOR,@,TAM,W 17-10,,,,,,,,
81,1979,1979-09-02,1,27.330,NOR,,ATL,L 34-40,,,,,,,,
82,1979,1979-09-09,2,27.337,NOR,@,GNB,L 19-28,,,,,,,,
83,1979,1979-09-16,3,27.344,NOR,,PHI,L 14-26,,,,,,,,
84,1979,1979-09-23,4,27.351,NOR,@,SFO,W 30-21,,,,,,,,
85,1979,1979-09-30,5,27.358,NOR,,NYG,W 24-14,,,,,,,,
86,1979,1979-10-07,6,28.000,NOR,,RAM,L 17-35,,,,,,,,
87,1979,1979-10-14,7,28.007,NOR,@,TAM,W 42-14,,,,,,,,
88,1979,1979-10-21,8,28.014,NOR,,DET,W 17-7,,,,,,,,
89,1979,1979-10-28,9,28.021,NOR,@,WAS,W 14-10,,,,,,,,
90,1979,1979-11-04,10,28.028,NOR,@,DEN,L 3-10,,,,,,,,
91,1979,1979-11-11,11,28.035,NOR,,SFO,W 31-20,,,,,,,,
92,1979,1979-11-18,12,28.042,NOR,@,SEA,L 24-38,,,,,,,,
93,1979,1979-12-03,14,28.057,NOR,,OAK,L 35-42,,,,,,,,
94,1979,1979-12-09,15,28.063,NOR,,SDG,L 0-35,,,,,,,,
95,1979,1979-12-16,16,28.070,NOR,@,RAM,W 29-14,,,,,,,,
96,1980,1980-09-07,1,28.336,NOR,,SFO,L 23-26,,,,,,,,
97,1980,1980-09-14,2,28.343,NOR,@,CHI,L 3-22,,,,,,,,
98,1980,1980-09-21,3,28.350,NOR,,BUF,L 26-35,,,,,,,,
