ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2001,2001-09-09,1,23.140,IND,@,NYJ,W 45-24,,,,,
2,2001,2001-09-23,2,23.154,IND,,BUF,W 42-26,,,,,
3,2001,2001-09-30,3,23.161,IND,@,NWE,L 13-44,,,,,
4,2001,2001-10-14,4,23.175,IND,,OAK,L 18-23,,,,,
5,2001,2001-10-21,5,23.182,IND,,NWE,L 17-38,,,,,
6,2001,2001-10-25,6,23.186,IND,@,KAN,W 35-28,,,,,
7,2001,2001-11-04,7,23.196,IND,@,BUF,W 30-14,,,,,
8,2001,2001-11-11,8,23.203,IND,,MIA,L 24-27,,,,,
9,2001,2001-11-18,9,23.210,IND,@,NOR,L 20-34,,,,,
10,2001,2001-11-25,10,23.217,IND,,SFO,L 21-40,*,,,,
11,2001,2001-12-02,11,23.224,IND,@,BAL,L 27-39,,,,,
12,2001,2001-12-10,12,23.232,IND,@,MIA,L 6-41,,,,,
13,2001,2001-12-16,13,23.238,IND,,ATL,W 41-27,,,,,
14,2001,2001-12-23,14,23.245,IND,,NYJ,L 28-29,,,,,
15,2001,2001-12-30,15,23.252,IND,@,STL,L 17-42,,,,,
16,2001,2002-01-06,16,23.259,IND,,DEN,W 29-10,,,,,
17,2002,2002-09-08,1,24.139,IND,@,JAX,W 28-25,,,,,
18,2002,2002-09-15,2,24.146,IND,,MIA,L 13-21,,,,,
19,2002,2002-09-22,3,24.153,IND,@,HOU,W 23-3,,,,,
20,2002,2002-10-06,4,24.167,IND,,CIN,W 28-21,*,,,,
21,2002,2002-10-13,5,24.174,IND,,BAL,W 22-20,*,,,,
22,2002,2002-10-21,6,24.182,IND,@,PIT,L 10-28,*,,,,
23,2002,2002-10-27,7,24.188,IND,@,WAS,L 21-26,,,,,
24,2002,2002-11-03,8,24.195,IND,,TEN,L 15-23,,,,,
25,2002,2002-11-10,9,24.202,IND,@,PHI,W 35-13,,1,2,2.00,0
26,2002,2002-11-17,10,24.209,IND,,DAL,W 20-3,,,,,
27,2002,2002-11-24,11,24.216,IND,@,DEN,W 23-20,,,,,
28,2002,2002-12-01,12,24.223,IND,,HOU,W 19-3,*,,,,
29,2002,2002-12-08,13,24.230,IND,@,TEN,L 17-27,*,,,,
30,2002,2002-12-15,14,24.237,IND,@,CLE,W 28-23,*,,,,
31,2002,2002-12-29,16,24.251,IND,,JAX,W 20-13,,,,,
32,2003,2003-09-07,1,25.138,IND,@,CLE,W 9-6,,,,,
33,2003,2003-09-14,2,25.145,IND,,TEN,W 33-7,,,,,
34,2003,2003-09-21,3,25.152,IND,,JAX,W 23-13,,,,,
35,2003,2003-09-28,4,25.159,IND,@,NOR,W 55-21,,,,,
36,2003,2003-10-06,5,25.167,IND,@,TAM,W 38-35,,,,,
37,2003,2003-10-12,6,25.173,IND,,CAR,L 20-23,,,,,
38,2003,2003-10-26,7,25.187,IND,,HOU,W 30-21,,,,,
39,2003,2003-11-02,8,25.194,IND,@,MIA,W 23-17,,,,,
40,2003,2003-11-09,9,25.201,IND,@,JAX,L 23-28,,,,,
41,2003,2003-11-16,10,25.208,IND,,NYJ,W 38-31,,,,,
42,2003,2003-11-23,11,25.215,IND,@,BUF,W 17-14,,,,,
43,2003,2003-11-30,12,25.222,IND,,NWE,L 34-38,,,,,
44,2003,2003-12-07,13,25.229,IND,@,TEN,W 29-27,,,,,
45,2003,2003-12-14,14,25.236,IND,,ATL,W 38-7,,,,,
46,2003,2003-12-21,15,25.243,IND,,DEN,L 17-31,,,,,
47,2003,2003-12-28,16,25.250,IND,@,HOU,W 20-17,,,,,
48,2004,2004-11-07,8,26.199,WAS,@,DET,W 17-10,,,,,
49,2004,2004-11-14,9,26.206,WAS,,CIN,L 10-17,,,,,
50,2004,2004-11-21,10,26.213,WAS,@,PHI,L 6-28,,,,,
51,2004,2004-11-28,11,26.220,WAS,@,PIT,L 7-16,,,,,
52,2004,2004-12-05,12,26.227,WAS,,NYG,W 31-7,,,,,
53,2004,2004-12-12,13,26.234,WAS,,PHI,L 14-17,,,,,
