ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1964,1964-09-12,1,23.048,NYJ,,DEN,W 30-6,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
2,1964,1964-09-27,2,23.063,NYJ,@,BOS,L 10-26,,1,2,50.00,21,0,1,47.9,0,0,10.50,-12.00,0,0,,0
3,1964,1964-10-10,4,23.076,NYJ,,OAK,W 35-13,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,2,3,1.50,0
4,1964,1964-10-31,7,23.097,NYJ,,BOS,W 35-14,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,0,0.00,0
5,1964,1964-11-15,9,23.112,NYJ,@,DEN,L 16-20,,5,21,23.81,67,1,1,36.4,0,0,3.19,2.00,3,28,9.33,0
6,1964,1964-12-06,12,23.133,NYJ,@,SDG,L 3-38,,7,16,43.75,69,0,1,30.5,0,0,4.31,1.50,0,0,,0
7,1964,1964-12-13,13,23.140,NYJ,@,HOU,L 17-33,*,7,15,46.67,145,1,2,63.9,0,0,9.67,5.00,3,14,4.67,0
8,1964,1964-12-20,14,23.147,NYJ,@,KAN,L 7-24,,3,15,20.00,39,0,0,39.6,0,0,2.60,2.60,0,0,,0
9,1965,1965-09-12,1,24.048,NYJ,@,HOU,L 21-27,*,4,21,19.05,58,1,1,35.6,0,0,2.76,1.57,3,2,0.67,0
10,1965,1965-09-18,2,24.054,NYJ,,KAN,L 10-14,*,4,12,33.33,24,0,0,42.4,0,0,2.00,2.00,0,0,,0
11,1965,1965-10-16,5,24.082,NYJ,,OAK,T 24-24,,4,10,40.00,65,1,0,95.8,0,0,6.50,8.50,1,0,0.00,0
12,1965,1965-10-23,6,24.089,NYJ,,SDG,L 9-34,*,17,34,50.00,205,0,0,68.9,0,0,6.03,6.03,3,2,0.67,0
13,1965,1965-10-31,7,24.097,NYJ,,DEN,W 45-10,*,4,12,33.33,40,1,2,31.9,0,0,3.33,-2.50,0,0,,0
14,1965,1965-11-07,8,24.104,NYJ,@,KAN,W 13-10,*,9,17,52.94,107,0,2,32.8,0,0,6.29,1.00,0,0,,0
15,1965,1965-11-21,10,24.118,NYJ,,HOU,W 41-14,,1,6,16.67,17,0,1,0.0,0,0,2.83,-4.67,0,0,,0
16,1965,1965-12-04,12,24.131,NYJ,@,SDG,L 7-38,,1,5,20.00,6,0,0,39.6,0,0,1.20,1.20,0,0,,0
17,1965,1965-12-12,13,24.139,NYJ,@,OAK,L 14-24,,1,2,50.00,9,0,1,22.9,0,0,4.50,-18.00,0,0,,0
18,1966,1966-09-09,1,25.045,NYJ,@,MIA,W 19-14,*,4,17,23.53,61,1,1,37.1,0,0,3.59,2.12,0,0,,0
19,1966,1966-09-18,2,25.054,NYJ,,HOU,W 52-13,,6,7,85.71,57,1,0,140.2,0,0,8.14,11.00,0,0,,0
20,1966,1966-10-16,6,25.082,NYJ,@,HOU,L 0-24,,5,7,71.43,20,0,0,74.1,0,0,2.86,2.86,0,0,,0
21,1966,1966-11-20,10,25.117,NYJ,,MIA,W 30-13,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
22,1966,1966-12-11,13,25.138,NYJ,@,SDG,L 27-42,,4,9,44.44,39,0,1,17.6,0,0,4.33,-0.67,0,0,,0
23,1967,1967-10-22,6,26.088,NYJ,@,MIA,W 33-14,,2,6,33.33,24,1,0,86.1,0,0,4.00,7.33,2,20,10.00,0
24,1967,1967-11-05,8,26.102,NYJ,@,KAN,L 18-42,,8,12,66.67,59,0,0,78.1,0,0,4.92,4.92,0,0,,0
25,1967,1967-12-03,11,26.130,NYJ,,DEN,L 24-33,,1,2,50.00,13,0,1,31.2,0,0,6.50,-16.00,0,0,,0
26,1968,1968-09-08,1,27.044,BOS,@,BUF,W 16-7,*,5,13,38.46,60,0,1,21.3,0,0,4.62,1.15,0,0,,0
