ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2006,2006-11-26,11,24.004,CIN,@,CLE,W 30-0,,,,,
2,2006,2006-11-30,12,24.008,CIN,,BAL,W 13-7,,,,,
3,2006,2006-12-10,13,24.018,CIN,,OAK,W 27-10,,,,,
4,2007,2007-09-09,1,24.291,ATL,@,MIN,L 3-24,,,,,
5,2007,2007-09-16,2,24.298,ATL,@,JAX,L 7-13,,,,,
6,2007,2007-09-23,3,24.305,ATL,,CAR,L 20-27,,,,,
7,2007,2007-09-30,4,24.312,ATL,,HOU,W 26-16,,,,,
8,2007,2007-10-07,5,24.319,ATL,@,TEN,L 13-20,,,,,
9,2007,2007-10-15,6,24.327,ATL,,NYG,L 10-31,,,,,
10,2007,2007-10-21,7,24.333,ATL,@,NOR,L 16-22,,,,,
11,2007,2007-11-04,8,24.347,ATL,,SFO,W 20-16,,,,,
12,2007,2007-11-11,9,24.354,ATL,@,CAR,W 20-13,,,,,
13,2007,2007-11-18,10,24.361,ATL,,TAM,L 7-31,,,,,
14,2007,2007-11-22,11,25.000,ATL,,IND,L 13-31,,,,,
15,2007,2007-12-02,12,25.010,ATL,@,STL,L 16-28,,,,,
16,2007,2007-12-10,13,25.018,ATL,,NOR,L 14-34,,,,,
17,2007,2007-12-16,14,25.024,ATL,@,TAM,L 3-37,,,,,
18,2007,2007-12-23,15,25.031,ATL,@,ARI,L 27-30,,,,,
19,2007,2007-12-30,16,25.038,ATL,,SEA,W 44-41,,,,,
20,2008,2008-09-07,1,25.290,ATL,,DET,W 34-21,,1,10,10.00,0
21,2008,2008-09-14,2,25.297,ATL,@,TAM,L 9-24,,,,,
22,2008,2008-09-21,3,25.304,ATL,,KAN,W 38-14,,,,,
23,2008,2008-09-28,4,25.311,ATL,@,CAR,L 9-24,,,,,
24,2008,2008-10-05,5,25.318,ATL,@,GNB,W 27-24,,,,,
25,2008,2008-10-12,6,25.325,ATL,,CHI,W 22-20,,,,,
26,2008,2008-10-26,7,25.339,ATL,@,PHI,L 14-27,,,,,
27,2008,2008-11-02,8,25.346,ATL,@,OAK,W 24-0,,,,,
28,2008,2008-11-09,9,25.353,ATL,,NOR,W 34-20,,,,,
29,2008,2008-11-16,10,25.360,ATL,,DEN,L 20-24,,,,,
30,2008,2008-12-14,14,26.022,ATL,,TAM,W 13-10,,,,,
31,2008,2008-12-21,15,26.029,ATL,@,MIN,W 24-17,,,,,
32,2008,2008-12-28,16,26.036,ATL,,STL,W 31-27,,,,,
