ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-17,1,23.104,WAS,@,BAL,W 38-14,11,33,3.00,0,1,56,56.00,1
2,1950,1950-09-24,2,23.111,WAS,@,GNB,L 21-35,8,102,12.75,1,2,14,7.00,0
3,1950,1950-10-01,3,23.118,WAS,,PIT,L 7-26,7,28,4.00,0,0,0,,0
4,1950,1950-10-08,4,23.125,WAS,,NYG,L 17-21,14,44,3.14,0,0,0,,0
5,1950,1950-10-22,5,23.139,WAS,,CRD,L 28-38,12,47,3.92,1,0,0,,0
6,1950,1950-10-29,6,23.146,WAS,@,PHI,L 3-35,8,16,2.00,0,3,30,10.00,0
7,1950,1950-11-05,7,23.153,WAS,@,NYG,L 21-24,15,54,3.60,1,2,15,7.50,0
8,1950,1950-11-12,8,23.160,WAS,,PHI,L 0-33,3,15,5.00,0,0,0,,0
9,1950,1950-11-19,9,23.167,WAS,@,CLE,L 14-20,12,20,1.67,1,5,24,4.80,0
10,1950,1950-11-26,10,23.174,WAS,,BAL,W 38-28,13,64,4.92,0,1,3,3.00,0
11,1950,1950-12-03,11,23.181,WAS,@,PIT,W 24-7,15,56,3.73,1,2,0,0.00,0
12,1950,1950-12-10,12,23.188,WAS,,CLE,L 21-45,18,81,4.50,0,0,0,,0
13,1951,1951-09-30,1,24.117,WAS,@,DET,L 17-35,15,62,4.13,0,0,0,,0
14,1951,1951-10-07,2,24.124,WAS,,NYG,L 14-35,9,17,1.89,0,0,0,,0
15,1951,1951-10-14,3,24.131,WAS,@,CLE,L 0-45,6,17,2.83,0,1,13,13.00,0
16,1951,1951-10-21,4,24.138,WAS,,CRD,W 7-3,18,104,5.78,0,0,0,,0
17,1951,1951-10-28,5,24.145,WAS,@,PHI,W 27-23,27,123,4.56,1,0,0,,0
18,1951,1951-11-04,6,24.152,WAS,,CHI,L 0-27,10,31,3.10,0,0,0,,0
19,1951,1951-11-11,7,24.159,WAS,@,NYG,L 14-28,17,26,1.53,1,0,0,,0
20,1951,1951-11-18,8,24.166,WAS,@,PIT,W 22-7,22,108,4.91,2,0,0,,0
21,1951,1951-11-25,9,24.173,WAS,,RAM,W 31-21,23,148,6.43,2,0,0,,0
22,1951,1951-12-02,10,24.180,WAS,,PHI,L 21-35,16,100,6.25,2,0,0,,0
23,1951,1951-12-09,11,24.187,WAS,@,CRD,W 20-17,23,108,4.70,1,0,0,,0
24,1951,1951-12-16,12,24.194,WAS,,PIT,L 10-20,22,107,4.86,0,0,0,,0
25,1954,1954-09-26,1,27.113,WAS,@,SFO,L 7-41,10,6,0.60,0,0,0,,0
26,1954,1954-10-02,2,27.119,WAS,@,PIT,L 7-37,15,64,4.27,0,1,2,2.00,0
27,1954,1954-10-10,3,27.127,WAS,,NYG,L 21-51,9,35,3.89,0,0,0,,0
28,1954,1954-10-17,4,27.134,WAS,,PHI,L 21-49,8,29,3.63,0,1,-6,-6.00,0
29,1954,1954-10-24,5,27.141,WAS,@,NYG,L 7-24,13,28,2.15,0,0,0,,0
30,1954,1954-10-31,6,27.148,WAS,,BAL,W 24-21,8,26,3.25,0,0,0,,0
31,1954,1954-11-07,7,27.155,WAS,@,CLE,L 3-62,3,4,1.33,0,0,0,,0
32,1954,1954-11-14,8,27.162,WAS,,PIT,W 17-14,7,88,12.57,0,0,0,,0
33,1954,1954-11-21,9,27.169,WAS,@,CRD,L 16-38,3,19,6.33,0,2,8,4.00,0
34,1954,1954-11-28,10,27.176,WAS,@,PHI,L 33-41,3,18,6.00,0,0,0,,0
35,1954,1954-12-05,11,27.183,WAS,,CLE,L 14-34,9,47,5.22,0,0,0,,0
36,1954,1954-12-12,12,27.190,WAS,,CRD,W 37-20,20,98,4.90,0,0,0,,0
37,1955,1955-10-09,3,28.126,WAS,,CRD,L 10-24,1,3,3.00,0,1,15,15.00,0
38,1955,1955-10-16,4,28.133,WAS,,CLE,L 14-24,6,20,3.33,0,0,0,,0
39,1955,1955-10-23,5,28.140,PHI,@,CRD,T 24-24,4,6,1.50,0,0,0,,0
40,1955,1955-10-30,6,28.147,PHI,,PIT,W 24-0,16,43,2.69,0,2,11,5.50,0
41,1955,1955-11-06,7,28.154,PHI,@,WAS,L 21-34,5,3,0.60,0,1,10,10.00,0
42,1955,1955-11-13,8,28.161,PHI,,CLE,W 33-17,8,60,7.50,0,0,0,,0
43,1955,1955-11-20,9,28.168,PHI,@,NYG,L 7-31,6,5,0.83,0,3,10,3.33,0
44,1955,1955-11-27,10,28.175,PHI,,RAM,L 21-23,7,47,6.71,0,0,0,,0
45,1955,1955-12-04,11,28.182,PHI,,CRD,W 27-3,17,61,3.59,0,3,56,18.67,0
46,1955,1955-12-11,12,28.189,PHI,@,CHI,L 10-17,13,49,3.77,0,1,50,50.00,0
