ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-09-07,1,24.016,MIN,@,STL,W 34-6,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
2,2014,2014-09-14,2,24.023,MIN,,NWE,L 7-30,,2,0,0,,0,0.0%,0.00,0,0,,0,1,12,12.00,0,0,0,,0,0,0,0.0,0,0
3,2014,2014-09-21,3,24.030,MIN,@,NOR,L 9-20,*,,,,,,0.0%,,,,,,,,,,,,,,,,,,
4,2014,2014-09-28,4,24.037,MIN,,ATL,W 41-28,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
5,2014,2014-10-02,5,24.041,MIN,@,GNB,L 10-42,,5,4,57,14.25,0,80.0%,11.40,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0
6,2014,2014-10-12,6,24.051,MIN,,DET,L 3-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,1
7,2014,2014-10-19,7,24.058,MIN,@,BUF,L 16-17,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,1
8,2014,2014-10-26,8,24.065,MIN,@,TAM,W 19-13,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
9,2014,2014-11-02,9,24.072,MIN,,WAS,W 29-26,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0
10,2014,2014-11-16,10,24.086,MIN,@,CHI,L 13-21,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,1
11,2014,2014-11-23,11,24.093,MIN,,GNB,L 21-24,,0,0,0,,0,0.0%,,0,0,,0,1,21,21.00,0,0,0,,0,0,0,0.0,0,0
12,2014,2014-11-30,12,24.100,MIN,,CAR,W 31-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0
13,2014,2014-12-07,13,24.107,MIN,,NYJ,W 30-24,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
14,2014,2014-12-14,14,24.114,MIN,@,DET,L 14-16,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0
15,2014,2014-12-21,15,24.121,MIN,@,MIA,L 35-37,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
16,2014,2014-12-28,16,24.128,MIN,,CHI,W 13-9,,3,3,68,22.67,1,100.0%,22.67,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,2,0
17,2015,2015-09-14,1,25.023,MIN,@,SFO,L 3-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
18,2015,2015-09-20,2,25.029,MIN,,DET,W 26-16,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
19,2015,2015-09-27,3,25.036,MIN,,SDG,W 31-14,,4,2,16,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
20,2015,2015-10-04,4,25.043,MIN,@,DEN,L 20-23,,8,6,70,11.67,0,75.0%,8.75,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
21,2015,2015-10-18,5,25.057,MIN,,KAN,W 16-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
22,2015,2015-10-25,6,25.064,MIN,@,DET,W 28-19,,2,1,30,30.00,0,50.0%,15.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
23,2015,2015-11-01,7,25.071,MIN,@,CHI,W 23-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
24,2015,2015-11-08,8,25.078,MIN,,STL,W 21-18,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
25,2015,2015-11-15,9,25.085,MIN,@,OAK,W 30-14,,0,0,0,,0,0.0%,,1,14,14.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
26,2015,2015-11-22,10,25.092,MIN,,GNB,L 13-30,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
27,2015,2015-11-29,11,25.099,MIN,@,ATL,W 20-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
28,2015,2015-12-06,12,25.106,MIN,,SEA,L 7-38,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
