ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
19,1996,1996-09-15,3,23.211,ARI,@,NWE,L 0-31,,7,2,10,5.00,0,28.6%,1.43,0,0,,0,0,0,,0,0,0,,,0,,,0,0
20,1996,1996-09-22,4,23.218,ARI,@,NOR,W 28-14,,6,2,35,17.50,0,33.3%,5.83,1,1,1.00,0,0,0,,0,0,0,,,0,,,0,0
21,1996,1996-09-29,5,23.225,ARI,,STL,W 31-28,,7,4,47,11.75,1,57.1%,6.71,0,0,,0,0,0,,0,0,0,,,0,,,1,6
22,1996,1996-10-13,6,23.239,ARI,@,DAL,L 3-17,,6,2,17,8.50,0,33.3%,2.83,0,0,,0,0,0,,0,0,0,,,0,,,0,0
23,1996,1996-10-20,7,23.246,ARI,,TAM,W 13-9,,5,4,40,10.00,0,80.0%,8.00,0,0,,0,0,0,,0,0,0,,,0,,,0,0
24,1996,1996-10-27,8,23.253,ARI,,NYJ,L 21-31,,5,1,19,19.00,0,20.0%,3.80,0,0,,0,0,0,,0,0,0,,,0,,,0,0
25,1996,1996-11-03,9,23.260,ARI,@,NYG,L 8-16,,12,5,61,12.20,1,41.7%,5.08,0,0,,0,0,0,,0,0,0,,,0,,,1,6
26,1996,1996-11-10,10,23.267,ARI,@,WAS,W 37-34,,10,6,79,13.17,0,60.0%,7.90,0,0,,0,0,0,,0,0,0,,,0,,,0,0
27,1996,1996-11-17,11,23.274,ARI,,NYG,W 31-23,,7,5,49,9.80,1,71.4%,7.00,0,0,,0,0,0,,0,0,0,,,0,,,1,6
28,1996,1996-11-24,12,23.281,ARI,,PHI,W 36-30,,11,6,90,15.00,0,54.5%,8.18,0,0,,0,0,0,,0,0,0,,,0,,,0,0
29,1996,1996-12-01,13,23.288,ARI,@,MIN,L 17-41,,5,3,26,8.67,0,60.0%,5.20,0,0,,0,0,0,,0,0,0,,,0,,,0,0
30,1996,1996-12-08,14,23.295,ARI,,DAL,L 6-10,,10,5,75,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0,,,0,,,0,0
31,1996,1996-12-15,15,23.302,ARI,,WAS,W 27-26,,7,6,82,13.67,1,85.7%,11.71,0,0,,0,0,0,,0,0,0,,,0,,,1,6
32,1996,1996-12-22,16,23.309,ARI,@,PHI,L 19-29,,8,3,30,10.00,0,37.5%,3.75,1,-5,-5.00,0,0,0,,0,0,0,,,0,,,0,0
33,1997,1997-08-31,1,24.195,ARI,@,CIN,L 21-24,,6,6,105,17.50,0,100.0%,17.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
34,1997,1997-09-07,2,24.202,ARI,,DAL,W 25-22,,12,7,44,6.29,1,58.3%,3.67,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
35,1997,1997-09-14,3,24.209,ARI,@,WAS,L 13-19,,9,4,32,8.00,0,44.4%,3.56,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
36,1997,1997-09-28,4,24.223,ARI,@,TAM,L 18-19,,10,5,60,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
37,1997,1997-10-05,5,24.230,ARI,,MIN,L 19-20,,14,7,99,14.14,0,50.0%,7.07,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
38,1997,1997-10-12,6,24.237,ARI,,NYG,L 13-27,,15,6,59,9.83,0,40.0%,3.93,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
39,1997,1997-10-19,7,24.244,ARI,@,PHI,L 10-13,,5,1,8,8.00,0,20.0%,1.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
40,1997,1997-10-26,8,24.251,ARI,,TEN,L 14-41,,11,10,98,9.80,0,90.9%,8.91,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
41,1997,1997-11-02,9,24.258,ARI,,PHI,W 31-21,,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
42,1997,1997-11-09,10,24.265,ARI,@,DAL,L 6-24,,5,2,7,3.50,0,40.0%,1.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
43,1997,1997-11-16,11,24.272,ARI,@,NYG,L 10-19,,12,9,188,20.89,1,75.0%,15.67,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
44,1997,1997-11-23,12,24.279,ARI,@,BAL,W 16-13,,6,2,13,6.50,1,33.3%,2.17,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
45,1997,1997-11-30,13,24.286,ARI,,PIT,L 20-26,,5,4,71,17.75,1,80.0%,14.20,0,0,,0,1,1,100.00,26,0,0,118.7,0,0,26.00,26.00,1,6
46,1997,1997-12-07,14,24.293,ARI,,WAS,L 28-38,,9,3,87,29.00,0,33.3%,9.67,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0
47,1997,1997-12-14,15,24.300,ARI,@,NOR,L 10-27,,9,4,55,13.75,0,44.4%,6.11,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
48,1997,1997-12-21,16,24.307,ARI,,ATL,W 29-26,,12,4,82,20.50,0,33.3%,6.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
49,1998,1998-09-06,1,25.201,ARI,@,DAL,L 10-38,,11,4,33,8.25,0,36.4%,3.00,0,0,,0,0,0,,0,0,0,,,0,,,0,0
50,1998,1998-09-13,2,25.208,ARI,@,SEA,L 14-33,,9,4,43,10.75,0,44.4%,4.78,0,0,,0,0,0,,0,0,0,,,0,,,0,0
51,1998,1998-09-20,3,25.215,ARI,,PHI,W 17-3,,4,2,14,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,,0,,,0,0
52,1998,1998-09-27,4,25.222,ARI,@,STL,W 20-17,,13,9,86,9.56,1,69.2%,6.62,0,0,,0,0,0,,0,0,0,,,0,,,1,6
53,1998,1998-10-04,5,25.229,ARI,,OAK,L 20-23,,14,10,118,11.80,0,71.4%,8.43,0,0,,0,0,0,,0,0,0,,,0,,,0,0
54,1998,1998-10-11,6,25.236,ARI,,CHI,W 20-7,,5,4,32,8.00,0,80.0%,6.40,1,7,7.00,0,0,0,,0,0,0,,,0,,,0,0
55,1998,1998-10-18,7,25.243,ARI,@,NYG,L 7-34,,7,4,42,10.50,0,57.1%,6.00,0,0,,0,0,0,,0,0,0,,,0,,,0,0
56,1998,1998-11-01,8,25.257,ARI,@,DET,W 17-15,,5,2,21,10.50,1,40.0%,4.20,0,0,,0,0,0,,0,0,0,,,0,,,1,6
57,1998,1998-11-08,9,25.264,ARI,,WAS,W 29-27,,7,5,50,10.00,0,71.4%,7.14,1,5,5.00,0,0,0,,0,0,0,,,0,,,0,0
58,1998,1998-11-15,10,25.271,ARI,,DAL,L 28-35,,15,11,190,17.27,1,73.3%,12.67,1,-13,-13.00,0,0,0,,0,0,0,,,0,,,1,6
59,1998,1998-11-22,11,25.278,ARI,@,WAS,W 45-42,,4,3,83,27.67,0,75.0%,20.75,0,0,,0,0,0,,0,0,0,,,0,,,0,0
60,1998,1998-11-29,12,25.285,ARI,@,KAN,L 24-34,,13,6,100,16.67,0,46.2%,7.69,0,0,,0,0,0,,0,0,0,,,0,,,0,0
61,1998,1998-12-06,13,25.292,ARI,,NYG,L 19-23,,8,5,62,12.40,0,62.5%,7.75,0,0,,0,0,0,,0,0,0,,,0,,,0,0
62,1998,1998-12-13,14,25.299,ARI,@,PHI,W 20-17,,4,2,27,13.50,0,50.0%,6.75,0,0,,0,0,0,,0,0,0,,,0,,,0,0
63,1998,1998-12-20,15,25.306,ARI,,NOR,W 19-17,,14,10,138,13.80,0,71.4%,9.86,1,1,1.00,0,0,0,,0,0,0,,,0,,,0,0
64,1998,1998-12-27,16,25.313,ARI,,SDG,W 16-13,,11,8,106,13.25,0,72.7%,9.64,0,0,,0,0,0,,0,0,0,,,0,,,0,0
65,1999,1999-09-12,1,26.207,ARI,@,PHI,W 25-24,*,16,5,50,10.00,0,31.3%,3.13,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
66,1999,1999-09-19,2,26.214,ARI,@,MIA,L 16-19,*,11,7,76,10.86,0,63.6%,6.91,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
67,1999,1999-09-27,3,26.222,ARI,,SFO,L 10-24,*,9,7,74,10.57,0,77.8%,8.22,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
68,1999,1999-10-03,4,26.228,ARI,@,DAL,L 7-35,*,11,2,42,21.00,0,18.2%,3.82,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
69,1999,1999-10-10,5,26.235,ARI,,NYG,W 14-3,*,8,5,37,7.40,0,62.5%,4.63,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
70,1999,1999-10-17,6,26.242,ARI,,WAS,L 10-24,*,8,3,68,22.67,0,37.5%,8.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
71,1999,1999-10-31,7,26.256,ARI,,NWE,L 3-27,*,12,4,34,8.50,0,33.3%,2.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
72,1999,1999-11-07,8,26.263,ARI,@,NYJ,L 7-12,*,8,5,44,8.80,0,62.5%,5.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
73,1999,1999-11-14,9,26.270,ARI,,DET,W 23-19,*,10,5,86,17.20,0,50.0%,8.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
74,1999,1999-11-21,10,26.277,ARI,,DAL,W 13-9,*,3,3,17,5.67,0,100.0%,5.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
75,1999,1999-11-28,11,26.284,ARI,@,NYG,W 34-24,*,8,6,73,12.17,0,75.0%,9.13,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
76,1999,1999-12-05,12,26.291,ARI,,PHI,W 21-17,*,9,6,72,12.00,0,66.7%,8.00,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0
77,1999,1999-12-12,13,26.298,ARI,@,WAS,L 3-28,*,4,,,,,0.0%,,,,,,,,,,,,,,,,,,
78,1999,1999-12-19,14,26.305,ARI,,BUF,L 21-31,*,12,5,57,11.40,0,41.7%,4.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
79,1999,1999-12-26,15,26.312,ARI,@,ATL,L 14-37,*,4,3,106,35.33,0,75.0%,26.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
80,1999,2000-01-02,16,26.319,ARI,@,GNB,L 24-49,*,20,13,118,9.08,1,65.0%,5.90,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
81,2000,2000-09-03,1,27.199,ARI,@,NYG,L 16-21,,13,5,78,15.60,0,38.5%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
82,2000,2000-09-10,2,27.206,ARI,,DAL,W 32-31,*,7,4,56,14.00,2,57.1%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,2,12
83,2000,2000-09-24,3,27.220,ARI,,GNB,L 3-29,*,11,7,60,8.57,0,63.6%,5.45,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
84,2000,2000-10-01,4,27.227,ARI,@,SFO,L 20-27,*,4,2,10,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
85,2000,2000-10-08,5,27.234,ARI,,CLE,W 29-21,*,10,4,76,19.00,2,40.0%,7.60,0,0,,0,0,0,,0,0,0,,0,0,,,2,12
86,2000,2000-10-15,6,27.241,ARI,,PHI,L 14-33,*,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
87,2000,2000-10-22,7,27.248,ARI,@,DAL,L 7-48,*,6,2,14,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
88,2000,2000-10-29,8,27.255,ARI,,NOR,L 10-21,*,4,2,54,27.00,0,50.0%,13.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
89,2000,2000-11-05,9,27.262,ARI,,WAS,W 16-15,*,4,1,9,9.00,0,25.0%,2.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
90,2000,2000-11-12,10,27.269,ARI,@,MIN,L 14-31,*,8,5,82,16.40,0,62.5%,10.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
91,2000,2000-11-19,11,27.276,ARI,@,PHI,L 9-34,,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
92,2000,2000-11-26,12,27.283,ARI,,NYG,L 7-31,*,9,3,44,14.67,0,33.3%,4.89,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
93,2000,2000-12-03,13,27.290,ARI,@,CIN,L 13-24,,11,3,21,7.00,0,27.3%,1.91,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
94,2000,2000-12-10,14,27.297,ARI,@,JAX,L 10-44,*,6,4,90,22.50,1,66.7%,15.00,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
95,2000,2000-12-17,15,27.304,ARI,,BAL,L 7-13,,9,5,76,15.20,1,55.6%,8.44,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
96,2000,2000-12-24,16,27.311,ARI,@,WAS,L 3-20,,11,4,47,11.75,0,36.4%,4.27,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
97,2001,2001-09-23,1,28.218,ARI,,DEN,L 17-38,*,7,4,28,7.00,0,57.1%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
98,2001,2001-09-30,2,28.225,ARI,,ATL,L 14-34,*,5,4,96,24.00,0,80.0%,19.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
99,2001,2001-10-07,3,28.232,ARI,@,PHI,W 21-20,*,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
100,2001,2001-10-14,4,28.239,ARI,@,CHI,L 13-20,*,6,3,47,15.67,1,50.0%,7.83,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
101,2001,2001-10-21,5,28.246,ARI,,KAN,W 24-16,*,5,2,18,9.00,0,40.0%,3.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
102,2001,2001-10-28,6,28.253,ARI,@,DAL,L 3-17,*,9,5,56,11.20,0,55.6%,6.22,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
103,2001,2001-11-04,7,28.260,ARI,,PHI,L 7-21,*,12,6,87,14.50,0,50.0%,7.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
104,2001,2001-11-11,8,28.267,ARI,,NYG,L 10-17,*,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
105,2001,2001-11-18,9,28.274,ARI,,DET,W 45-38,*,8,7,127,18.14,1,87.5%,15.88,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
106,2001,2001-11-25,10,28.281,ARI,@,SDG,W 20-17,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,
107,2001,2001-12-09,12,28.295,ARI,,WAS,L 10-20,,5,2,23,11.50,0,40.0%,4.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
108,2001,2001-12-15,13,28.301,ARI,@,NYG,L 13-17,*,6,2,19,9.50,0,33.3%,3.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
109,2001,2001-12-23,14,28.309,ARI,,DAL,W 17-10,*,3,2,69,34.50,0,66.7%,23.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
110,2001,2001-12-30,15,28.316,ARI,@,CAR,W 30-7,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0
111,2001,2002-01-06,16,28.323,ARI,@,WAS,L 17-20,*,4,2,39,19.50,0,50.0%,9.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
112,2002,2002-09-08,1,29.203,ARI,@,WAS,L 23-31,*,1,0,0,,0,0.0%,0.00,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0
113,2002,2002-09-15,2,29.210,ARI,@,SEA,W 24-13,*,3,1,4,4.00,1,33.3%,1.33,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
114,2002,2002-09-22,3,29.217,ARI,,SDG,L 15-23,*,5,2,11,5.50,0,40.0%,2.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
115,2002,2002-09-29,4,29.224,ARI,,NYG,W 21-7,*,5,3,28,9.33,0,60.0%,5.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
116,2002,2002-10-06,5,29.231,ARI,@,CAR,W 16-13,*,6,4,70,17.50,0,66.7%,11.67,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0
117,2002,2002-10-20,6,29.245,ARI,,DAL,W 9-6,*,7,4,27,6.75,0,57.1%,3.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
118,2002,2002-10-27,7,29.252,ARI,@,SFO,L 28-38,*,7,6,76,12.67,0,85.7%,10.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
119,2002,2002-11-03,8,29.259,ARI,,STL,L 14-27,*,8,6,67,11.17,1,75.0%,8.38,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
120,2002,2002-11-10,9,29.266,ARI,,SEA,L 6-27,*,8,5,62,12.40,0,62.5%,7.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
121,2002,2002-11-17,10,29.273,ARI,@,PHI,L 14-38,*,2,,,,,0.0%,,,,,,,,,,,,,,,,,,
122,2002,2002-11-24,11,29.280,ARI,,OAK,L 20-41,*,6,3,55,18.33,0,50.0%,9.17,1,-8,-8.00,0,0,0,,0,0,0,,0,0,,,0,0
123,2002,2002-12-01,12,29.287,ARI,@,KAN,L 0-49,*,,,,,,0.0%,,,,,,,,,,,,,,,,,,
124,2003,2003-09-14,2,30.209,BAL,,CLE,W 33-13,,3,1,25,25.00,0,33.3%,8.33,0,0,,0,0,0,,0,0,0,,,,,,0,0
125,2003,2003-09-21,3,30.216,BAL,@,SDG,W 24-10,,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,0,,,,,,0,0
126,2003,2003-09-28,4,30.223,BAL,,KAN,L 10-17,,2,,,,,0.0%,,,,,,,,,,,,,,,,,,
127,2003,2003-10-12,5,30.237,BAL,@,ARI,W 26-18,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,,,,,0,0
128,2003,2003-10-19,6,30.244,BAL,@,CIN,L 26-34,,5,1,8,8.00,0,20.0%,1.60,0,0,,0,0,0,,0,0,0,,,,,,0,0
129,2003,2003-10-26,7,30.251,BAL,,DEN,W 26-6,,4,3,21,7.00,0,75.0%,5.25,0,0,,0,0,0,,0,0,0,,,,,,0,0
130,2003,2003-11-02,8,30.258,BAL,,JAX,W 24-17,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,
131,2003,2003-11-09,9,30.265,BAL,@,STL,L 22-33,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
132,2003,2003-11-23,11,30.279,BAL,,SEA,W 44-41,,3,3,66,22.00,0,100.0%,22.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
133,2003,2003-11-30,12,30.286,BAL,,SFO,W 44-6,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
134,2003,2003-12-07,13,30.293,BAL,,CIN,W 31-13,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
135,2003,2003-12-14,14,30.300,BAL,@,OAK,L 12-20,,5,2,13,6.50,0,40.0%,2.60,0,0,,0,0,0,,0,0,0,,,,,,0,0
136,2003,2003-12-21,15,30.307,BAL,@,CLE,W 35-0,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
