ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1954,1954-09-26,1,25.026,NYG,@,CRD,W 41-10,3,40,13.33,1
2,1954,1954-10-02,2,25.032,NYG,@,BAL,L 14-20,1,8,8.00,0
3,1954,1954-10-10,3,25.040,NYG,@,WAS,W 51-21,1,23,23.00,1
4,1954,1954-10-17,4,25.047,NYG,,CRD,W 31-17,5,73,14.60,2
5,1954,1954-10-31,6,25.061,NYG,@,CLE,L 14-24,1,16,16.00,0
6,1954,1954-11-07,7,25.068,NYG,@,PIT,W 30-6,3,44,14.67,1
7,1954,1954-11-14,8,25.075,NYG,,PHI,W 27-14,4,85,21.25,1
8,1954,1954-11-21,9,25.082,NYG,,RAM,L 16-17,2,20,10.00,0
9,1954,1954-12-05,11,25.096,NYG,,PIT,W 24-3,2,57,28.50,1
10,1954,1954-12-12,12,25.103,NYG,@,PHI,L 14-29,2,72,36.00,1
11,1955,1955-09-24,1,26.024,NYG,@,PHI,L 17-27,1,1,1.00,0
12,1955,1955-10-30,6,26.060,NYG,,WAS,W 35-7,1,8,8.00,0
13,1955,1955-11-06,7,26.067,NYG,@,CLE,L 14-24,2,30,15.00,0
14,1955,1955-11-13,8,26.074,NYG,,BAL,W 17-7,1,28,28.00,1
15,1955,1955-11-20,9,26.081,NYG,,PHI,W 31-7,3,55,18.33,0
16,1955,1955-11-27,10,26.088,NYG,,CLE,T 35-35,2,24,12.00,0
17,1955,1955-12-04,11,26.095,NYG,@,WAS,W 27-20,1,24,24.00,0
18,1956,1956-10-07,2,27.037,NYG,@,CRD,L 27-35,2,11,5.50,1
19,1956,1956-10-14,3,27.044,NYG,@,CLE,W 21-9,1,12,12.00,0
20,1956,1956-10-21,4,27.051,NYG,,PIT,W 38-10,4,54,13.50,1
21,1956,1956-10-28,5,27.058,NYG,,PHI,W 20-3,1,14,14.00,0
22,1956,1956-11-04,6,27.065,NYG,@,PIT,W 17-14,2,21,10.50,0
23,1956,1956-11-11,7,27.072,NYG,,CRD,W 23-10,1,6,6.00,1
24,1956,1956-12-02,10,27.093,NYG,,WAS,W 28-14,2,51,25.50,1
25,1956,1956-12-09,11,27.100,NYG,,CLE,L 7-24,1,15,15.00,0
26,1957,1957-10-05,2,28.035,NYG,@,PHI,W 24-20,1,28,28.00,0
27,1957,1957-10-20,4,28.050,NYG,,PIT,W 35-0,2,39,19.50,1
28,1957,1957-10-27,5,28.057,NYG,,WAS,L 14-31,1,21,21.00,0
29,1957,1957-11-03,6,28.064,NYG,@,GNB,W 31-17,2,18,9.00,1
30,1957,1957-11-24,9,28.085,NYG,@,CRD,W 28-21,2,41,20.50,0
31,1957,1957-12-01,10,28.092,NYG,,SFO,L 17-27,1,10,10.00,0
32,1957,1957-12-07,11,28.098,NYG,@,PIT,L 10-21,3,25,8.33,0
33,1957,1957-12-15,12,28.106,NYG,,CLE,L 28-34,4,47,11.75,0
34,1958,1958-10-05,2,29.035,NYG,@,PHI,L 24-27,1,5,5.00,0
35,1958,1958-10-12,3,29.042,NYG,@,WAS,W 21-14,1,10,10.00,1
36,1958,1958-10-19,4,29.049,NYG,,CRD,L 6-23,1,22,22.00,0
37,1958,1958-11-16,8,29.077,NYG,@,PIT,L 10-31,1,5,5.00,0
38,1958,1958-11-23,9,29.084,NYG,,WAS,W 30-0,1,10,10.00,1
39,1959,1959-09-27,1,30.027,PHI,@,SFO,L 14-24,3,21,7.00,0
40,1959,1959-10-04,2,30.034,PHI,,NYG,W 49-21,2,27,13.50,0
41,1959,1959-11-29,10,30.090,WAS,@,NYG,L 14-45,3,35,11.67,0
42,1959,1959-12-06,11,30.097,WAS,,PHI,L 14-34,1,4,4.00,1
