ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1976,1976-09-12,1,21.350,SEA,,STL,L 24-30,5,86,17.20,0,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,1,24,24.00,0,0,0,,0,0,0
2,1976,1976-09-19,2,21.357,SEA,@,WAS,L 7-31,2,34,17.00,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,1,23,23.00,0,0,0,,0,0,0
3,1976,1976-09-26,3,21.364,SEA,,SFO,L 21-37,7,128,18.29,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,22,22.00,0,0,0,,0,1,6
4,1976,1976-10-03,4,22.005,SEA,,DAL,L 13-28,4,26,6.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,2,21,10.50,0,0,0,,0,1,6
5,1976,1976-10-10,5,22.012,SEA,@,GNB,L 20-27,5,39,7.80,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
6,1976,1976-10-17,6,22.019,SEA,@,TAM,W 13-10,3,49,16.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
7,1976,1976-10-24,7,22.026,SEA,,DET,L 14-41,2,52,26.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
8,1976,1976-10-31,8,22.033,SEA,@,RAM,L 6-45,2,14,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,19,19.00,0,1,11,11.00,0,0,0
9,1976,1976-11-07,9,22.040,SEA,,ATL,W 30-13,3,22,7.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,17,17.00,0,3,25,8.33,0,0,0
10,1976,1976-11-14,10,22.047,SEA,@,MIN,L 21-27,2,0,0.00,0,1,1,1.00,0,0,0,,0,0,0,,0,0,,,1,30,30.00,0,0,0,,0,0,0
11,1976,1976-11-21,11,22.054,SEA,,NOR,L 27-51,6,101,16.83,1,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,1,6
12,1976,1976-11-28,12,22.061,SEA,@,NYG,L 16-28,2,9,4.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
13,1976,1976-12-05,13,22.068,SEA,,CHI,L 7-34,4,47,11.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
14,1976,1976-12-12,14,22.075,SEA,@,PHI,L 10-27,7,98,14.00,1,1,-21,-21.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
15,1977,1977-09-18,1,22.355,SEA,,BAL,L 14-29,4,73,18.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
16,1977,1977-09-25,2,22.362,SEA,@,CIN,L 20-42,3,41,13.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
17,1977,1977-10-02,3,23.004,SEA,,DEN,L 13-24,3,71,23.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,21,7.00,0,1,6
18,1977,1977-10-09,4,23.011,SEA,@,NWE,L 0-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1977,1977-10-16,5,23.018,SEA,,TAM,W 30-23,4,44,11.00,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
20,1977,1977-10-23,6,23.025,SEA,@,MIA,L 13-31,2,28,14.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,11,11.00,0,1,6
21,1977,1977-10-30,7,23.032,SEA,,BUF,W 56-17,4,134,33.50,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
22,1977,1977-11-06,8,23.039,SEA,@,OAK,L 7-44,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
23,1977,1977-11-13,9,23.046,SEA,@,NYJ,W 17-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1977,1977-11-20,10,23.053,SEA,,HOU,L 10-22,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
25,1977,1977-11-27,11,23.060,SEA,,SDG,L 28-30,4,116,29.00,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
26,1977,1977-12-04,12,23.067,SEA,@,PIT,L 20-30,4,71,17.75,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
27,1977,1977-12-11,13,23.074,SEA,@,KAN,W 34-31,2,31,15.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
28,1977,1977-12-18,14,23.081,SEA,,CLE,W 20-19,1,15,15.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
29,1978,1978-09-03,1,23.340,SEA,,SDG,L 20-24,6,127,21.17,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
30,1978,1978-09-10,2,23.347,SEA,@,PIT,L 10-21,4,88,22.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
31,1978,1978-09-17,3,23.354,SEA,@,NYJ,W 24-17,7,53,7.57,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
32,1978,1978-09-24,4,23.361,SEA,,DET,W 28-16,4,85,21.25,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
