ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1976,1976-09-12,1,22.298,NYJ,@,CLE,L 17-38,,4,5,80.00,25,0,1,47.9,0,0,5.00,-4.00,3,10,3.33,1,0,0,,0,1,6
2,1976,1976-09-19,2,22.305,NYJ,@,DEN,L 3-46,,4,8,50.00,7,0,1,16.7,0,0,0.88,-4.75,2,4,2.00,0,0,0,,0,0,0
3,1976,1976-10-03,4,22.319,NYJ,@,SFO,L 6-17,,6,9,66.67,94,0,0,101.2,0,0,10.44,10.44,0,0,,0,0,0,,0,0,0
4,1976,1976-10-10,5,22.326,NYJ,,BUF,W 17-14,,4,11,36.36,58,0,0,54.4,0,0,5.27,5.27,5,1,0.20,0,0,0,,0,0,0
5,1976,1976-10-18,6,22.334,NYJ,@,NWE,L 7-41,,9,19,47.37,87,0,0,60.6,0,0,4.58,4.58,0,0,,0,0,0,,0,0,0
6,1976,1976-10-24,7,22.340,NYJ,,BAL,L 0-20,,2,8,25.00,52,0,0,54.2,0,0,6.50,6.50,1,10,10.00,0,0,0,,0,0,0
7,1976,1976-10-31,8,22.347,NYJ,@,BUF,W 19-14,*,6,20,30.00,87,1,2,22.3,0,0,4.35,0.85,3,7,2.33,0,0,0,,0,0,0
8,1976,1976-11-07,9,22.354,NYJ,,MIA,L 7-27,*,12,24,50.00,183,0,1,58.2,0,0,7.63,5.75,4,12,3.00,0,0,0,,0,0,0
9,1976,1976-11-14,10,22.361,NYJ,,TAM,W 34-0,*,3,10,30.00,50,0,0,47.9,0,0,5.00,5.00,3,37,12.33,0,0,0,,0,0,0
10,1976,1976-11-21,11,23.002,NYJ,,NWE,L 24-38,*,2,6,33.33,38,1,2,56.2,0,0,6.33,-5.33,4,19,4.75,0,0,0,,0,0,0
11,1976,1976-11-28,12,23.009,NYJ,@,BAL,L 16-33,*,6,15,40.00,105,1,1,59.0,0,0,7.00,5.33,0,0,,0,0,0,,0,0,0
12,1976,1976-12-05,13,23.016,NYJ,,WAS,L 16-37,*,4,14,28.57,61,0,2,5.7,0,0,4.36,-2.07,2,20,10.00,0,0,0,,0,0,0
13,1976,1976-12-12,14,23.023,NYJ,,CIN,L 3-42,,3,13,23.08,23,0,2,0.0,0,0,1.77,-5.15,1,-13,-13.00,0,0,0,,0,0,0
14,1977,1977-09-18,1,23.303,NYJ,@,HOU,L 0-20,*,10,25,40.00,115,0,1,37.9,0,0,4.60,2.80,0,0,,0,0,0,,0,0,0
15,1977,1977-09-25,2,23.310,NYJ,,BAL,L 12-20,*,13,22,59.09,140,0,2,40.0,0,0,6.36,2.27,2,2,1.00,0,0,0,,0,0,0
16,1977,1977-10-02,3,23.317,NYJ,,NWE,W 30-27,*,12,21,57.14,154,2,3,72.4,0,0,7.33,2.81,7,16,2.29,1,0,0,,0,1,6
17,1977,1977-10-09,4,23.324,NYJ,@,BUF,W 24-19,*,10,15,66.67,194,1,0,131.9,0,0,12.93,14.27,3,-16,-5.33,1,0,0,,0,1,6
18,1977,1977-10-16,5,23.331,NYJ,@,MIA,L 17-21,*,16,26,61.54,203,0,0,85.9,0,0,7.81,7.81,5,40,8.00,0,0,0,,0,0,0
19,1977,1977-10-23,6,23.338,NYJ,,OAK,L 27-28,*,17,29,58.62,396,4,2,113.9,0,0,13.66,13.31,1,5,5.00,0,0,0,,0,0,0
