ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1991,1991-10-13,6,23.040,RAM,,SDG,W 30-24,,,,,,,,,,,
2,1991,1991-10-20,7,23.047,RAM,@,RAI,L 17-20,,,,,,,,,,,
3,1991,1991-10-27,8,23.054,RAM,@,ATL,L 14-31,,,,,,,,,,,
4,1991,1991-11-03,9,23.061,RAM,,NOR,L 17-24,,,,,,,,,,,
5,1991,1991-11-10,10,23.068,RAM,,KAN,L 20-27,,,,,,,,,,,
6,1991,1991-11-17,11,23.075,RAM,@,DET,L 10-21,,,,,,,,,,,
7,1992,1992-09-06,1,24.003,RAM,@,BUF,L 7-40,,,,,,,,,,,
8,1992,1992-09-13,2,24.010,RAM,,NWE,W 14-0,,0,0,,0,0,0,0.0,1,37,0
9,1992,1992-09-20,3,24.017,RAM,@,MIA,L 10-26,,,,,,,,,,,
10,1992,1992-09-27,4,24.024,RAM,,NYJ,W 18-10,,,,,,,,,,,
11,1992,1992-10-04,5,24.031,RAM,@,SFO,L 24-27,,0,0,,0,1,6,0.0,1,24,1
12,1992,1992-10-11,6,24.038,RAM,@,NOR,L 10-13,,,,,,,,,,,
13,1992,1992-10-18,7,24.045,RAM,,NYG,W 38-17,,,,,,,,,,,
14,1992,1992-11-01,8,24.059,RAM,@,ATL,L 28-30,,,,,,,,,,,
15,1992,1992-11-08,9,24.066,RAM,,PHO,L 14-20,,,,,,,,,,,
16,1992,1992-11-15,10,24.073,RAM,@,DAL,W 27-23,,,,,,,,,,,
17,1992,1992-11-22,11,24.080,RAM,,SFO,L 10-27,,,,,,,,,,,
18,1992,1992-11-29,12,24.087,RAM,,MIN,L 17-31,,,,,,,,,,,
19,1992,1992-12-06,13,24.094,RAM,@,TAM,W 31-27,,,,,,,,,,,
20,1992,1992-12-13,14,24.101,RAM,,NOR,L 14-37,,,,,,,,,,,
21,1992,1992-12-20,15,24.108,RAM,@,GNB,L 13-28,,,,,,,,,,,
22,1992,1992-12-27,16,24.115,RAM,,ATL,W 38-27,,0,0,,0,0,0,0.0,1,0,0
23,1993,1993-09-05,1,25.002,RAM,@,GNB,L 6-36,,0,0,,0,0,0,0.0,1,0,0
24,1993,1993-09-12,2,25.009,RAM,,PIT,W 27-0,,,,,,,,,,,
25,1993,1993-09-19,3,25.016,RAM,@,NYG,L 10-20,,,,,,,,,,,
26,1993,1993-09-26,4,25.023,RAM,@,HOU,W 28-13,,0,0,,0,0,0,0.0,1,41,0
27,1993,1993-10-03,5,25.030,RAM,,NOR,L 6-37,,,,,,,,,,,
28,1993,1993-10-14,6,25.041,RAM,@,ATL,L 24-30,,,,,,,,,,,
29,1993,1993-10-24,7,25.051,RAM,,DET,L 13-16,,,,,,,,,,,
30,1993,1993-10-31,8,25.058,RAM,@,SFO,L 17-40,,,,,,,,,,,
31,1993,1993-11-14,9,25.072,RAM,,ATL,L 0-13,,,,,,,,,,,
