ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1965,1965-09-11,1,23.175,SDG,,DEN,W 34-31,11,49,4.45,2,2,31,15.50,0,1,1,100.00,21,0,0,118.7,0,0,21.00,21.00,2,44,22.00,0,2,12
2,1965,1965-09-19,2,23.183,SDG,@,OAK,W 17-6,21,104,4.95,0,3,34,11.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
3,1965,1965-09-26,3,23.190,SDG,,KAN,T 10-10,12,28,2.33,0,4,42,10.50,0,1,1,100.00,10,0,0,108.3,0,0,10.00,10.00,0,0,,0,0,0
4,1965,1965-10-03,4,23.197,SDG,,HOU,W 31-14,10,73,7.30,0,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
5,1965,1965-10-10,5,23.204,SDG,@,BUF,W 34-3,9,27,3.00,0,2,24,12.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
6,1965,1965-10-17,6,23.211,SDG,@,BOS,T 13-13,7,17,2.43,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
7,1965,1965-10-23,7,23.217,SDG,@,NYJ,W 34-9,4,-5,-1.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
8,1965,1965-10-31,8,23.225,SDG,,BOS,L 6-22,1,3,3.00,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
9,1965,1965-11-07,9,23.232,SDG,@,DEN,W 35-21,6,36,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,23,23.00,0,0,0
10,1965,1965-11-14,10,23.239,SDG,@,KAN,L 7-31,5,22,4.40,0,1,12,12.00,0,0,0,,0,0,0,,0,0,,,1,18,18.00,0,0,0
11,1965,1965-11-25,11,23.250,SDG,,BUF,T 20-20,8,10,1.25,0,3,39,13.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
12,1965,1965-12-04,12,23.259,SDG,,NYJ,W 38-7,6,29,4.83,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,23,23.00,0,0,0
13,1965,1965-12-12,13,23.267,SDG,@,HOU,W 37-26,4,21,5.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
14,1965,1965-12-19,14,23.274,SDG,,OAK,W 24-14,17,55,3.24,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
15,1966,1966-09-04,1,24.168,SDG,,BUF,W 27-7,12,58,4.83,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
16,1966,1966-09-10,2,24.174,SDG,,BOS,W 24-0,12,23,1.92,0,2,14,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
17,1966,1966-09-25,3,24.189,SDG,@,OAK,W 29-20,6,19,3.17,1,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
