ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2001,2001-09-09,1,24.197,GNB,,DET,W 28-6,,,,,,,,,,,0.0%,,,,,,,
2,2001,2001-09-24,2,24.212,GNB,,WAS,W 37-0,,4,19,4.75,0,0,0,0,,0,0.0%,,1,12,12.00,0,0,0
3,2001,2001-09-30,3,24.218,GNB,@,CAR,W 28-7,,7,18,2.57,0,2,2,31,15.50,0,100.0%,15.50,1,24,24.00,0,0,0
4,2001,2001-10-07,4,24.225,GNB,@,TAM,L 10-14,,,,,,0,,,,,0.0%,,,,,,,
5,2001,2001-10-14,5,24.232,GNB,,BAL,W 31-23,,0,0,,0,0,0,0,,0,0.0%,,2,27,13.50,0,0,0
6,2001,2001-10-21,6,24.239,GNB,@,MIN,L 13-35,,,,,,0,,,,,0.0%,,,,,,,
7,2001,2001-11-04,7,24.253,GNB,,TAM,W 21-20,,,,,,0,,,,,0.0%,,,,,,,
8,2001,2001-11-11,8,24.260,GNB,@,CHI,W 20-12,,,,,,0,,,,,0.0%,,,,,,,
9,2001,2001-11-18,9,24.267,GNB,,ATL,L 20-23,,,,,,0,,,,,0.0%,,,,,,,
10,2001,2001-11-22,10,24.271,GNB,@,DET,W 29-27,,,,,,0,,,,,0.0%,,,,,,,
11,2001,2001-12-03,11,24.282,GNB,@,JAX,W 28-21,,,,,,,,,,,0.0%,,,,,,,
12,2002,2002-09-08,1,25.196,GNB,,ATL,W 37-34,,5,30,6.00,1,1,1,11,11.00,0,100.0%,11.00,0,0,,0,1,6
13,2002,2002-09-15,2,25.203,GNB,@,NOR,L 20-35,,1,-1,-1.00,0,3,3,10,3.33,0,100.0%,3.33,0,0,,0,0,0
14,2002,2002-09-22,3,25.210,GNB,@,DET,W 37-31,*,5,7,1.40,0,5,3,24,8.00,0,60.0%,4.80,0,0,,0,0,0
