ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1997,1997-09-07,2,22.294,SFO,@,STL,W 15-12,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,
2,1997,1997-09-14,3,22.301,SFO,,NOR,W 33-7,,2,1,3,3.00,0,50.0%,1.50,2,5,2.50,0,0,0,,0,0,0
3,1997,1997-09-21,4,22.308,SFO,,ATL,W 34-7,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0
4,1997,1997-09-29,5,22.316,SFO,@,CAR,W 34-21,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,
5,1997,1997-10-12,6,22.329,SFO,,STL,W 30-10,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,
6,1997,1997-10-19,7,22.336,SFO,@,ATL,W 35-28,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,
7,1997,1997-10-26,8,22.343,SFO,@,NOR,W 23-0,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,
8,1997,1997-11-02,9,22.350,SFO,,DAL,W 17-10,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,
9,1997,1997-11-10,10,22.358,SFO,@,PHI,W 24-12,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,
10,1997,1997-11-16,11,22.364,SFO,,CAR,W 27-19,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,
11,1997,1997-11-23,12,23.006,SFO,,SDG,W 17-10,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,
12,1997,1997-11-30,13,23.013,SFO,@,KAN,L 9-44,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,
13,1997,1997-12-07,14,23.020,SFO,,MIN,W 28-17,,0,0,0,,0,0.0%,,0,0,,0,1,30,30.00,0,0,0
14,1997,1997-12-15,15,23.028,SFO,,DEN,W 34-17,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,
15,1997,1997-12-21,16,23.034,SFO,@,SEA,L 9-38,,7,4,38,9.50,0,57.1%,5.43,3,12,4.00,0,0,0,,0,0,0
16,1998,1998-09-06,1,23.293,SFO,,NYJ,W 36-30,,3,2,22,11.00,0,66.7%,7.33,1,3,3.00,0,0,0,,0,0,0
17,1998,1998-09-14,2,23.301,SFO,@,WAS,W 45-10,,4,4,52,13.00,1,100.0%,13.00,2,5,2.50,0,0,0,,0,1,6
18,1998,1998-09-27,3,23.314,SFO,,ATL,W 31-20,,2,0,0,,0,0.0%,0.00,3,41,13.67,1,0,0,,0,1,6
19,1998,1998-10-04,4,23.321,SFO,@,BUF,L 21-26,,3,2,50,25.00,1,66.7%,16.67,0,0,,0,0,0,,0,1,6
20,1998,1998-10-11,5,23.328,SFO,@,NOR,W 31-0,,1,1,7,7.00,0,100.0%,7.00,3,8,2.67,0,0,0,,0,0,0
21,1998,1998-10-18,6,23.335,SFO,,IND,W 34-31,,2,0,0,,0,0.0%,0.00,1,1,1.00,0,0,0,,0,0,0
22,1998,1998-10-25,7,23.342,SFO,@,STL,W 28-10,,1,1,2,2.00,0,100.0%,2.00,1,7,7.00,0,0,0,,0,0,0
23,1998,1998-11-01,8,23.349,SFO,@,GNB,L 22-36,,2,2,10,5.00,0,100.0%,5.00,2,7,3.50,0,0,0,,0,0,0
24,1998,1998-11-08,9,23.356,SFO,,CAR,W 25-23,,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,0,0
25,1998,1998-11-15,10,23.363,SFO,@,ATL,L 19-31,,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,0,0
26,1998,1998-11-22,11,24.005,SFO,,NOR,W 31-20,,2,2,15,7.50,0,100.0%,7.50,2,3,1.50,0,0,0,,0,0,0
27,1998,1998-11-30,12,24.013,SFO,,NYG,W 31-7,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0
28,1998,1998-12-06,13,24.019,SFO,@,CAR,W 31-28,,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,0,0
29,1998,1998-12-14,14,24.027,SFO,,DET,W 35-13,,2,1,5,5.00,0,50.0%,2.50,2,6,3.00,0,0,0,,0,0,0
30,1998,1998-12-20,15,24.033,SFO,@,NWE,L 21-24,,1,1,2,2.00,0,100.0%,2.00,2,7,3.50,0,0,0,,0,0,0
31,1998,1998-12-27,16,24.040,SFO,,STL,W 38-19,,2,0,0,,0,0.0%,0.00,3,6,2.00,0,0,0,,0,0,0
32,1999,1999-09-12,1,24.299,CLE,,PIT,L 0-43,*,1,1,5,5.00,0,100.0%,5.00,1,1,1.00,0,0,0,,0,0,0
33,1999,1999-09-19,2,24.306,CLE,@,TEN,L 9-26,*,,,,,,0.0%,,,,,,,,,,,
34,1999,1999-09-26,3,24.313,CLE,@,BAL,L 10-17,*,5,3,16,5.33,0,60.0%,3.20,0,0,,0,0,0,,0,0,0
35,1999,1999-10-03,4,24.320,CLE,,NWE,L 7-19,*,,,,,,0.0%,,,,,,,,,,,
36,1999,1999-10-10,5,24.327,CLE,,CIN,L 17-18,*,3,2,29,14.50,0,66.7%,9.67,0,0,,0,0,0,,0,0,0
37,1999,1999-10-17,6,24.334,CLE,@,JAX,L 7-24,*,4,3,35,11.67,0,75.0%,8.75,2,5,2.50,0,0,0,,0,0,0
38,1999,1999-10-24,7,24.341,CLE,@,STL,L 3-34,*,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0,0,,0,0,0
39,1999,1999-10-31,8,24.348,CLE,@,NOR,W 21-16,*,3,2,37,18.50,1,66.7%,12.33,0,0,,0,0,0,,0,1,6
40,1999,1999-11-07,9,24.355,CLE,,BAL,L 9-41,,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0,,0,0,0
41,1999,1999-11-14,10,24.362,CLE,@,PIT,W 16-15,*,4,4,22,5.50,1,100.0%,5.50,0,0,,0,0,0,,0,1,6
42,1999,1999-11-21,11,25.004,CLE,,CAR,L 17-31,*,2,2,4,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,0
43,1999,1999-11-28,12,25.011,CLE,,TEN,L 21-33,*,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0
44,1999,1999-12-05,13,25.018,CLE,@,SDG,L 10-23,,3,1,5,5.00,0,33.3%,1.67,1,1,1.00,0,0,0,,0,0,0
45,1999,1999-12-12,14,25.025,CLE,@,CIN,L 28-44,*,2,1,3,3.00,0,50.0%,1.50,1,0,0.00,0,0,0,,0,0,0
46,1999,1999-12-19,15,25.032,CLE,,JAX,L 14-24,*,4,2,10,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0
47,1999,1999-12-26,16,25.039,CLE,,IND,L 28-29,*,1,1,25,25.00,0,100.0%,25.00,1,28,28.00,0,0,0,,0,0,0
48,2000,2000-09-03,1,25.291,CLE,,JAX,L 7-27,*,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,0,0,0
49,2000,2000-09-10,2,25.298,CLE,@,CIN,W 24-7,,1,1,5,5.00,1,100.0%,5.00,0,0,,0,0,0,,0,1,6
50,2000,2000-09-17,3,25.305,CLE,,PIT,W 23-20,,1,1,21,21.00,1,100.0%,21.00,0,0,,0,0,0,,0,1,6
51,2000,2000-09-24,4,25.312,CLE,@,OAK,L 10-36,*,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0
52,2000,2000-10-01,5,25.319,CLE,,BAL,L 0-12,*,1,1,4,4.00,0,100.0%,4.00,2,9,4.50,0,0,0,,0,0,0
53,2000,2000-10-08,6,25.326,CLE,@,ARI,L 21-29,,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,,0,0,0
54,2000,2000-10-15,7,25.333,CLE,@,DEN,L 10-44,,,,,,,0.0%,,,,,,,,,,,
55,2000,2000-10-22,8,25.340,CLE,@,PIT,L 0-22,,,,,,,0.0%,,,,,,,,,,,
56,2000,2000-10-29,9,25.347,CLE,,CIN,L 3-12,*,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0
57,2000,2000-11-05,10,25.354,CLE,,NYG,L 3-24,*,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,0,0
58,2000,2000-11-12,11,25.361,CLE,,NWE,W 19-11,,5,4,27,6.75,0,80.0%,5.40,0,0,,0,0,0,,0,0,0
59,2000,2000-11-19,12,26.002,CLE,@,TEN,L 10-24,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0
60,2000,2000-11-26,13,26.009,CLE,@,BAL,L 7-44,*,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0
61,2000,2000-12-03,14,26.016,CLE,@,JAX,L 0-48,*,,,,,,0.0%,,,,,,,,,,,
62,2000,2000-12-10,15,26.023,CLE,,PHI,L 24-35,,1,,,,,0.0%,,,,,,,,,,,
63,2000,2000-12-17,16,26.030,CLE,,TEN,L 0-24,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,1,24,24.00,0,0,0
64,2001,2001-09-09,1,26.296,NWE,@,CIN,L 17-23,*,2,0,0,,0,0.0%,0.00,4,13,3.25,0,0,0,,0,0,0
65,2001,2001-09-23,2,26.310,NWE,,NYJ,L 3-10,*,7,6,22,3.67,0,85.7%,3.14,6,31,5.17,0,0,0,,0,0,0
66,2001,2001-09-30,3,26.317,NWE,,IND,W 44-13,*,1,0,0,,0,0.0%,0.00,4,11,2.75,0,1,23,23.00,0,0,0
67,2001,2001-10-07,4,26.324,NWE,@,MIA,L 10-30,*,2,1,4,4.00,0,50.0%,2.00,3,14,4.67,0,0,0,,0,0,0
68,2001,2001-10-14,5,26.331,NWE,,SDG,W 29-26,,3,1,15,15.00,0,33.3%,5.00,4,5,1.25,0,0,0,,0,0,0
69,2001,2001-10-21,6,26.338,NWE,@,IND,W 38-17,*,3,2,16,8.00,0,66.7%,5.33,3,14,4.67,0,0,0,,0,0,0
70,2001,2001-10-28,7,26.345,NWE,@,DEN,L 20-31,*,1,1,6,6.00,0,100.0%,6.00,2,6,3.00,0,0,0,,0,0,0
71,2001,2001-11-04,8,26.352,NWE,@,ATL,W 24-10,*,2,2,27,13.50,1,100.0%,13.50,6,11,1.83,0,0,0,,0,1,6
72,2001,2001-11-11,9,26.359,NWE,,BUF,W 21-11,*,3,3,17,5.67,0,100.0%,5.67,3,8,2.67,0,0,0,,0,0,0
73,2001,2001-11-18,10,27.001,NWE,,STL,L 17-24,*,3,1,6,6.00,0,33.3%,2.00,1,2,2.00,0,0,0,,0,0,0
74,2001,2001-11-25,11,27.008,NWE,,NOR,W 34-17,*,4,3,30,10.00,1,75.0%,7.50,3,10,3.33,0,0,0,,0,1,6
75,2001,2001-12-02,12,27.015,NWE,@,NYJ,W 17-16,*,1,1,-4,-4.00,0,100.0%,-4.00,2,5,2.50,1,0,0,,0,1,6
76,2001,2001-12-09,13,27.022,NWE,,CLE,W 27-16,,1,1,2,2.00,0,100.0%,2.00,4,3,0.75,0,0,0,,0,0,0
77,2001,2001-12-16,14,27.029,NWE,@,BUF,W 12-9,*,3,1,3,3.00,0,33.3%,1.00,1,2,2.00,0,0,0,,0,0,0
78,2001,2001-12-22,15,27.035,NWE,,MIA,W 20-13,,2,1,5,5.00,0,50.0%,2.50,2,3,1.50,0,0,0,,0,0,0
79,2001,2002-01-06,16,27.050,NWE,@,CAR,W 38-6,*,1,1,17,17.00,0,100.0%,17.00,3,3,1.00,0,0,0,,0,0,0
80,2002,2002-09-09,1,27.296,NWE,,PIT,W 30-14,*,2,1,11,11.00,0,50.0%,5.50,1,3,3.00,0,0,0,,0,0,0
81,2002,2002-09-15,2,27.302,NWE,@,NYJ,W 44-7,*,1,1,9,9.00,0,100.0%,9.00,7,21,3.00,0,0,0,,0,0,0
82,2002,2002-09-22,3,27.309,NWE,,KAN,W 41-38,,4,4,29,7.25,0,100.0%,7.25,2,4,2.00,0,0,0,,0,0,0
83,2002,2002-09-29,4,27.316,NWE,@,SDG,L 14-21,,3,2,18,9.00,0,66.7%,6.00,3,3,1.00,0,1,15,15.00,0,0,0
84,2002,2002-10-06,5,27.323,NWE,@,MIA,L 13-26,*,1,1,9,9.00,0,100.0%,9.00,1,1,1.00,0,0,0,,0,0,0
85,2002,2002-10-13,6,27.330,NWE,,GNB,L 10-28,,1,1,4,4.00,0,100.0%,4.00,1,2,2.00,0,0,0,,0,0,0
86,2002,2002-10-27,7,27.344,NWE,,DEN,L 16-24,*,4,2,16,8.00,0,50.0%,4.00,2,6,3.00,0,0,0,,0,0,0
87,2002,2002-11-03,8,27.351,NWE,@,BUF,W 38-7,,1,1,10,10.00,0,100.0%,10.00,1,0,0.00,0,0,0,,0,0,0
88,2002,2002-11-10,9,27.358,NWE,@,CHI,W 33-30,*,5,4,29,7.25,0,80.0%,5.80,0,0,,0,0,0,,0,0,0
89,2002,2002-11-17,10,28.000,NWE,@,OAK,L 20-27,,1,,,,,0.0%,,,,,,,,,,,
90,2002,2002-11-24,11,28.007,NWE,,MIN,W 24-17,*,3,3,43,14.33,0,100.0%,14.33,5,15,3.00,0,0,0,,0,0,0
91,2002,2002-11-28,12,28.011,NWE,@,DET,W 20-12,*,3,1,2,2.00,0,33.3%,0.67,4,31,7.75,0,0,0,,0,0,0
92,2002,2002-12-08,13,28.021,NWE,,BUF,W 27-17,,1,1,7,7.00,0,100.0%,7.00,2,3,1.50,0,2,12,6.00,0,0,0
93,2002,2002-12-16,14,28.029,NWE,@,TEN,L 7-24,*,,,,,,0.0%,,,,,,,,,,,
94,2002,2002-12-22,15,28.035,NWE,,NYJ,L 17-30,*,1,1,9,9.00,0,100.0%,9.00,2,7,3.50,0,0,0,,0,0,0
95,2002,2002-12-29,16,28.042,NWE,,MIA,W 27-24,*,1,,,,,0.0%,,,,,,,,,,,
96,2003,2003-09-07,1,28.294,JAX,@,CAR,L 23-24,*,2,2,7,3.50,0,100.0%,3.50,1,2,2.00,1,0,0,,0,1,6
97,2003,2003-09-14,2,28.301,JAX,,BUF,L 17-38,*,7,5,35,7.00,0,71.4%,5.00,0,0,,0,0,0,,0,0,0
98,2003,2003-09-21,3,28.308,JAX,@,IND,L 13-23,*,1,1,-3,-3.00,0,100.0%,-3.00,2,4,2.00,0,1,24,24.00,0,0,0
99,2003,2003-09-28,4,28.315,JAX,@,HOU,L 20-24,*,6,4,41,10.25,0,66.7%,6.83,1,1,1.00,0,0,0,,0,0,0
