ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
36,2011,2011-10-09,5,23.089,PHI,@,BUF,L 24-31,*,11,80,7.27,1,7,4,27,6.75,0,57.1%,3.86,,1,6,0.0,0,0
37,2011,2011-10-16,6,23.096,PHI,@,WAS,W 20-13,*,28,126,4.50,1,4,2,13,6.50,0,50.0%,3.25,,1,6,0.0,0,0
38,2011,2011-10-30,7,23.110,PHI,,DAL,W 34-7,*,30,185,6.17,2,3,2,15,7.50,0,66.7%,5.00,,2,12,0.0,0,0
39,2011,2011-11-07,8,23.118,PHI,,CHI,L 24-30,*,16,71,4.44,1,5,5,46,9.20,0,100.0%,9.20,,1,6,0.0,0,0
40,2011,2011-11-13,9,23.124,PHI,,ARI,L 17-21,*,14,81,5.79,1,5,3,12,4.00,0,60.0%,2.40,,1,6,0.0,1,0
41,2011,2011-11-20,10,23.131,PHI,@,NYG,W 17-10,*,23,113,4.91,0,4,3,2,0.67,0,75.0%,0.50,,0,0,0.0,1,0
42,2011,2011-11-27,11,23.138,PHI,,NWE,L 20-38,*,10,31,3.10,1,7,4,30,7.50,0,57.1%,4.29,,1,6,0.0,0,0
43,2011,2011-12-01,12,23.142,PHI,@,SEA,L 14-31,*,17,84,4.94,1,5,4,49,12.25,1,80.0%,9.80,,2,12,0.0,0,0
44,2011,2011-12-11,13,23.152,PHI,@,MIA,W 26-10,*,27,38,1.41,2,6,3,33,11.00,0,50.0%,5.50,,2,12,0.0,0,0
45,2011,2011-12-18,14,23.159,PHI,,NYJ,W 45-19,*,18,102,5.67,3,2,2,-5,-2.50,0,100.0%,-2.50,,3,18,0.0,0,0
46,2011,2011-12-24,15,23.165,PHI,@,DAL,W 20-7,*,13,35,2.69,0,2,1,10,10.00,0,50.0%,5.00,,0,0,0.0,0,0
47,2012,2012-09-09,1,24.059,PHI,@,CLE,W 17-16,*,20,110,5.50,0,9,6,26,4.33,0,66.7%,2.89,,0,0,0.0,0,0
48,2012,2012-09-16,2,24.066,PHI,,BAL,W 24-23,*,25,81,3.24,1,3,2,8,4.00,0,66.7%,2.67,,1,6,0.0,0,0
49,2012,2012-09-23,3,24.073,PHI,@,ARI,L 6-27,*,13,70,5.38,0,3,3,8,2.67,0,100.0%,2.67,,0,0,0.0,0,0
50,2012,2012-09-30,4,24.080,PHI,,NYG,W 19-17,*,23,123,5.35,0,4,3,17,5.67,0,75.0%,4.25,,0,0,0.0,0,0
51,2012,2012-10-07,5,24.087,PHI,@,PIT,L 14-16,*,16,53,3.31,0,5,4,27,6.75,1,80.0%,5.40,,1,6,0.0,0,0
52,2012,2012-10-14,6,24.094,PHI,,DET,L 23-26,*,14,22,1.57,0,8,7,26,3.71,1,87.5%,3.25,,1,6,0.0,0,0
53,2012,2012-10-28,7,24.108,PHI,,ATL,L 17-30,*,16,45,2.81,1,3,3,22,7.33,1,100.0%,7.33,,2,12,0.0,0,0
54,2012,2012-11-05,8,24.116,PHI,@,NOR,L 13-28,*,19,119,6.26,0,3,2,14,7.00,0,66.7%,4.67,,0,0,0.0,0,0
55,2012,2012-11-11,9,24.122,PHI,,DAL,L 23-38,*,16,82,5.13,0,5,4,20,5.00,0,80.0%,4.00,,0,0,0.0,0,0
56,2012,2012-11-18,10,24.129,PHI,@,WAS,L 6-31,*,15,45,3.00,0,7,6,67,11.17,0,85.7%,9.57,,0,0,0.0,0,0
57,2012,2012-12-23,15,24.164,PHI,,WAS,L 20-27,*,13,45,3.46,0,11,9,77,8.56,0,81.8%,7.00,,0,0,0.0,0,0
58,2012,2012-12-30,16,24.171,PHI,@,NYG,L 7-42,*,10,45,4.50,0,6,5,61,12.20,0,83.3%,10.17,,0,0,0.0,0,0
59,2013,2013-09-09,1,25.059,PHI,@,WAS,W 33-27,*,31,184,5.94,1,1,1,5,5.00,0,100.0%,5.00,,1,6,0.0,0,0
60,2013,2013-09-15,2,25.065,PHI,,SDG,L 30-33,*,11,53,4.82,0,6,5,114,22.80,0,83.3%,19.00,,0,0,0.0,0,0
61,2013,2013-09-19,3,25.069,PHI,,KAN,L 16-26,*,20,158,7.90,1,1,0,0,,0,0.0%,0.00,,1,6,0.0,0,0
62,2013,2013-09-29,4,25.079,PHI,@,DEN,L 20-52,*,16,73,4.56,0,3,1,21,21.00,0,33.3%,7.00,,0,0,0.0,0,0
63,2013,2013-10-06,5,25.086,PHI,@,NYG,W 36-21,*,20,46,2.30,1,8,6,46,7.67,0,75.0%,5.75,,1,6,0.0,0,0
64,2013,2013-10-13,6,25.093,PHI,@,TAM,W 31-20,*,25,116,4.64,0,2,2,55,27.50,0,100.0%,27.50,,0,0,0.0,1,0
65,2013,2013-10-20,7,25.100,PHI,,DAL,L 3-17,*,18,55,3.06,0,7,6,26,4.33,0,85.7%,3.71,,0,0,0.0,0,0
66,2013,2013-10-27,8,25.107,PHI,,NYG,L 7-15,*,15,48,3.20,0,5,4,17,4.25,0,80.0%,3.40,,0,0,0.0,0,0
67,2013,2013-11-03,9,25.114,PHI,@,OAK,W 49-20,*,12,44,3.67,0,4,4,36,9.00,1,100.0%,9.00,,1,6,0.0,0,0
68,2013,2013-11-10,10,25.121,PHI,@,GNB,W 27-13,*,25,155,6.20,0,1,1,6,6.00,0,100.0%,6.00,,0,0,0.0,0,0
69,2013,2013-11-17,11,25.128,PHI,,WAS,W 24-16,*,20,77,3.85,2,4,4,73,18.25,0,100.0%,18.25,,2,12,0.0,0,0
70,2013,2013-12-01,12,25.142,PHI,,ARI,W 24-21,*,19,79,4.16,0,6,5,36,7.20,0,83.3%,6.00,,0,0,0.0,0,0
71,2013,2013-12-08,13,25.149,PHI,,DET,W 34-20,*,29,217,7.48,2,1,1,4,4.00,0,100.0%,4.00,,2,12,0.0,0,0
72,2013,2013-12-15,14,25.156,PHI,@,MIN,L 30-48,*,8,38,4.75,0,7,5,68,13.60,0,71.4%,9.71,,0,0,0.0,0,0
73,2013,2013-12-22,15,25.163,PHI,,CHI,W 54-11,*,18,133,7.39,2,6,6,29,4.83,0,100.0%,4.83,,2,12,0.0,0,0
74,2013,2013-12-29,16,25.170,PHI,@,DAL,W 24-22,*,27,131,4.85,0,2,1,3,3.00,1,50.0%,1.50,,1,6,0.0,0,0
75,2014,2014-09-07,1,26.057,PHI,,JAX,W 34-17,*,21,74,3.52,0,6,6,41,6.83,0,100.0%,6.83,,0,0,0.0,0,0
76,2014,2014-09-15,2,26.065,PHI,@,IND,W 30-27,*,19,79,4.16,1,5,4,23,5.75,0,80.0%,4.60,,1,6,0.0,0,0
77,2014,2014-09-21,3,26.071,PHI,,WAS,W 37-34,*,19,22,1.16,0,2,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
78,2014,2014-09-28,4,26.078,PHI,@,SFO,L 21-26,*,10,17,1.70,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
79,2014,2014-10-05,5,26.085,PHI,,STL,W 34-28,*,24,81,3.38,0,4,4,5,1.25,0,100.0%,1.25,,0,0,0.0,0,0
80,2014,2014-10-12,6,26.092,PHI,,NYG,W 27-0,*,22,149,6.77,0,2,2,5,2.50,0,100.0%,2.50,,0,0,0.0,0,0
81,2014,2014-10-26,7,26.106,PHI,@,ARI,L 20-24,*,20,83,4.15,0,5,3,14,4.67,0,60.0%,2.80,,0,0,0.0,0,0
82,2014,2014-11-02,8,26.113,PHI,@,HOU,W 31-21,*,24,117,4.88,0,1,1,6,6.00,0,100.0%,6.00,,0,0,0.0,1,0
83,2014,2014-11-10,9,26.121,PHI,,CAR,W 45-21,*,12,19,1.58,1,3,1,-2,-2.00,0,33.3%,-0.67,,1,6,0.0,0,0
84,2014,2014-11-16,10,26.127,PHI,@,GNB,L 20-53,*,23,88,3.83,0,1,1,18,18.00,0,100.0%,18.00,,0,0,0.0,0,0
85,2014,2014-11-23,11,26.134,PHI,,TEN,W 43-24,*,21,130,6.19,1,1,1,1,1.00,0,100.0%,1.00,,1,6,0.0,0,0
86,2014,2014-11-27,12,26.138,PHI,@,DAL,W 33-10,*,25,159,6.36,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
87,2014,2014-12-07,13,26.148,PHI,,SEA,L 14-24,*,17,50,2.94,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
88,2014,2014-12-14,14,26.155,PHI,,DAL,L 27-38,*,16,64,4.00,0,2,1,1,1.00,0,50.0%,0.50,,0,0,0.0,0,0
89,2014,2014-12-20,15,26.161,PHI,@,WAS,L 24-27,*,22,88,4.00,1,4,3,28,9.33,0,75.0%,7.00,,1,6,0.0,0,0
90,2014,2014-12-28,16,26.169,PHI,@,NYG,W 34-26,*,17,99,5.82,0,1,1,15,15.00,0,100.0%,15.00,,0,0,0.0,0,0
91,2015,2015-09-13,1,27.063,BUF,,IND,W 27-14,*,17,41,2.41,0,4,3,46,15.33,0,75.0%,11.50,,0,0,0.0,0,0
92,2015,2015-09-20,2,27.070,BUF,,NWE,L 32-40,*,15,89,5.93,0,4,3,27,9.00,0,75.0%,6.75,,0,0,0.0,0,0
93,2015,2015-09-27,3,27.077,BUF,@,MIA,W 41-14,*,11,16,1.45,0,3,1,10,10.00,1,33.3%,3.33,,1,6,0.0,0,0
94,2015,2015-10-18,6,27.098,BUF,,CIN,L 21-34,*,17,90,5.29,1,4,2,4,2.00,0,50.0%,1.00,,1,6,0.0,0,0
95,2015,2015-10-25,7,27.105,BUF,@,JAX,L 31-34,*,18,68,3.78,0,4,2,36,18.00,0,50.0%,9.00,1,0,2,0.0,0,0
96,2015,2015-11-08,8,27.119,BUF,,MIA,W 33-17,*,16,112,7.00,1,2,2,7,3.50,0,100.0%,3.50,,1,6,0.0,0,0
97,2015,2015-11-12,9,27.123,BUF,@,NYJ,W 22-17,*,19,112,5.89,0,5,5,47,9.40,0,100.0%,9.40,,0,0,0.0,0,0
98,2015,2015-11-23,10,27.134,BUF,@,NWE,L 13-20,*,20,82,4.10,1,10,6,41,6.83,0,60.0%,4.10,,1,6,0.0,0,0
99,2015,2015-11-29,11,27.140,BUF,@,KAN,L 22-30,*,19,70,3.68,0,5,3,31,10.33,1,60.0%,6.20,,1,6,0.0,0,0
100,2015,2015-12-06,12,27.147,BUF,,HOU,W 30-21,*,21,112,5.33,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
101,2015,2015-12-13,13,27.154,BUF,@,PHI,L 20-23,*,20,74,3.70,0,7,4,35,8.75,0,57.1%,5.00,,0,0,0.0,0,0
102,2015,2015-12-20,14,27.161,BUF,@,WAS,L 25-35,*,10,29,2.90,0,1,1,8,8.00,0,100.0%,8.00,,0,0,0.0,0,0
103,2016,2016-09-11,1,28.061,BUF,@,BAL,L 7-13,*,16,58,3.63,1,4,4,12,3.00,0,100.0%,3.00,,1,6,0.0,0,0
104,2016,2016-09-15,2,28.065,BUF,,NYJ,L 31-37,*,15,59,3.93,0,5,4,31,7.75,0,80.0%,6.20,,0,0,0.0,0,0
105,2016,2016-09-25,3,28.075,BUF,,ARI,W 33-18,*,17,110,6.47,2,4,3,6,2.00,0,75.0%,1.50,,2,12,0.0,0,0
106,2016,2016-10-02,4,28.082,BUF,@,NWE,W 16-0,*,19,70,3.68,0,6,6,38,6.33,1,100.0%,6.33,,1,6,0.0,0,0
107,2016,2016-10-09,5,28.089,BUF,@,LAR,W 30-19,*,18,150,8.33,0,2,2,8,4.00,0,100.0%,4.00,,0,0,0.0,0,0
108,2016,2016-10-16,6,28.096,BUF,,SFO,W 45-16,*,19,140,7.37,3,2,1,2,2.00,0,50.0%,1.00,,3,18,0.0,0,0
109,2016,2016-10-23,7,28.103,BUF,@,MIA,L 25-28,*,8,11,1.38,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
110,2016,2016-11-07,9,28.118,BUF,@,SEA,L 25-31,*,21,85,4.05,0,5,4,35,8.75,0,80.0%,7.00,,0,0,0.0,0,0
111,2016,2016-11-20,10,28.131,BUF,@,CIN,W 16-12,*,5,33,6.60,1,3,2,12,6.00,0,66.7%,4.00,,1,6,0.0,0,0
112,2016,2016-11-27,11,28.138,BUF,,JAX,W 28-21,*,19,103,5.42,2,2,2,31,15.50,0,100.0%,15.50,1,2,14,0.0,0,0
113,2016,2016-12-04,12,28.145,BUF,@,OAK,L 24-38,*,17,130,7.65,0,7,7,61,8.71,0,100.0%,8.71,,0,0,0.0,0,0
114,2016,2016-12-11,13,28.152,BUF,,PIT,L 20-27,*,12,27,2.25,1,7,6,81,13.50,0,85.7%,11.57,,1,6,0.0,0,0
115,2016,2016-12-18,14,28.159,BUF,,CLE,W 33-13,*,19,153,8.05,2,3,3,16,5.33,0,100.0%,5.33,,2,12,0.0,0,0
116,2016,2016-12-24,15,28.165,BUF,,MIA,L 31-34,*,24,128,5.33,1,6,5,17,3.40,0,83.3%,2.83,,1,6,0.0,0,0
117,2016,2017-01-01,16,28.173,BUF,@,NYJ,L 10-30,*,5,10,2.00,0,1,1,6,6.00,0,100.0%,6.00,,0,0,0.0,0,0
118,2017,2017-09-10,1,29.060,BUF,,NYJ,W 21-12,*,22,110,5.00,0,6,5,49,9.80,0,83.3%,8.17,,0,0,0.0,0,0
119,2017,2017-09-17,2,29.067,BUF,@,CAR,L 3-9,*,12,9,0.75,0,7,6,34,5.67,0,85.7%,4.86,,0,0,0.0,0,0
120,2017,2017-09-24,3,29.074,BUF,,DEN,W 26-16,*,14,21,1.50,0,7,7,48,6.86,0,100.0%,6.86,,0,0,0.0,0,0
121,2017,2017-10-01,4,29.081,BUF,@,ATL,W 23-17,*,20,76,3.80,0,3,3,32,10.67,0,100.0%,10.67,,0,0,0.0,0,0
122,2017,2017-10-08,5,29.088,BUF,@,CIN,L 16-20,*,19,63,3.32,0,9,6,26,4.33,0,66.7%,2.89,,0,0,0.0,0,0
123,2017,2017-10-22,6,29.102,BUF,,TAM,W 30-27,*,23,91,3.96,2,7,5,31,6.20,0,71.4%,4.43,,2,12,0.0,0,0
124,2017,2017-10-29,7,29.109,BUF,,OAK,W 34-14,*,27,151,5.59,1,7,6,22,3.67,0,85.7%,3.14,,1,6,0.0,0,0
125,2017,2017-11-02,8,29.113,BUF,@,NYJ,L 21-34,*,12,25,2.08,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
126,2017,2017-11-12,9,29.123,BUF,,NOR,L 10-47,*,8,49,6.13,0,5,3,11,3.67,0,60.0%,2.20,,0,0,0.0,0,0
127,2017,2017-11-19,10,29.130,BUF,@,LAC,L 24-54,*,13,114,8.77,1,1,1,12,12.00,1,100.0%,12.00,,2,12,0.0,0,0
128,2017,2017-11-26,11,29.137,BUF,@,KAN,W 16-10,*,22,49,2.23,0,4,4,30,7.50,0,100.0%,7.50,,0,0,0.0,0,0
129,2017,2017-12-03,12,29.144,BUF,,NWE,L 3-23,*,15,93,6.20,0,5,2,9,4.50,0,40.0%,1.80,,0,0,0.0,0,0
130,2017,2017-12-10,13,29.151,BUF,,IND,W 13-7,*,32,156,4.88,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
131,2017,2017-12-17,14,29.158,BUF,,MIA,W 24-16,*,20,50,2.50,1,5,4,46,11.50,1,80.0%,9.20,,2,12,0.0,0,0
132,2017,2017-12-24,15,29.165,BUF,@,NWE,L 16-37,*,17,71,4.18,0,7,5,76,15.20,0,71.4%,10.86,,0,0,0.0,0,0
133,2017,2017-12-31,16,29.172,BUF,@,MIA,W 22-16,*,11,10,0.91,0,3,2,22,11.00,0,66.7%,7.33,,0,0,0.0,0,0
134,2018,2018-09-09,1,30.059,BUF,@,BAL,L 3-47,*,7,22,3.14,0,3,1,-1,-1.00,0,33.3%,-0.33,,0,0,0.0,0,0
135,2018,2018-09-16,2,30.066,BUF,,LAC,L 20-31,*,9,39,4.33,0,4,4,29,7.25,0,100.0%,7.25,,0,0,0.0,0,0
