ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2003,2003-09-07,1,24.055,BUF,,NWE,W 31-0,*
2,2003,2003-09-14,2,24.062,BUF,@,JAX,W 38-17,*
3,2003,2003-09-21,3,24.069,BUF,@,MIA,L 7-17,*
4,2003,2003-09-28,4,24.076,BUF,,PHI,L 13-23,*
5,2003,2003-10-05,5,24.083,BUF,,CIN,W 22-16,*
6,2003,2003-10-12,6,24.090,BUF,@,NYJ,L 3-30,*
7,2003,2003-10-19,7,24.097,BUF,,WAS,W 24-7,*
8,2003,2003-10-26,8,24.104,BUF,@,KAN,L 5-38,*
9,2003,2003-11-09,9,24.118,BUF,@,DAL,L 6-10,*
10,2003,2003-11-16,10,24.125,BUF,,HOU,L 10-12,*
11,2003,2003-11-23,11,24.132,BUF,,IND,L 14-17,*
12,2003,2003-12-21,15,24.160,BUF,,MIA,L 3-20,
13,2003,2003-12-27,16,24.166,BUF,@,NWE,L 0-31,*
14,2004,2004-10-31,7,25.109,BUF,,ARI,W 38-14,
15,2004,2005-01-02,16,25.172,BUF,,PIT,L 24-29,
16,2005,2005-10-30,7,26.108,CLE,@,HOU,L 16-19,
17,2005,2005-11-06,8,26.115,CLE,,TEN,W 20-14,
18,2005,2005-11-13,9,26.122,CLE,@,PIT,L 21-34,*
19,2005,2005-11-20,10,26.129,CLE,,MIA,W 22-0,*
20,2005,2005-11-27,11,26.136,CLE,@,MIN,L 12-24,*
21,2005,2005-12-04,12,26.143,CLE,,JAX,L 14-20,*
22,2005,2005-12-11,13,26.150,CLE,@,CIN,L 20-23,
23,2005,2005-12-18,14,26.157,CLE,@,OAK,W 9-7,
24,2005,2005-12-24,15,26.163,CLE,,PIT,L 0-41,*
25,2005,2006-01-01,16,26.171,CLE,,BAL,W 20-16,*
26,2006,2006-09-11,1,27.059,WAS,,MIN,L 16-19,
27,2006,2006-09-17,2,27.065,WAS,@,DAL,L 10-27,
28,2006,2006-10-22,7,27.100,WAS,@,IND,L 22-36,
29,2006,2006-11-05,8,27.114,WAS,,DAL,W 22-19,
30,2006,2006-11-12,9,27.121,WAS,@,PHI,L 3-27,
31,2006,2006-11-19,10,27.128,WAS,@,TAM,L 17-20,
32,2006,2006-11-26,11,27.135,WAS,,CAR,W 17-13,
33,2006,2006-12-03,12,27.142,WAS,,ATL,L 14-24,
34,2006,2006-12-10,13,27.149,WAS,,PHI,L 19-21,
35,2006,2006-12-17,14,27.156,WAS,@,NOR,W 16-10,
36,2006,2006-12-24,15,27.163,WAS,@,STL,L 31-37,
37,2006,2006-12-30,16,27.169,WAS,,NYG,L 28-34,
38,2007,2007-09-09,1,28.057,WAS,,MIA,W 16-13,
39,2007,2007-09-17,2,28.065,WAS,@,PHI,W 20-12,
40,2007,2007-09-23,3,28.071,WAS,,NYG,L 17-24,
41,2007,2007-10-07,4,28.085,WAS,,DET,W 34-3,
42,2007,2007-10-14,5,28.092,WAS,@,GNB,L 14-17,
43,2007,2007-10-21,6,28.099,WAS,,ARI,W 21-19,*
44,2007,2007-10-28,7,28.106,WAS,@,NWE,L 7-52,
45,2007,2007-11-18,10,28.127,WAS,@,DAL,L 23-28,
46,2007,2007-11-25,11,28.134,WAS,@,TAM,L 13-19,
47,2007,2007-12-02,12,28.141,WAS,,BUF,L 16-17,
48,2007,2007-12-06,13,28.145,WAS,,CHI,W 24-16,
