ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1998,1998-10-11,5,23.090,CAR,@,DAL,L 20-27,,,,,,,0.0%,,,
2,1998,1998-11-22,11,23.132,CAR,@,STL,W 24-20,,1,1,35,35.00,0,100.0%,35.00,0,0
3,1998,1998-11-29,12,23.139,CAR,@,NYJ,L 21-48,,2,,,,,0.0%,,,
4,1998,1998-12-06,13,23.146,CAR,,SFO,L 28-31,,2,1,11,11.00,0,50.0%,5.50,0,0
5,1998,1998-12-13,14,23.153,CAR,,WAS,L 25-28,,1,,,,,0.0%,,,
6,1998,1998-12-20,15,23.160,CAR,,STL,W 20-13,,1,,,,,0.0%,,,
7,1998,1998-12-27,16,23.167,CAR,@,IND,W 27-19,,2,1,16,16.00,0,50.0%,8.00,0,0
8,1999,1999-09-12,1,24.061,CAR,@,NOR,L 10-19,,1,,,,,0.0%,,,
9,1999,1999-09-19,2,24.068,CAR,,JAX,L 20-22,,,,,,,0.0%,,,
10,1999,1999-10-24,6,24.103,CAR,,DET,L 9-24,,3,1,7,7.00,0,33.3%,2.33,0,0
11,1999,1999-10-31,7,24.110,CAR,@,ATL,L 20-27,,2,2,60,30.00,0,100.0%,30.00,0,0
12,1999,1999-11-07,8,24.117,CAR,,PHI,W 33-7,,,,,,,0.0%,,,
13,1999,1999-11-14,9,24.124,CAR,@,STL,L 10-35,,3,1,24,24.00,0,33.3%,8.00,0,0
14,1999,1999-11-21,10,24.131,CAR,@,CLE,W 31-17,,1,,,,,0.0%,,,
15,1999,1999-11-28,11,24.138,CAR,,ATL,W 34-28,*,5,5,133,26.60,1,100.0%,26.60,1,6
16,1999,1999-12-05,12,24.145,CAR,,STL,L 21-34,,3,1,36,36.00,1,33.3%,12.00,1,6
17,1999,1999-12-12,13,24.152,CAR,@,GNB,W 33-31,,1,,,,,0.0%,,,
18,1999,1999-12-18,14,24.158,CAR,,SFO,W 41-24,,2,1,10,10.00,0,50.0%,5.00,0,0
19,1999,1999-12-26,15,24.166,CAR,@,PIT,L 20-30,,5,,,,,0.0%,,,
20,1999,2000-01-02,16,24.173,CAR,,NOR,W 45-13,,2,,,,,0.0%,,,
21,2000,2000-09-03,1,25.052,CAR,@,WAS,L 17-20,*,6,4,71,17.75,0,66.7%,11.83,0,0
22,2000,2000-09-10,2,25.059,CAR,@,SFO,W 38-22,*,7,6,115,19.17,1,85.7%,16.43,1,6
23,2000,2000-09-17,3,25.066,CAR,,ATL,L 10-15,*,7,4,69,17.25,0,57.1%,9.86,0,0
24,2000,2000-10-01,4,25.080,CAR,,DAL,L 13-16,,4,3,21,7.00,0,75.0%,5.25,0,0
25,2000,2000-10-08,5,25.087,CAR,,SEA,W 26-3,,8,5,93,18.60,1,62.5%,11.63,1,6
26,2000,2000-10-15,6,25.094,CAR,@,NOR,L 6-24,,11,5,67,13.40,0,45.5%,6.09,0,0
27,2000,2000-10-22,7,25.101,CAR,,SFO,W 34-16,*,11,6,90,15.00,0,54.5%,8.18,0,0
28,2000,2000-10-29,8,25.108,CAR,@,ATL,L 12-13,*,9,4,41,10.25,0,44.4%,4.56,0,0
29,2000,2000-11-05,9,25.115,CAR,@,STL,W 27-24,*,5,3,62,20.67,1,60.0%,12.40,1,6
30,2000,2000-11-12,10,25.122,CAR,,NOR,L 10-20,*,11,7,78,11.14,0,63.6%,7.09,0,0
31,2000,2000-11-19,11,25.129,CAR,@,MIN,L 17-31,,4,3,24,8.00,0,75.0%,6.00,0,0
32,2000,2000-12-03,13,25.143,CAR,,STL,W 16-3,,4,2,23,11.50,0,50.0%,5.75,0,0
33,2000,2000-12-10,14,25.150,CAR,@,KAN,L 14-15,*,6,5,77,15.40,0,83.3%,12.83,0,0
34,2000,2000-12-17,15,25.157,CAR,,SDG,W 30-22,*,10,3,29,9.67,0,30.0%,2.90,0,0
35,2000,2000-12-24,16,25.164,CAR,@,OAK,L 9-52,*,9,6,66,11.00,0,66.7%,7.33,0,0
36,2001,2001-09-09,1,26.058,CAR,@,MIN,W 24-13,*,1,1,13,13.00,0,100.0%,13.00,0,0
37,2001,2001-09-23,2,26.072,CAR,@,ATL,L 16-24,*,8,6,71,11.83,0,75.0%,8.88,0,0
38,2001,2001-09-30,3,26.079,CAR,,GNB,L 7-28,*,7,4,52,13.00,0,57.1%,7.43,0,0
39,2001,2001-10-07,4,26.086,CAR,@,SFO,L 14-24,*,4,1,39,39.00,0,25.0%,9.75,0,0
40,2001,2001-10-14,5,26.093,CAR,,NOR,L 25-27,*,11,7,44,6.29,1,63.6%,4.00,1,6
41,2001,2001-10-21,6,26.100,CAR,@,WAS,L 14-17,*,8,6,75,12.50,0,75.0%,9.38,0,0
42,2001,2001-10-28,7,26.107,CAR,,NYJ,L 12-13,,8,3,23,7.67,0,37.5%,2.88,0,0
43,2001,2001-11-04,8,26.114,CAR,@,MIA,L 6-23,*,6,,,,,0.0%,,,
44,2001,2001-11-11,9,26.121,CAR,@,STL,L 14-48,*,4,2,11,5.50,0,50.0%,2.75,0,0
45,2001,2001-11-18,10,26.128,CAR,,SFO,L 22-25,*,7,5,54,10.80,0,71.4%,7.71,0,0
46,2001,2001-11-25,11,26.135,CAR,,ATL,L 7-10,*,7,3,29,9.67,0,42.9%,4.14,0,0
47,2001,2001-12-02,12,26.142,CAR,@,NOR,L 23-27,*,2,2,42,21.00,0,100.0%,21.00,0,0
48,2001,2001-12-09,13,26.149,CAR,@,BUF,L 24-25,*,5,1,14,14.00,0,20.0%,2.80,0,0
49,2001,2001-12-23,14,26.163,CAR,,STL,L 32-38,*,12,4,77,19.25,0,33.3%,6.42,0,0
50,2001,2001-12-30,15,26.170,CAR,,ARI,L 7-30,*,8,6,39,6.50,1,75.0%,4.88,1,6
51,2001,2002-01-06,16,26.177,CAR,,NWE,L 6-38,*,7,1,14,14.00,0,14.3%,2.00,0,0
52,2002,2002-09-09,1,27.058,NWE,,PIT,W 30-14,,5,3,54,18.00,1,60.0%,10.80,1,6
53,2002,2002-09-15,2,27.064,NWE,@,NYJ,W 44-7,,2,1,14,14.00,0,50.0%,7.00,0,0
54,2002,2002-09-22,3,27.071,NWE,,KAN,W 41-38,*,3,2,10,5.00,0,66.7%,3.33,0,0
55,2002,2002-09-29,4,27.078,NWE,@,SDG,L 14-21,,5,2,23,11.50,0,40.0%,4.60,0,0
56,2002,2002-10-06,5,27.085,NWE,@,MIA,L 13-26,,3,1,7,7.00,0,33.3%,2.33,0,0
57,2002,2002-10-13,6,27.092,NWE,,GNB,L 10-28,,4,2,16,8.00,0,50.0%,4.00,0,0
58,2002,2002-11-24,11,27.134,NWE,,MIN,W 24-17,,1,,,,,0.0%,,,
59,2002,2002-11-28,12,27.138,NWE,@,DET,W 20-12,,1,,,,,0.0%,,,
60,2002,2002-12-08,13,27.148,NWE,,BUF,W 27-17,,3,1,9,9.00,1,33.3%,3.00,1,6
61,2002,2002-12-16,14,27.156,NWE,@,TEN,L 7-24,,2,,,,,0.0%,,,
62,2002,2002-12-22,15,27.162,NWE,,NYJ,L 17-30,,2,,,,,0.0%,,,
63,2002,2002-12-29,16,27.169,NWE,,MIA,W 27-24,,,,,,,0.0%,,,
