ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2006,2006-09-10,1,24.001,GNB,,CHI,L 0-26,,,,
2,2006,2006-09-17,2,24.008,GNB,,NOR,L 27-34,,,,
3,2006,2006-09-24,3,24.015,GNB,@,DET,W 31-24,,,,
4,2006,2006-10-02,4,24.023,GNB,@,PHI,L 9-31,,,,
5,2006,2006-11-19,10,24.071,GNB,,NWE,L 0-35,,,,
6,2006,2006-11-27,11,24.079,GNB,@,SEA,L 24-34,*,,,
7,2006,2006-12-03,12,24.085,GNB,,NYJ,L 10-38,,,,
8,2006,2006-12-10,13,24.092,GNB,@,SFO,W 30-19,,,,
9,2008,2008-10-05,5,26.026,CIN,@,DAL,L 22-31,,,,
10,2008,2008-10-12,6,26.033,CIN,@,NYJ,L 14-26,,,,
11,2008,2008-10-19,7,26.040,CIN,,PIT,L 10-38,,0.0,0,1
12,2008,2008-10-26,8,26.047,CIN,@,HOU,L 6-35,,0.0,0,0
13,2008,2008-11-02,9,26.054,CIN,,JAX,W 21-19,,,,
14,2008,2008-11-16,10,26.068,CIN,,PHI,T 13-13,,0.0,0,1
15,2009,2009-09-13,1,27.004,CIN,,DEN,L 7-12,,,,
16,2009,2009-09-20,2,27.011,CIN,@,GNB,W 31-24,,,,
17,2009,2009-09-27,3,27.018,CIN,,PIT,W 23-20,,,,
18,2009,2009-10-04,4,27.025,CIN,@,CLE,W 23-20,,0.0,0,0
19,2009,2009-10-11,5,27.032,CIN,@,BAL,W 17-14,,0.0,0,0
20,2009,2009-10-18,6,27.039,CIN,,HOU,L 17-28,,,,
21,2009,2009-10-25,7,27.046,CIN,,CHI,W 45-10,,0.0,0,1
22,2009,2009-11-08,8,27.060,CIN,,BAL,W 17-7,,0.0,0,0
23,2009,2009-11-15,9,27.067,CIN,@,PIT,W 18-12,,0.0,0,0
24,2009,2009-11-22,10,27.074,CIN,@,OAK,L 17-20,,0.0,0,1
25,2009,2009-11-29,11,27.081,CIN,,CLE,W 16-7,,,,
26,2009,2009-12-06,12,27.088,CIN,,DET,W 23-13,,,,
27,2009,2009-12-13,13,27.095,CIN,@,MIN,L 10-30,,0.0,0,0
28,2009,2009-12-20,14,27.102,CIN,@,SDG,L 24-27,,0.0,0,0
29,2009,2009-12-27,15,27.109,CIN,,KAN,W 17-10,,,,
30,2009,2010-01-03,16,27.116,CIN,@,NYJ,L 0-37,,0.0,2,2
31,2010,2010-11-21,10,28.073,CAR,,BAL,L 13-37,,0.0,0,0
32,2010,2010-12-12,13,28.094,CAR,,ATL,L 10-31,,,,
33,2010,2010-12-19,14,28.101,CAR,,ARI,W 19-12,,0.0,0,0
34,2010,2010-12-23,15,28.105,CAR,@,PIT,L 3-27,,0.0,0,1
35,2010,2011-01-02,16,28.115,CAR,@,ATL,L 10-31,,0.0,0,0
