ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1977,1977-09-18,1,22.202,ATL,,RAM,W 17-6,0,0,,0,0,0,,0,2,15,7.50,0,0,0
2,1977,1977-09-25,2,22.209,ATL,@,WAS,L 6-10,0,0,,0,0,0,,0,1,0,0.00,0,0,0
3,1977,1977-10-02,3,22.216,ATL,,NYG,W 17-3,,,,,,,,,,,,,,
4,1977,1977-10-09,4,22.223,ATL,@,SFO,W 7-0,0,0,,0,0,0,,0,1,0,0.00,0,0,0
5,1977,1977-10-16,5,22.230,ATL,@,BUF,L 0-3,,,,,,,,,,,,,,
6,1977,1977-10-23,6,22.237,ATL,@,CHI,W 16-10,0,0,,0,1,0,0.00,0,0,0,,0,0,0
7,1977,1977-10-30,7,22.244,ATL,,MIN,L 7-14,,,,,,,,,,,,,,
8,1977,1977-11-06,8,22.251,ATL,,SFO,L 3-10,,,,,,,,,,,,,,
9,1977,1977-11-13,9,22.258,ATL,,DET,W 17-6,,,,,,,,,,,,,,
10,1977,1977-11-20,10,22.265,ATL,@,NOR,L 20-21,,,,,,,,,,,,,,
11,1977,1977-11-27,11,22.272,ATL,@,TAM,W 17-0,0,0,,0,0,0,,0,3,25,8.33,0,0,0
12,1977,1977-12-04,12,22.279,ATL,,NWE,L 10-16,,,,,,,,,,,,,,
13,1977,1977-12-11,13,22.286,ATL,@,RAM,L 7-23,,,,,,,,,,,,,,
14,1977,1977-12-18,14,22.293,ATL,,NOR,W 35-7,1,5,5.00,1,0,0,,0,0,0,,0,1,6
15,1978,1978-09-03,1,23.187,ATL,,HOU,W 20-14,1,12,12.00,0,0,0,,0,4,27,6.75,0,0,0
16,1978,1978-09-10,2,23.194,ATL,@,RAM,L 0-10,1,15,15.00,0,0,0,,0,0,0,,0,0,0
17,1978,1978-09-17,3,23.201,ATL,,CLE,L 16-24,3,48,16.00,0,0,0,,0,0,0,,0,0,0
18,1978,1978-09-24,4,23.208,ATL,@,TAM,L 9-14,4,23,5.75,0,0,0,,0,0,0,,0,0,0
19,1978,1978-10-01,5,23.215,ATL,,NYG,W 23-20,1,15,15.00,0,0,0,,0,3,63,21.00,0,0,0
20,1978,1978-10-08,6,23.222,ATL,@,PIT,L 7-31,5,88,17.60,0,0,0,,0,1,24,24.00,0,0,0
21,1978,1978-10-15,7,23.229,ATL,,DET,W 14-0,3,41,13.67,1,0,0,,0,1,0,0.00,0,1,6
22,1978,1978-10-22,8,23.236,ATL,@,SFO,W 20-17,2,66,33.00,1,0,0,,0,2,10,5.00,0,1,6
23,1978,1978-10-30,9,23.244,ATL,,RAM,W 15-7,0,0,,0,0,0,,0,1,0,0.00,0,0,0
24,1978,1978-11-05,10,23.250,ATL,,SFO,W 21-10,3,59,19.67,0,0,0,,0,4,21,5.25,0,0,0
25,1978,1978-11-12,11,23.257,ATL,@,NOR,W 20-17,4,68,17.00,0,0,0,,0,2,9,4.50,0,0,0
26,1978,1978-11-19,12,23.264,ATL,@,CHI,L 7-13,8,107,13.38,0,0,0,,0,3,33,11.00,0,0,0
27,1978,1978-11-26,13,23.271,ATL,,NOR,W 20-17,4,69,17.25,0,0,0,,0,3,25,8.33,0,0,0
28,1978,1978-12-03,14,23.278,ATL,@,CIN,L 7-37,1,6,6.00,0,0,0,,0,0,0,,0,0,0
29,1978,1978-12-10,15,23.285,ATL,,WAS,W 20-17,2,33,16.50,0,0,0,,0,2,12,6.00,0,0,0
30,1978,1978-12-17,16,23.292,ATL,@,STL,L 21-42,3,29,9.67,0,0,0,,0,2,3,1.50,0,0,0
31,1979,1979-09-02,1,24.186,ATL,@,NOR,W 40-34,0,0,,0,0,0,,0,2,16,8.00,0,0,0
32,1979,1979-09-10,2,24.194,ATL,@,PHI,W 14-10,,,,,,,,,,,,,,
33,1979,1979-09-16,3,24.200,ATL,,DEN,L 17-20,,,,,,,,,,,,,,
34,1979,1979-09-30,5,24.214,ATL,,WAS,L 7-16,,,,,,,,,,,,,,
35,1979,1979-10-07,6,24.221,ATL,,GNB,W 25-7,0,0,,0,0,0,,0,1,8,8.00,0,0,0
36,1979,1979-10-14,7,24.228,ATL,@,OAK,L 19-50,,,,,,,,,,,,,,
37,1979,1979-10-29,9,24.243,ATL,,SEA,L 28-31,2,37,18.50,2,0,0,,0,0,0,,0,2,12
38,1979,1979-11-04,10,24.249,ATL,,TAM,W 17-14,,,,,,,,,,,,,,
39,1979,1979-11-11,11,24.256,ATL,@,NYG,L 3-24,,,,,,,,,,,,,,
40,1979,1979-11-19,12,24.264,ATL,@,RAM,L 14-20,0,0,,0,0,0,,0,2,25,12.50,0,0,0
41,1979,1979-11-25,13,24.270,ATL,,NOR,L 6-37,0,0,,0,0,0,,0,3,6,2.00,0,0,0
42,1979,1979-12-02,14,24.277,ATL,@,SDG,W 28-26,1,9,9.00,0,0,0,,0,2,4,2.00,0,0,0
43,1979,1979-12-09,15,24.284,ATL,,RAM,L 13-34,1,13,13.00,0,0,0,,0,0,0,,0,0,0
44,1979,1979-12-16,16,24.291,ATL,,SFO,W 31-21,0,0,,0,0,0,,0,2,13,6.50,0,0,0
