ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1988,1988-09-04,1,24.039,TAM,,PHI,L 14-41
2,1988,1988-10-23,8,24.088,TAM,,MIN,L 20-49
3,1988,1988-10-30,9,24.095,TAM,,MIA,L 14-17
4,1988,1988-11-06,10,24.102,TAM,@,CHI,L 10-28
5,1988,1988-11-13,11,24.109,TAM,@,DET,W 23-20
6,1988,1988-11-20,12,24.116,TAM,,CHI,L 15-27
7,1988,1988-11-27,13,24.123,TAM,@,ATL,L 10-17
8,1988,1988-12-04,14,24.130,TAM,,BUF,W 10-5
9,1988,1988-12-11,15,24.137,TAM,@,NWE,L 7-10
10,1988,1988-12-18,16,24.144,TAM,,DET,W 21-10
