ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2005,2005-09-11,1,25.044,GNB,@,DET,L 3-17,,1,-11,-11.00,0,0,0,,0,0,0,,0,,,,6,248,41.33,0
2,2005,2005-09-18,2,25.051,GNB,,CLE,L 24-26,,0,0,,0,0,0,,0,0,0,,0,,,,3,103,34.33,0
3,2005,2005-09-25,3,25.058,GNB,,TAM,L 16-17,,0,0,,0,0,0,,0,0,0,,0,,,,2,98,49.00,0
4,2005,2005-10-03,4,25.066,GNB,@,CAR,L 29-32,,0,0,,0,0,0,,0,0,0,,0,,,,5,227,45.40,0
5,2005,2005-10-09,5,25.072,GNB,,NOR,W 52-3,,0,0,,0,0,0,,0,0,0,,0,,,,6,227,37.83,0
6,2005,2005-10-23,6,25.086,GNB,@,MIN,L 20-23,,0,0,,0,0,0,,0,0,0,,0,,,,3,136,45.33,0
7,2005,2005-10-30,7,25.093,GNB,@,CIN,L 14-21,,0,0,,0,0,0,,0,0,0,,0,,,,3,125,41.67,0
8,2005,2005-11-06,8,25.100,GNB,,PIT,L 10-20,,0,0,,0,0,0,,0,0,0,,0,,,,3,147,49.00,0
9,2005,2005-11-13,9,25.107,GNB,@,ATL,W 33-25,,0,0,,0,1,1,100.00,4,0,0,83.3,0,0,4.00,4.00,3,126,42.00,0
10,2005,2005-11-21,10,25.115,GNB,,MIN,L 17-20,,0,0,,0,0,0,,0,0,0,,0,,,,7,254,36.29,0
11,2005,2005-11-27,11,25.121,GNB,@,PHI,L 14-19,,0,0,,0,0,0,,0,0,0,,0,,,,7,252,36.00,0
12,2005,2005-12-04,12,25.128,GNB,@,CHI,L 7-19,,0,0,,0,0,0,,0,0,0,,0,,,,7,250,35.71,0
13,2005,2005-12-11,13,25.135,GNB,,DET,W 16-13,,0,0,,0,0,0,,0,0,0,,0,,,,5,172,34.40,0
14,2005,2005-12-19,14,25.143,GNB,@,BAL,L 3-48,,0,0,,0,0,0,,0,0,0,,0,,,,4,143,35.75,0
