ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-09-11,1,23.263,JAX,,TEN,W 16-14,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,31,10.33,0,0,0,0.0,0,0
2,2011,2011-09-18,2,23.270,JAX,@,NYJ,L 3-32,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,7,3.50,0,0,0,0.0,0,0
3,2011,2011-09-25,3,23.277,JAX,@,CAR,L 10-16,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,-2,-1.00,0,0,0,0.0,0,0
4,2011,2011-10-02,4,23.284,JAX,,NOR,L 10-23,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,4,4.00,0,0,0,0.0,1,0
5,2011,2011-10-09,5,23.291,JAX,,CIN,L 20-30,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,1.00,0,0,0,0.0,0,0
6,2011,2011-10-16,6,23.298,JAX,@,PIT,L 13-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,7,7.00,0,0,0,0.0,0,0
7,2011,2011-10-24,7,23.306,JAX,,BAL,W 12-7,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
8,2011,2011-11-27,11,23.340,JAX,,HOU,L 13-20,,3,1,25,25.00,0,33.3%,8.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0
9,2011,2011-12-05,12,23.348,JAX,,SDG,L 14-38,,1,1,5,5.00,1,100.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,3,63,21.00,0,0,0,,0,1,6,0.0,0,0
10,2011,2011-12-11,13,23.354,JAX,,TAM,W 41-14,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,1,19,19.00,0,0,0,,0,0,0,0.0,0,0
11,2012,2012-09-09,1,24.262,JAX,@,MIN,L 23-26,,7,4,74,18.50,1,57.1%,10.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
12,2012,2012-09-16,2,24.269,JAX,,HOU,L 7-27,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
13,2012,2012-09-23,3,24.276,JAX,@,IND,W 22-17,,2,1,80,80.00,1,50.0%,40.00,1,-4,-4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
14,2012,2012-09-30,4,24.283,JAX,,CIN,L 10-27,,5,1,8,8.00,0,20.0%,1.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
15,2012,2012-10-07,5,24.290,JAX,,CHI,L 3-41,,3,2,43,21.50,0,66.7%,14.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
16,2012,2012-10-21,6,24.304,JAX,@,OAK,L 23-26,*,10,4,79,19.75,1,40.0%,7.90,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
17,2012,2012-10-28,7,24.311,JAX,@,GNB,L 15-24,*,12,8,116,14.50,0,66.7%,9.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
18,2012,2012-11-04,8,24.318,JAX,,DET,L 14-31,*,4,3,56,18.67,0,75.0%,14.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
19,2012,2012-11-08,9,24.322,JAX,,IND,L 10-27,*,13,6,105,17.50,1,46.2%,8.08,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
20,2012,2012-11-18,10,24.332,JAX,@,HOU,L 37-43,*,6,3,81,27.00,1,50.0%,13.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
21,2012,2012-11-25,11,24.339,JAX,,TEN,W 24-19,*,7,4,105,26.25,1,57.1%,15.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
22,2012,2012-12-02,12,24.346,JAX,@,BUF,L 18-34,*,12,7,77,11.00,1,58.3%,6.42,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
23,2012,2012-12-16,14,24.360,JAX,@,MIA,L 3-24,*,11,6,101,16.83,0,54.5%,9.18,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
24,2012,2012-12-23,15,25.001,JAX,,NWE,L 16-23,*,11,6,54,9.00,0,54.5%,4.91,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
25,2013,2013-09-08,1,25.260,JAX,,KAN,L 2-28,*,11,3,40,13.33,0,27.3%,3.64,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
26,2013,2013-09-15,2,25.267,JAX,@,OAK,L 9-19,*,14,8,93,11.63,0,57.1%,6.64,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
27,2013,2013-09-22,3,25.274,JAX,@,SEA,L 17-45,*,15,8,143,17.88,0,53.3%,9.53,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
28,2013,2013-09-29,4,25.281,JAX,,IND,L 3-37,*,12,7,61,8.71,0,58.3%,5.08,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
29,2013,2013-10-06,5,25.288,JAX,@,STL,L 20-34,*,10,5,74,14.80,1,50.0%,7.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
30,2013,2013-10-13,6,25.295,JAX,@,DEN,L 19-35,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
31,2013,2013-10-20,7,25.302,JAX,,SDG,L 6-24,*,13,8,80,10.00,0,61.5%,6.15,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
32,2013,2013-10-27,8,25.309,JAX,,SFO,L 10-42,*,10,7,74,10.57,0,70.0%,7.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
33,2013,2013-11-10,9,25.323,JAX,@,TEN,W 29-27,*,4,2,42,21.00,0,50.0%,10.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
34,2013,2013-11-17,10,25.330,JAX,,ARI,L 14-27,*,5,2,22,11.00,0,40.0%,4.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
35,2013,2013-11-24,11,25.337,JAX,@,HOU,W 13-6,*,11,8,71,8.88,0,72.7%,6.45,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
36,2013,2013-12-01,12,25.344,JAX,@,CLE,W 32-28,*,11,6,64,10.67,1,54.5%,5.82,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
37,2013,2013-12-05,13,25.348,JAX,,HOU,W 27-20,*,6,2,13,6.50,1,33.3%,2.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
38,2014,2014-09-21,3,26.273,JAX,,IND,L 17-44,*,10,5,35,7.00,1,50.0%,3.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,1,0
