ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2011,2011-09-25,3,24.147,JAX,@,CAR,L 10-16,,,,,,,0.0%,,,
2,2011,2011-10-02,4,24.154,JAX,,NOR,L 10-23,,1,1,16,16.00,0,100.0%,16.00,0,0
3,2011,2011-10-09,5,24.161,JAX,,CIN,L 20-30,,1,0,0,,0,0.0%,0.00,0,0
4,2011,2011-10-16,6,24.168,JAX,@,PIT,L 13-17,,,,,,,0.0%,,,
5,2011,2011-11-13,9,24.196,JAX,@,IND,W 17-3,,5,3,39,13.00,0,60.0%,7.80,0,0
6,2011,2011-11-20,10,24.203,JAX,@,CLE,L 10-14,,3,2,14,7.00,0,66.7%,4.67,0,0
7,2011,2011-11-27,11,24.210,JAX,,HOU,L 13-20,,0,0,0,,0,0.0%,,0,0
8,2011,2011-12-05,12,24.218,JAX,,SDG,L 14-38,,0,,,,,0.0%,,,
9,2011,2011-12-11,13,24.224,JAX,,TAM,W 41-14,,4,2,19,9.50,0,50.0%,4.75,0,0
10,2011,2011-12-15,14,24.228,JAX,@,ATL,L 14-41,*,7,3,38,12.67,1,42.9%,5.43,1,6
11,2011,2011-12-24,15,24.237,JAX,@,TEN,L 17-23,,4,1,14,14.00,0,25.0%,3.50,0,0
12,2011,2012-01-01,16,24.245,JAX,,IND,W 19-13,,2,1,23,23.00,1,50.0%,11.50,1,6
