ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1977,1977-09-18,1,22.259,NWE,,KAN,W 21-17,2,63,31.50,0,0,0,0,0,0
2,1977,1977-09-26,2,22.267,NWE,@,CLE,L 27-30,5,79,15.80,0,0,0,0,0,0
3,1977,1977-10-02,3,22.273,NWE,@,NYJ,L 27-30,4,156,39.00,1,1,6,0,0,0
4,1977,1977-10-09,4,22.280,NWE,,SEA,W 31-0,,,,,,,,,
5,1977,1977-10-16,5,22.287,NWE,@,SDG,W 24-20,3,66,22.00,0,0,0,0,0,0
6,1977,1977-10-23,6,22.294,NWE,,BAL,W 17-3,1,24,24.00,0,0,0,0,0,0
7,1977,1977-10-30,7,22.301,NWE,,NYJ,W 24-13,3,60,20.00,0,0,0,0,0,0
8,1977,1977-11-06,8,22.308,NWE,,BUF,L 14-24,3,133,44.33,1,1,6,0,0,0
9,1977,1977-11-13,9,22.315,NWE,@,MIA,L 5-17,1,24,24.00,0,0,0,0,0,0
10,1977,1977-11-20,10,22.322,NWE,@,BUF,W 20-7,1,26,26.00,0,0,0,0,0,0
11,1977,1977-11-27,11,22.329,NWE,,PHI,W 14-6,1,9,9.00,0,0,0,0,0,0
12,1977,1977-12-04,12,22.336,NWE,@,ATL,W 16-10,2,106,53.00,0,0,0,0,0,0
13,1977,1977-12-11,13,22.343,NWE,,MIA,W 14-10,1,22,22.00,0,0,0,0,0,0
14,1977,1977-12-18,14,22.350,NWE,@,BAL,L 24-30,1,101,101.00,1,1,6,0,0,0
15,1978,1978-09-03,1,23.244,NWE,,WAS,L 14-16,2,37,18.50,0,0,0,0,0,0
16,1978,1978-09-10,2,23.251,NWE,@,STL,W 16-6,2,49,24.50,0,0,0,0,0,0
17,1978,1978-09-18,3,23.259,NWE,,BAL,L 27-34,3,118,39.33,0,0,0,0,0,0
18,1978,1978-09-24,4,23.265,NWE,@,OAK,W 21-14,1,4,4.00,0,0,0,1,0,0
19,1978,1978-10-01,5,23.272,NWE,,SDG,W 28-23,3,78,26.00,0,0,0,0,0,0
20,1978,1978-10-08,6,23.279,NWE,,PHI,W 24-14,2,46,23.00,0,0,0,0,0,0
21,1978,1978-10-15,7,23.286,NWE,@,CIN,W 10-3,1,17,17.00,0,0,0,0,0,0
22,1978,1978-10-22,8,23.293,NWE,,MIA,W 33-24,3,70,23.33,0,0,0,0,0,0
23,1978,1978-10-29,9,23.300,NWE,,NYJ,W 55-21,0,0,,0,0,0,1,0,0
24,1978,1978-11-05,10,23.307,NWE,@,BUF,W 14-10,2,38,19.00,0,0,0,0,0,0
25,1978,1978-11-12,11,23.314,NWE,,HOU,L 23-26,4,101,25.25,0,0,0,0,0,0
26,1978,1978-11-19,12,23.321,NWE,@,NYJ,W 19-17,1,11,11.00,0,0,0,1,44,0
27,1978,1978-11-26,13,23.328,NWE,@,BAL,W 35-14,1,7,7.00,0,0,0,1,28,0
28,1978,1978-12-03,14,23.335,NWE,@,DAL,L 10-17,,,,,,,,,
29,1978,1978-12-10,15,23.342,NWE,,BUF,W 26-24,2,60,30.00,0,0,0,0,0,0
30,1978,1978-12-18,16,23.350,NWE,@,MIA,L 3-23,,,,,,,,,
31,1979,1979-09-03,1,24.244,NWE,,PIT,L 13-16,,,,,,,,,
32,1979,1979-09-09,2,24.250,NWE,,NYJ,W 56-3,0,0,,0,0,0,1,7,0
33,1979,1979-09-16,3,24.257,NWE,@,CIN,W 20-14,,,,,,,,,
34,1979,1979-09-23,4,24.264,NWE,,SDG,W 27-21,0,0,,0,0,0,1,3,0
35,1979,1979-10-01,5,24.272,NWE,@,GNB,L 14-27,,,,,,,,,
36,1979,1979-10-07,6,24.278,NWE,,DET,W 24-17,,,,,,,,,
37,1979,1979-10-14,7,24.285,NWE,@,CHI,W 27-7,,,,,,,,,
38,1979,1979-10-21,8,24.292,NWE,,MIA,W 28-13,,,,,,,,,
39,1979,1979-10-28,9,24.299,NWE,@,BAL,L 26-31,2,33,16.50,0,0,0,0,0,0
40,1979,1979-11-04,10,24.306,NWE,@,BUF,W 26-6,0,0,,0,0,0,1,0,0
41,1979,1979-11-11,11,24.313,NWE,@,DEN,L 10-45,,,,,,,,,
42,1979,1979-11-18,12,24.320,NWE,,BAL,W 50-21,,,,,,,,,
43,1979,1979-11-25,13,24.327,NWE,,BUF,L 13-16,,,,,,,,,
44,1979,1979-11-29,14,24.331,NWE,@,MIA,L 24-39,0,0,,0,0,0,1,19,0
45,1979,1979-12-09,15,24.341,NWE,@,NYJ,L 26-27,,,,,,,,,
46,1979,1979-12-16,16,24.348,NWE,,MIN,W 27-23,0,0,,0,0,0,1,27,0
47,1980,1980-09-07,1,25.249,NWE,,CLE,W 34-17,,,,,,,,,
48,1980,1980-09-14,2,25.256,NWE,,ATL,L 21-37,,,,,,,,,
49,1980,1980-09-21,3,25.263,NWE,@,SEA,W 37-31,0,0,,0,0,0,1,0,0
50,1980,1980-09-29,4,25.271,NWE,,DEN,W 23-14,,,,,,,,,
51,1980,1980-10-05,5,25.277,NWE,@,NYJ,W 21-11,,,,,,,,,
52,1980,1980-10-12,6,25.284,NWE,,MIA,W 34-0,0,0,,0,0,0,2,45,0
53,1980,1980-10-19,7,25.291,NWE,@,BAL,W 37-21,0,0,,0,0,0,1,17,0
54,1980,1980-10-26,8,25.298,NWE,@,BUF,L 13-31,,,,,,,,,
55,1980,1980-11-02,9,25.305,NWE,,NYJ,W 34-21,,,,,,,,,
56,1980,1980-11-10,10,25.313,NWE,@,HOU,L 34-38,,,,,,,,,
57,1980,1980-11-16,11,25.319,NWE,,RAM,L 14-17,,,,,,,,,
58,1980,1980-11-23,12,25.326,NWE,,BAL,W 47-21,,,,,,,,,
59,1980,1980-11-30,13,25.333,NWE,@,SFO,L 17-21,0,0,,0,0,0,1,25,0
60,1980,1980-12-08,14,25.341,NWE,@,MIA,L 13-16,,,,,,,,,
61,1980,1980-12-14,15,25.347,NWE,,BUF,W 24-2,,,,,,,,,
62,1980,1980-12-21,16,25.354,NWE,@,NOR,W 38-27,,,,,,,,,
63,1981,1981-09-06,1,26.247,NWE,,BAL,L 28-29,,,,,,,,,
64,1981,1981-09-13,2,26.254,NWE,@,PHI,L 3-13,,,,,,,,,
65,1981,1981-09-21,3,26.262,NWE,,DAL,L 21-35,,,,,,,,,
66,1981,1981-09-27,4,26.268,NWE,@,PIT,L 21-27,,,,,,,,,
67,1981,1981-10-04,5,26.275,NWE,,KAN,W 33-17,,,,,,,,,
68,1981,1981-10-11,6,26.282,NWE,@,NYJ,L 24-28,,,,,,,,,
69,1981,1981-10-18,7,26.289,NWE,,HOU,W 38-10,,,,,,,,,
70,1981,1981-10-25,8,26.296,NWE,@,WAS,L 22-24,,,,,,,,,
71,1981,1981-11-01,9,26.303,NWE,@,OAK,L 17-27,,,,,,,,,
72,1981,1981-11-08,10,26.310,NWE,,MIA,L 27-30,0,0,,0,0,0,2,39,0
73,1981,1981-11-15,11,26.317,NWE,,NYJ,L 6-17,,,,,,,,,
74,1981,1981-11-22,12,26.324,NWE,@,BUF,L 17-20,,,,,,,,,
75,1981,1981-11-29,13,26.331,NWE,,STL,L 20-27,,,,,,,,,
76,1981,1981-12-06,14,26.338,NWE,@,MIA,L 14-24,,,,,,,,,
77,1981,1981-12-13,15,26.345,NWE,,BUF,L 10-19,,,,,,,,,
78,1981,1981-12-20,16,26.352,NWE,@,BAL,L 21-23,,,,,,,,,
79,1982,1982-09-12,1,27.253,NWE,@,BAL,W 24-13,0,0,,0,0,0,1,26,0
80,1982,1982-09-19,2,27.260,NWE,,NYJ,L 7-31,,,,,,,,,
81,1982,1982-11-21,3,27.323,NWE,@,CLE,L 7-10,,,,,,,,,
82,1982,1982-11-28,4,27.330,NWE,,HOU,W 29-21,,,,,,,,,
83,1982,1982-12-05,5,27.337,NWE,@,CHI,L 13-26,,,,,,,,,
84,1982,1982-12-12,6,27.344,NWE,,MIA,W 3-0,,,,,,,,,
85,1982,1982-12-19,7,27.351,NWE,@,SEA,W 16-0,,,,,,,,,
86,1982,1982-12-26,8,27.358,NWE,@,PIT,L 14-37,,,,,,,,,
87,1982,1983-01-02,9,28.000,NWE,,BUF,W 30-19,,,,,,,,,
88,1983,1983-09-04,1,28.245,NWE,,BAL,L 23-29,,,,,,,,,
