ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1994,1994-09-11,2,23.194,RAI,,SEA,L 9-38,,
2,1994,1994-09-18,3,23.201,RAI,@,DEN,W 48-16,,
3,1995,1995-09-03,1,24.186,OAK,,SDG,W 17-7,,
4,1995,1995-09-10,2,24.193,OAK,@,WAS,W 20-8,,
5,1995,1995-09-17,3,24.200,OAK,@,KAN,L 17-23,,
6,1995,1995-09-24,4,24.207,OAK,,PHI,W 48-17,,1.0
7,1995,1995-10-01,5,24.214,OAK,@,NYJ,W 47-10,,
8,1995,1995-10-08,6,24.221,OAK,,SEA,W 34-14,,
9,1995,1995-10-16,7,24.229,OAK,@,DEN,L 0-27,,
10,1995,1995-10-22,8,24.235,OAK,,IND,W 30-17,,1.0
11,1995,1995-11-05,9,24.249,OAK,@,CIN,W 20-17,,
12,1995,1995-11-12,10,24.256,OAK,@,NYG,W 17-13,,
13,1995,1995-11-19,11,24.263,OAK,,DAL,L 21-34,,
14,1995,1995-11-27,12,24.271,OAK,@,SDG,L 6-12,,
15,1995,1995-12-03,13,24.277,OAK,,KAN,L 23-29,,
16,1995,1995-12-10,14,24.284,OAK,,PIT,L 10-29,,
17,1995,1995-12-17,15,24.291,OAK,@,SEA,L 10-44,,
18,1995,1995-12-24,16,24.298,OAK,,DEN,L 28-31,,
19,1996,1996-09-01,1,25.184,NOR,@,SFO,L 11-27,,
20,1996,1996-09-08,2,25.191,NOR,,CAR,L 20-22,,
21,1996,1996-09-15,3,25.198,NOR,@,CIN,L 15-30,,
22,1996,1996-10-06,6,25.219,NOR,,JAX,W 17-13,,
23,1996,1996-10-13,7,25.226,NOR,,CHI,W 27-24,,
24,1996,1996-10-20,8,25.233,NOR,@,CAR,L 7-19,,
25,1996,1996-11-03,9,25.247,NOR,,SFO,L 17-24,,
26,1996,1996-11-10,10,25.254,NOR,,HOU,L 14-31,,
27,1996,1996-11-17,11,25.261,NOR,@,ATL,L 15-17,,
28,1996,1996-11-24,12,25.268,NOR,@,TAM,L 7-13,,
29,1996,1996-12-01,13,25.275,NOR,,STL,L 10-26,,
30,1996,1996-12-08,14,25.282,NOR,,ATL,L 15-31,,
31,1996,1996-12-15,15,25.289,NOR,@,NYG,W 17-3,,
32,1996,1996-12-21,16,25.295,NOR,@,STL,L 13-14,,1.0
33,1997,1997-08-31,1,26.183,NOR,@,STL,L 24-38,,
34,1997,1997-09-14,3,26.197,NOR,@,SFO,L 7-33,,
35,1997,1997-09-28,5,26.211,NOR,@,NYG,L 9-14,,
36,1997,1997-10-05,6,26.218,NOR,@,CHI,W 20-17,,
37,1997,1997-10-12,7,26.225,NOR,,ATL,L 17-23,,
38,1997,1997-10-19,8,26.232,NOR,,CAR,L 0-13,,
39,1997,1997-10-26,9,26.239,NOR,,SFO,L 0-23,,
40,1997,1997-11-09,10,26.253,NOR,@,OAK,W 13-10,,
41,1997,1997-11-23,12,26.267,NOR,@,ATL,L 3-20,,
