ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1981,1981-09-06,1,23.248,WAS,,DAL,L 10-26,2,30,15.00,0,0,0,,0,0,0,,0,0,0
2,1981,1981-09-13,2,23.255,WAS,,NYG,L 7-17,1,28,28.00,0,0,0,,0,0,0,,0,0,0
3,1981,1981-09-20,3,23.262,WAS,@,STL,L 30-40,0,0,,0,0,0,,0,0,0,,0,,
4,1981,1981-09-27,4,23.269,WAS,@,PHI,L 13-36,0,0,,0,0,0,,0,0,0,,0,,
5,1981,1981-10-04,5,23.276,WAS,,SFO,L 17-30,0,0,,0,1,19,19.00,0,0,0,,0,0,0
6,1981,1981-10-11,6,23.283,WAS,@,CHI,W 24-7,0,0,,0,0,0,,0,0,0,,0,,
7,1981,1981-10-18,7,23.290,WAS,@,MIA,L 10-13,0,0,,0,0,0,,0,0,0,,0,,
8,1981,1981-10-25,8,23.297,WAS,,NWE,W 24-22,0,0,,0,0,0,,0,0,0,,0,,
9,1981,1981-11-01,9,23.304,WAS,,STL,W 42-21,1,51,51.00,1,1,17,17.00,0,0,0,,0,1,6
10,1981,1981-11-08,10,23.311,WAS,,DET,W 33-31,8,145,18.13,0,0,0,,0,0,0,,0,0,0
11,1981,1981-11-15,11,23.318,WAS,@,NYG,W 30-27,0,0,,0,0,0,,0,0,0,,0,,
12,1981,1981-11-22,12,23.325,WAS,@,DAL,L 10-24,0,0,,0,0,0,,0,0,0,,0,,
13,1981,1981-11-29,13,23.332,WAS,@,BUF,L 14-21,4,55,13.75,0,0,0,,0,0,0,,0,0,0
14,1981,1981-12-06,14,23.339,WAS,,PHI,W 15-13,2,22,11.00,0,0,0,,0,0,0,,0,0,0
15,1981,1981-12-13,15,23.346,WAS,,BAL,W 38-14,7,104,14.86,1,0,0,,0,0,0,,0,1,6
16,1981,1981-12-20,16,23.353,WAS,@,RAM,W 30-7,1,37,37.00,1,0,0,,0,0,0,,0,1,6
17,1982,1982-09-12,1,24.254,WAS,@,PHI,W 37-34,0,0,,0,,,,,,,,,,
18,1982,1982-09-19,2,24.261,WAS,@,TAM,W 21-13,0,0,,0,,,,,,,,,,
19,1982,1982-11-21,3,24.324,WAS,@,NYG,W 27-17,2,71,35.50,0,0,0,,0,0,0,,0,0,0
20,1982,1982-11-28,4,24.331,WAS,,PHI,W 13-9,2,37,18.50,0,0,0,,0,0,0,,0,0,0
21,1982,1982-12-05,5,24.338,WAS,,DAL,L 10-24,1,24,24.00,0,0,0,,0,0,0,,0,0,0
22,1982,1982-12-12,6,24.345,WAS,@,STL,W 12-7,0,0,,0,,,,,,,,,,
23,1982,1982-12-19,7,24.352,WAS,,NYG,W 15-14,0,0,,0,,,,,,,,,,
24,1982,1982-12-26,8,24.359,WAS,@,NOR,W 27-10,1,22,22.00,0,0,0,,0,0,0,,0,0,0
25,1983,1983-09-05,1,25.247,WAS,,DAL,L 30-31,1,16,16.00,0,0,0,,0,0,0,,0,0,0
26,1983,1983-09-11,2,25.253,WAS,@,PHI,W 23-13,0,0,,0,0,0,,0,0,0,,0,,
27,1983,1983-09-18,3,25.260,WAS,,KAN,W 27-12,0,0,,0,0,0,,0,0,0,,0,,
28,1983,1983-09-25,4,25.267,WAS,@,SEA,W 27-17,0,0,,0,0,0,,0,0,0,,0,,
29,1983,1983-10-02,5,25.274,WAS,,RAI,W 37-35,0,0,,0,0,0,,0,0,0,,0,,
30,1983,1983-10-09,6,25.281,WAS,@,STL,W 38-14,0,0,,0,0,0,,0,0,0,,0,,
31,1983,1983-10-23,8,25.295,WAS,,DET,W 38-17,0,0,,0,0,0,,0,0,0,,0,,
32,1983,1983-10-31,9,25.303,WAS,@,SDG,W 27-24,1,39,39.00,1,0,0,,0,0,0,,0,1,6
33,1983,1983-11-06,10,25.309,WAS,,STL,W 45-7,0,0,,0,0,0,,0,0,0,,0,,
34,1983,1983-11-13,11,25.316,WAS,@,NYG,W 33-17,0,0,,0,1,50,50.00,0,0,0,,0,0,0
35,1983,1983-11-20,12,25.323,WAS,@,RAM,W 42-20,0,0,,0,4,96,24.00,0,1,7,7.00,0,0,0
36,1983,1983-11-27,13,25.330,WAS,,PHI,W 28-24,0,0,,0,4,72,18.00,0,2,8,4.00,0,0,0
37,1983,1983-12-04,14,25.337,WAS,,ATL,W 37-21,0,0,,0,0,0,,0,0,0,,0,,
38,1983,1983-12-11,15,25.344,WAS,@,DAL,W 31-10,0,0,,0,0,0,,0,2,42,21.00,0,0,0
39,1984,1984-09-02,1,26.245,WAS,,MIA,L 17-35,0,0,,0,0,0,,0,0,0,,0,,
40,1984,1984-09-10,2,26.253,WAS,@,SFO,L 31-37,3,44,14.67,1,0,0,,0,1,-2,-2.00,0,1,6
41,1984,1984-09-16,3,26.259,WAS,,NYG,W 30-14,2,21,10.50,0,0,0,,0,0,0,,0,0,0
42,1984,1984-09-23,4,26.266,WAS,@,NWE,W 26-10,0,0,,0,0,0,,0,0,0,,0,,
43,1984,1984-09-30,5,26.273,WAS,,PHI,W 20-0,1,2,2.00,0,0,0,,0,0,0,,0,0,0
44,1984,1984-10-07,6,26.280,WAS,@,IND,W 35-7,0,0,,0,0,0,,0,0,0,,0,,
45,1984,1984-10-14,7,26.287,WAS,,DAL,W 34-14,0,0,,0,0,0,,0,0,0,,0,,
46,1984,1984-10-21,8,26.294,WAS,@,STL,L 24-26,0,0,,0,0,0,,0,0,0,,0,,
47,1984,1984-10-28,9,26.301,WAS,@,NYG,L 13-37,3,44,14.67,0,0,0,,0,0,0,,0,0,0
48,1984,1984-11-05,10,26.309,WAS,,ATL,W 27-14,0,0,,0,0,0,,0,0,0,,0,,
49,1984,1984-11-11,11,26.315,WAS,,DET,W 28-14,0,0,,0,3,53,17.67,0,0,0,,0,0,0
50,1984,1984-12-02,14,26.336,ATL,,SFO,L 17-35,0,0,,0,0,0,,0,4,-1,-0.25,0,0,0
51,1984,1984-12-09,15,26.343,ATL,@,TAM,L 6-23,0,0,,0,2,55,27.50,0,3,13,4.33,0,0,0
52,1984,1984-12-16,16,26.350,ATL,,PHI,W 26-10,,,,,0,0,,0,0,0,,0,,
