ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1986,1986-09-07,1,26.205,BUF,,NYJ,L 24-28,*,20,33,60.61,292,3,0,119.8,1,3,8.85,10.67,3,8,2.67,0,,0,0,,0,,,0,0
2,1986,1986-09-14,2,26.212,BUF,@,CIN,L 33-36,*,13,22,59.09,228,1,2,71.8,2,21,10.36,7.18,2,0,0.00,0,,0,0,,0,,,0,0
3,1986,1986-09-21,3,26.219,BUF,,STL,W 17-10,*,6,10,60.00,105,0,0,95.8,4,23,10.50,10.50,3,-5,-1.67,0,,0,0,,0,,,0,0
4,1986,1986-09-28,4,26.226,BUF,,KAN,L 17-20,*,24,38,63.16,291,1,3,62.5,2,21,7.66,4.63,0,0,,0,,0,0,,0,,,0,0
5,1986,1986-10-05,5,26.233,BUF,@,NYJ,L 13-14,*,18,35,51.43,211,1,1,67.7,3,17,6.03,5.31,3,30,10.00,0,,0,0,,0,,,0,0
6,1986,1986-10-12,6,26.240,BUF,@,MIA,L 14-27,*,20,28,71.43,218,1,2,76.2,2,21,7.79,5.29,3,13,4.33,0,,0,0,,0,,,0,0
7,1986,1986-10-19,7,26.247,BUF,,IND,W 24-13,*,20,31,64.52,252,2,2,84.3,1,9,8.13,6.52,2,2,1.00,0,,0,0,,0,,,0,0
8,1986,1986-10-26,8,26.254,BUF,,NWE,L 3-23,*,13,26,50.00,166,0,2,38.3,5,34,6.38,2.92,4,29,7.25,0,,0,0,,0,,,0,0
9,1986,1986-11-02,9,26.261,BUF,@,TAM,L 28-34,*,29,39,74.36,342,3,0,126.2,1,18,8.77,10.31,5,42,8.40,0,,0,0,,0,,,0,0
10,1986,1986-11-09,10,26.268,BUF,,PIT,W 16-12,*,11,22,50.00,95,1,0,76.9,4,19,4.32,5.23,2,7,3.50,0,,0,0,,0,,,0,0
11,1986,1986-11-16,11,26.275,BUF,,MIA,L 24-34,*,17,33,51.52,189,2,0,89.1,1,8,5.73,6.94,2,25,12.50,0,,0,0,,0,,,0,0
12,1986,1986-11-23,12,26.282,BUF,@,NWE,L 19-22,*,22,32,68.75,250,1,2,76.3,6,58,7.81,5.63,1,8,8.00,0,,0,0,,0,,,0,0
13,1986,1986-11-30,13,26.289,BUF,@,KAN,W 17-14,*,17,34,50.00,190,2,1,74.4,2,18,5.59,5.44,1,-2,-2.00,0,,0,0,,0,,,0,0
14,1986,1986-12-07,14,26.296,BUF,,CLE,L 17-21,*,20,39,51.28,315,2,0,95.6,2,7,8.08,9.10,6,23,3.83,0,,0,0,,0,,,0,0
15,1986,1986-12-14,15,26.303,BUF,@,IND,L 14-24,*,11,19,57.89,188,1,1,87.2,1,10,9.89,8.58,1,5,5.00,0,,0,0,,0,,,0,0
