ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2009,2010-01-03,16,23.244,JAX,@,CLE,L 17-23,*,1,1,3,3.00,0,100.0%,3.00,0,0,,0
2,2010,2010-09-12,1,24.131,JAX,,DEN,W 24-17,,,,,,,0.0%,,,,,
3,2010,2010-09-19,2,24.138,JAX,@,SDG,L 13-38,,,,,,,0.0%,,,,,
4,2010,2010-10-03,4,24.152,JAX,,IND,W 31-28,,,,,,,0.0%,,,,,
5,2010,2010-10-24,7,24.173,JAX,@,KAN,L 20-42,,2,1,10,10.00,0,50.0%,5.00,0,0,,0
6,2010,2010-10-31,8,24.180,JAX,@,DAL,W 35-17,,,,,,,0.0%,,,,,
7,2010,2010-11-14,9,24.194,JAX,,HOU,W 31-24,,,,,,,0.0%,,,,,
8,2010,2010-11-21,10,24.201,JAX,,CLE,W 24-20,,,,,,,0.0%,,,,,
9,2010,2010-11-28,11,24.208,JAX,@,NYG,L 20-24,,1,,,,,0.0%,,,,,
10,2010,2010-12-05,12,24.215,JAX,@,TEN,W 17-6,,1,,,,,0.0%,,,,,
11,2010,2010-12-12,13,24.222,JAX,,OAK,W 38-31,,,,,,,0.0%,,,,,
12,2010,2010-12-19,14,24.229,JAX,@,IND,L 24-34,,0,0,0,,0,0.0%,,1,15,15.00,0
13,2010,2010-12-26,15,24.236,JAX,,WAS,L 17-20,,3,2,14,7.00,0,66.7%,4.67,0,0,,0
14,2010,2011-01-02,16,24.243,JAX,@,HOU,L 17-34,*,,,,,,0.0%,,,,,
15,2011,2011-09-11,1,25.130,JAX,,TEN,W 16-14,,,,,,,0.0%,,,,,
16,2011,2011-09-18,2,25.137,JAX,@,NYJ,L 3-32,*,,,,,,0.0%,,,,,
17,2011,2011-09-25,3,25.144,JAX,@,CAR,L 10-16,,,,,,,0.0%,,,,,
18,2011,2011-10-02,4,25.151,JAX,,NOR,L 10-23,,,,,,,0.0%,,,,,
19,2011,2011-10-09,5,25.158,JAX,,CIN,L 20-30,*,,,,,,0.0%,,,,,
20,2011,2011-10-16,6,25.165,JAX,@,PIT,L 13-17,,,,,,,0.0%,,,,,
21,2011,2011-10-24,7,25.173,JAX,,BAL,W 12-7,,,,,,,0.0%,,,,,
22,2011,2011-10-30,8,25.179,JAX,@,HOU,L 14-24,,0,0,0,,0,0.0%,,1,0,0.00,0
23,2011,2011-11-13,9,25.193,JAX,@,IND,W 17-3,*,2,1,4,4.00,0,50.0%,2.00,0,0,,0
24,2011,2011-11-20,10,25.200,JAX,@,CLE,L 10-14,*,,,,,,0.0%,,,,,
25,2011,2011-11-27,11,25.207,JAX,,HOU,L 13-20,,,,,,,0.0%,,,,,
26,2011,2011-12-05,12,25.215,JAX,,SDG,L 14-38,,3,3,24,8.00,0,100.0%,8.00,0,0,,0
27,2011,2011-12-11,13,25.221,JAX,,TAM,W 41-14,*,,,,,,0.0%,,,,,
28,2011,2011-12-15,14,25.225,JAX,@,ATL,L 14-41,*,,,,,,0.0%,,,,,
29,2011,2011-12-24,15,25.234,JAX,@,TEN,L 17-23,*,2,1,22,22.00,0,50.0%,11.00,0,0,,0
30,2012,2012-09-09,1,26.128,JAX,@,MIN,L 23-26,,,,,,,0.0%,,,,,
31,2012,2012-09-16,2,26.135,JAX,,HOU,L 7-27,*,2,1,4,4.00,0,50.0%,2.00,0,0,,0
32,2012,2012-09-23,3,26.142,JAX,@,IND,W 22-17,,0,,,,,0.0%,,,,,
33,2012,2012-09-30,4,26.149,JAX,,CIN,L 10-27,,,,,,,0.0%,,,,,
34,2012,2012-10-07,5,26.156,JAX,,CHI,L 3-41,,1,0,0,,0,0.0%,0.00,0,0,,0
35,2012,2012-10-21,6,26.170,JAX,@,OAK,L 23-26,*,1,0,0,,0,0.0%,0.00,0,0,,0
36,2012,2012-10-28,7,26.177,JAX,@,GNB,L 15-24,,,,,,,0.0%,,,,,
37,2012,2012-11-04,8,26.184,JAX,,DET,L 14-31,*,,,,,,0.0%,,,,,
38,2012,2012-11-08,9,26.188,JAX,,IND,L 10-27,*,,,,,,0.0%,,,,,
39,2012,2012-11-18,10,26.198,JAX,@,HOU,L 37-43,,1,0,0,,0,0.0%,0.00,0,0,,0
40,2012,2012-11-25,11,26.205,JAX,,TEN,W 24-19,,0,,,,,0.0%,,,,,
41,2012,2012-12-02,12,26.212,JAX,@,BUF,L 18-34,,,,,,,0.0%,,,,,
42,2012,2012-12-09,13,26.219,JAX,,NYJ,L 10-17,*,2,1,2,2.00,0,50.0%,1.00,0,0,,0
43,2012,2012-12-16,14,26.226,JAX,@,MIA,L 3-24,,,,,,,0.0%,,,,,
44,2012,2012-12-23,15,26.233,JAX,,NWE,L 16-23,,0,0,0,,0,0.0%,,1,11,11.00,0
45,2012,2012-12-30,16,26.240,JAX,@,TEN,L 20-38,,,,,,,0.0%,,,,,
