ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1976,1976-09-12,1,22.102,SEA,,STL,L 24-30,,,,,,,,,,,,,,
2,1976,1976-09-19,2,22.109,SEA,@,WAS,L 7-31,,,,,,,,,,,,,,
3,1976,1976-09-26,3,22.116,SEA,,SFO,L 21-37,,,,,,,,,,,,,,
4,1976,1976-10-03,4,22.123,SEA,,DAL,L 13-28,,,,,,,,,,,,,,
5,1976,1976-10-10,5,22.130,SEA,@,GNB,L 20-27,1,14,14.00,0,0,0,,0,0,0,,0,0,0
6,1976,1976-10-17,6,22.137,SEA,@,TAM,W 13-10,,,,,,,,,,,,,,
7,1976,1976-10-24,7,22.144,SEA,,DET,L 14-41,,,,,,,,,,,,,,
8,1976,1976-10-31,8,22.151,SEA,@,RAM,L 6-45,,,,,,,,,,,,,,
9,1976,1976-11-07,9,22.158,SEA,,ATL,W 30-13,,,,,,,,,,,,,,
10,1976,1976-11-14,10,22.165,SEA,@,MIN,L 21-27,3,112,37.33,1,0,0,,0,0,0,,0,1,6
11,1976,1976-11-21,11,22.172,SEA,,NOR,L 27-51,,,,,,,,,,,,,,
12,1976,1976-11-28,12,22.179,SEA,@,NYG,L 16-28,0,0,,0,1,2,2.00,0,0,0,,0,0,0
13,1976,1976-12-05,13,22.186,SEA,,CHI,L 7-34,,,,,,,,,,,,,,
14,1977,1977-09-18,1,23.108,SEA,,BAL,L 14-29,2,28,14.00,0,0,0,,0,0,0,,0,0,0
15,1977,1977-09-25,2,23.115,SEA,@,CIN,L 20-42,,,,,,,,,,,,,,
16,1977,1977-10-02,3,23.122,SEA,,DEN,L 13-24,,,,,,,,,,,,,,
17,1977,1977-10-09,4,23.129,SEA,@,NWE,L 0-31,,,,,,,,,,,,,,
18,1977,1977-10-16,5,23.136,SEA,,TAM,W 30-23,,,,,,,,,,,,,,
19,1977,1977-10-23,6,23.143,SEA,@,MIA,L 13-31,,,,,,,,,,,,,,
20,1977,1977-10-30,7,23.150,SEA,,BUF,W 56-17,1,20,20.00,0,0,0,,0,1,7,7.00,0,0,0
21,1977,1977-11-06,8,23.157,SEA,@,OAK,L 7-44,,,,,,,,,,,,,,
22,1977,1977-11-13,9,23.164,SEA,@,NYJ,W 17-0,2,31,15.50,0,0,0,,0,0,0,,0,0,0
23,1977,1977-11-20,10,23.171,SEA,,HOU,L 10-22,,,,,,,,,,,,,,
24,1977,1977-11-27,11,23.178,SEA,,SDG,L 28-30,,,,,,,,,,,,,,
25,1977,1977-12-04,12,23.185,SEA,@,PIT,L 20-30,,,,,,,,,,,,,,
26,1977,1977-12-11,13,23.192,SEA,@,KAN,W 34-31,0,0,,0,0,0,,0,1,12,12.00,0,0,0
27,1977,1977-12-18,14,23.199,SEA,,CLE,W 20-19,,,,,,,,,,,,,,
28,1978,1978-09-03,1,24.093,SEA,,SDG,L 20-24,,,,,,,,,,,,,,
29,1978,1978-09-10,2,24.100,SEA,@,PIT,L 10-21,1,8,8.00,0,0,0,,0,0,0,,0,0,0
30,1978,1978-09-17,3,24.107,SEA,@,NYJ,W 24-17,1,2,2.00,0,0,0,,0,0,0,,0,0,0
31,1978,1978-09-24,4,24.114,SEA,,DET,W 28-16,2,31,15.50,0,1,13,13.00,0,0,0,,0,0,0
32,1978,1978-10-01,5,24.121,SEA,@,DEN,L 7-28,3,49,16.33,0,0,0,,0,0,0,,0,0,0
33,1978,1978-10-08,6,24.128,SEA,,MIN,W 29-28,1,29,29.00,0,0,0,,0,0,0,,0,0,0
34,1978,1978-10-15,7,24.135,SEA,@,GNB,L 28-45,2,29,14.50,0,0,0,,0,0,0,,0,0,0
35,1978,1978-10-22,8,24.142,SEA,,OAK,W 27-7,2,22,11.00,0,0,0,,0,0,0,,0,0,0
36,1978,1978-10-29,9,24.149,SEA,,DEN,L 17-20,1,4,4.00,0,1,0,0.00,0,0,0,,0,0,0
37,1978,1978-11-05,10,24.156,SEA,@,CHI,W 31-29,,,,,,,,,,,,,,
38,1978,1978-11-12,11,24.163,SEA,,BAL,L 14-17,2,24,12.00,0,0,0,,0,0,0,,0,0,0
39,1978,1978-11-19,12,24.170,SEA,@,KAN,W 13-10,1,16,16.00,0,0,0,,0,0,0,,0,0,0
40,1978,1978-11-26,13,24.177,SEA,@,OAK,W 17-16,2,57,28.50,1,0,0,,0,0,0,,0,1,6
41,1978,1978-12-03,14,24.184,SEA,,CLE,W 47-24,2,21,10.50,0,0,0,,0,0,0,,0,0,0
42,1978,1978-12-10,15,24.191,SEA,@,SDG,L 10-37,2,24,12.00,0,0,0,,0,0,0,,0,0,0
43,1978,1978-12-17,16,24.198,SEA,,KAN,W 23-19,,,,,,,,,,,,,,
44,1979,1979-09-02,1,25.092,SEA,,SDG,L 16-33,1,7,7.00,0,0,0,,0,0,0,,0,0,0
45,1979,1979-09-09,2,25.099,SEA,@,MIA,L 10-19,3,44,14.67,1,0,0,,0,0,0,,0,1,6
46,1979,1979-09-16,3,25.106,SEA,,OAK,W 27-10,1,8,8.00,0,0,0,,0,0,0,,0,0,0
47,1979,1979-09-23,4,25.113,SEA,@,DEN,L 34-37,1,16,16.00,0,0,0,,0,0,0,,0,0,0
48,1979,1979-09-30,5,25.120,SEA,,KAN,L 6-24,,,,,,,,,,,,,,
49,1979,1979-10-07,6,25.127,SEA,@,SFO,W 35-24,3,26,8.67,0,0,0,,0,0,0,,0,0,0
50,1979,1979-10-14,7,25.134,SEA,@,SDG,L 10-20,,,,,,,,,,,,,,
51,1979,1979-10-21,8,25.141,SEA,,HOU,W 34-14,,,,,,,,,,,,,,
52,1979,1979-10-29,9,25.149,SEA,@,ATL,W 31-28,1,2,2.00,0,0,0,,0,0,0,,0,0,0
53,1979,1979-11-04,10,25.155,SEA,,RAM,L 0-24,,,,,,,,,,,,,,
54,1979,1979-11-11,11,25.162,SEA,@,CLE,W 29-24,1,41,41.00,0,0,0,,0,0,0,,0,0,0
55,1979,1979-11-18,12,25.169,SEA,,NOR,W 38-24,3,32,10.67,0,0,0,,0,0,0,,0,0,0
56,1979,1979-11-26,13,25.177,SEA,,NYJ,W 30-7,1,17,17.00,0,0,0,,0,0,0,,0,0,0
57,1979,1979-12-02,14,25.183,SEA,@,KAN,L 21-37,2,32,16.00,0,0,0,,0,0,0,,0,0,0
58,1979,1979-12-08,15,25.189,SEA,,DEN,W 28-23,,,,,,,,,,,,,,
59,1979,1979-12-16,16,25.197,SEA,@,OAK,W 29-24,3,27,9.00,0,0,0,,0,0,0,,0,0,0
