ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1992,1992-09-20,3,23.250,CLE,@,RAI,W 28-16,,0,0,,0,0.0%,,,,,,,
2,1992,1992-09-27,4,23.257,CLE,,DEN,L 0-12,,0,0,,0,0.0%,,,,,,,
3,1992,1992-10-11,5,23.271,CLE,,PIT,W 17-9,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0
4,1992,1992-11-08,9,23.299,CLE,@,HOU,W 24-14,,0,0,,0,0.0%,,,,,,,
5,1992,1992-11-15,10,23.306,CLE,,SDG,L 13-14,,0,0,,0,0.0%,,,,,,,
6,1992,1992-11-22,11,23.313,CLE,@,MIN,L 13-17,,0,0,,0,0.0%,,,,,,,
7,1992,1992-12-06,13,23.327,CLE,,CIN,W 37-21,,0,0,,0,0.0%,,,,,,,
8,1992,1992-12-13,14,23.334,CLE,@,DET,L 14-24,,0,0,,0,0.0%,,,,,,,
9,1992,1992-12-20,15,23.341,CLE,,HOU,L 14-17,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0
10,1992,1992-12-27,16,23.348,CLE,@,PIT,L 13-23,4,2,28,14.00,0,50.0%,7.00,0,0,,0,0,0
11,1993,1993-09-13,2,24.242,CLE,,SFO,W 23-13,1,0,0,,0,0.0%,0.00,0,0,,0,,
12,1993,1993-09-19,3,24.248,CLE,@,RAI,W 19-16,,0,0,,0,0.0%,,0,0,,0,,
13,1993,1993-10-24,7,24.283,CLE,,PIT,W 28-23,2,1,17,17.00,0,50.0%,8.50,0,0,,0,0,0
14,1993,1993-11-07,8,24.297,CLE,,DEN,L 14-29,,0,0,,0,0.0%,,0,0,,0,,
15,1993,1993-11-14,9,24.304,CLE,@,SEA,L 5-22,2,2,25,12.50,0,100.0%,12.50,0,0,,0,0,0
16,1993,1993-11-21,10,24.311,CLE,,HOU,L 20-27,,0,0,,0,0.0%,,0,0,,0,,
17,1993,1993-12-05,12,24.325,CLE,,NOR,W 17-13,5,1,13,13.00,0,20.0%,2.60,0,0,,0,0,0
18,1993,1993-12-12,13,24.332,CLE,@,HOU,L 17-19,,0,0,,0,0.0%,,0,0,,0,,
19,1993,1993-12-19,14,24.339,CLE,,NWE,L 17-20,1,0,0,,0,0.0%,0.00,0,0,,0,,
20,1993,1993-12-26,15,24.346,CLE,@,RAM,W 42-14,,0,0,,0,0.0%,,1,13,13.00,0,0,0
21,1994,1994-09-18,3,25.247,CLE,,ARI,W 32-0,6,1,11,11.00,0,16.7%,1.83,0,0,,0,0,0
22,1994,1994-09-25,4,25.254,CLE,@,IND,W 21-14,3,0,0,,0,0.0%,0.00,,,,,,
23,1994,1994-10-02,5,25.261,CLE,,NYJ,W 27-7,2,1,50,50.00,0,50.0%,25.00,0,0,,0,0,0
24,1994,1994-10-30,8,25.289,CLE,@,DEN,L 14-26,3,0,0,,0,0.0%,0.00,,,,,,
25,1994,1994-11-06,9,25.296,CLE,,NWE,W 13-6,,0,0,,0,0.0%,,,,,,,
26,1995,1995-10-22,7,26.281,CLE,,JAX,L 15-23,10,6,106,17.67,1,60.0%,10.60,0,0,,0,1,6
27,1995,1995-10-29,8,26.288,CLE,@,CIN,W 29-26,9,3,30,10.00,0,33.3%,3.33,0,0,,0,0,0
28,1995,1995-11-05,9,26.295,CLE,,HOU,L 10-37,8,3,31,10.33,0,37.5%,3.88,0,0,,0,0,0
29,1995,1995-12-24,16,26.344,CLE,@,JAX,L 21-24,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0
