ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1981,1981-09-20,3,21.326,DET,@,MIN,L 24-26,1,45,45.00,0,0,0,,0,0,0,,0,0,0
2,1981,1981-09-27,4,21.333,DET,,OAK,W 16-0,0,0,,0,0,0,,0,0,0,,0,0,
3,1981,1981-10-04,5,21.340,DET,@,TAM,L 10-28,1,59,59.00,0,0,0,,0,0,0,,0,0,0
4,1981,1981-10-11,6,21.347,DET,@,DEN,L 21-27,2,26,13.00,0,1,13,13.00,0,0,0,,0,0,0
5,1981,1981-10-19,7,21.355,DET,,CHI,W 48-17,0,0,,0,0,0,,0,0,0,,0,0,
6,1981,1981-10-25,8,21.361,DET,,GNB,W 31-27,0,0,,0,1,7,7.00,0,0,0,,0,0,0
7,1981,1981-11-01,9,22.003,DET,@,RAM,L 13-20,0,0,,0,0,0,,0,0,0,,0,0,
8,1981,1981-11-08,10,22.010,DET,@,WAS,L 31-33,1,48,48.00,0,0,0,,0,0,0,,0,0,0
9,1981,1981-11-15,11,22.017,DET,,DAL,W 27-24,1,6,6.00,1,1,30,30.00,0,2,31,15.50,0,1,6
10,1981,1981-11-22,12,22.024,DET,@,CHI,W 23-7,2,19,9.50,0,0,0,,0,0,0,,0,0,0
11,1981,1981-11-26,13,22.028,DET,,KAN,W 27-10,2,19,9.50,0,0,0,,0,2,43,21.50,0,0,0
12,1981,1981-12-20,16,22.052,DET,,TAM,L 17-20,0,0,,0,0,0,,0,0,0,,0,0,
13,1982,1982-09-12,1,22.318,DET,,CHI,W 17-10,0,0,,0,0,0,,0,,,,,0,
14,1982,1982-09-19,2,22.325,DET,@,RAM,W 19-14,1,18,18.00,0,0,0,,0,0,0,,0,0,0
15,1982,1982-11-21,3,23.023,DET,@,CHI,L 17-20,1,1,1.00,1,0,0,,0,0,0,,0,1,6
16,1982,1982-11-25,4,23.027,DET,,NYG,L 6-13,3,49,16.33,0,1,3,3.00,0,0,0,,0,0,0
17,1982,1982-12-06,5,23.038,DET,,NYJ,L 13-28,1,48,48.00,1,0,0,,0,0,0,,0,1,6
18,1982,1982-12-12,6,23.044,DET,@,GNB,W 30-10,1,17,17.00,0,0,0,,0,0,0,,0,0,0
19,1982,1982-12-19,7,23.051,DET,,MIN,L 31-34,1,20,20.00,0,0,0,,0,0,0,,0,0,0
20,1983,1983-09-04,1,23.310,DET,@,TAM,W 11-0,5,41,8.20,0,0,0,,0,0,0,,0,0,0
21,1983,1983-09-11,2,23.317,DET,,CLE,L 26-31,3,39,13.00,0,0,0,,0,0,0,,0,0,0
22,1983,1983-09-18,3,23.324,DET,,ATL,L 14-30,0,0,,0,0,0,,0,,,,,0,
23,1983,1983-09-25,4,23.331,DET,@,MIN,L 17-20,5,100,20.00,1,0,0,,0,0,0,,0,1,6
24,1983,1983-10-02,5,23.338,DET,@,RAM,L 10-21,4,64,16.00,0,0,0,,0,0,0,,0,0,0
25,1983,1983-10-09,6,23.345,DET,,GNB,W 38-14,3,43,14.33,0,0,0,,0,0,0,,0,0,0
26,1983,1983-10-16,7,23.352,DET,,CHI,W 31-17,0,0,,0,0,0,,0,,,,,0,
27,1983,1983-10-23,8,23.359,DET,@,WAS,L 17-38,0,0,,0,0,0,,0,,,,,0,
28,1983,1983-10-30,9,24.001,DET,@,CHI,W 38-17,1,46,46.00,0,0,0,,0,0,0,,0,0,0
29,1983,1983-11-07,10,24.009,DET,,NYG,W 15-9,2,35,17.50,0,0,0,,0,0,0,,0,0,0
30,1983,1983-11-13,11,24.015,DET,@,HOU,L 17-27,1,19,19.00,0,0,0,,0,0,0,,0,0,0
31,1983,1983-11-20,12,24.022,DET,@,GNB,W 23-20,0,0,,0,0,0,,0,,,,,0,
32,1983,1983-11-24,13,24.026,DET,,PIT,W 45-3,0,0,,0,1,13,13.00,0,0,0,,0,0,0
33,1983,1983-12-05,14,24.037,DET,,MIN,W 13-2,2,14,7.00,0,0,0,,0,0,0,,0,0,0
34,1983,1983-12-11,15,24.043,DET,@,CIN,L 9-17,2,22,11.00,0,0,0,,0,0,0,,0,0,0
35,1983,1983-12-18,16,24.050,DET,,TAM,W 23-20,1,14,14.00,0,0,0,,0,0,0,,0,0,0
36,1984,1984-09-02,1,24.309,DET,,SFO,L 27-30,2,34,17.00,0,1,13,13.00,0,0,0,,0,0,0
37,1984,1984-09-09,2,24.316,DET,@,ATL,W 27-24,3,51,17.00,0,1,7,7.00,0,0,0,,0,0,0
38,1984,1984-09-16,3,24.323,DET,@,TAM,L 17-21,1,77,77.00,1,1,7,7.00,0,0,0,,0,1,6
39,1984,1984-09-23,4,24.330,DET,,MIN,L 28-29,2,17,8.50,0,0,0,,0,0,0,,0,0,0
40,1984,1984-09-30,5,24.337,DET,@,SDG,L 24-27,3,74,24.67,0,0,0,,0,0,0,,0,0,0
41,1984,1984-10-07,6,24.344,DET,,DEN,L 7-28,4,62,15.50,0,0,0,,0,0,0,,0,0,0
42,1984,1984-10-14,7,24.351,DET,,TAM,W 13-7,0,0,,0,0,0,,0,,,,,0,
43,1984,1984-10-21,8,24.358,DET,@,MIN,W 16-14,5,117,23.40,0,0,0,,0,0,0,,0,0,0
44,1984,1984-11-04,10,25.006,DET,,PHI,T 23-23,1,7,7.00,0,0,0,,0,0,0,,0,0,0
45,1984,1984-11-11,11,25.013,DET,@,WAS,L 14-28,0,0,,0,0,0,,0,,,,,0,
46,1984,1984-11-18,12,25.020,DET,@,CHI,L 14-16,2,21,10.50,0,0,0,,0,0,0,,0,0,0
47,1984,1984-11-22,13,25.024,DET,,GNB,W 31-28,4,108,27.00,0,0,0,,0,0,0,,0,0,0
48,1984,1984-12-02,14,25.034,DET,@,SEA,L 17-38,1,22,22.00,0,0,0,,0,0,0,,0,0,0
49,1984,1984-12-10,15,25.042,DET,,RAI,L 3-24,2,62,31.00,0,0,0,,0,0,0,,0,0,0
50,1984,1984-12-16,16,25.048,DET,,CHI,L 13-30,4,92,23.00,0,0,0,,0,0,0,,0,0,0
51,1985,1985-09-08,1,25.314,DET,@,ATL,W 28-27,0,0,,0,0,0,,0,,,,,0,
52,1985,1985-09-15,2,25.321,DET,,DAL,W 26-21,0,0,,0,0,0,,0,,,,,0,
53,1985,1985-09-22,3,25.328,DET,@,IND,L 6-14,0,0,,0,0,0,,0,,,,,0,
54,1985,1985-09-29,4,25.335,DET,,TAM,W 30-9,4,35,8.75,2,0,0,,0,0,0,,0,2,12
55,1985,1985-10-06,5,25.342,DET,@,GNB,L 10-43,3,52,17.33,0,0,0,,0,0,0,,0,0,0
56,1985,1985-10-13,6,25.349,DET,@,WAS,L 3-24,3,64,21.33,0,0,0,,0,0,0,,0,0,0
57,1985,1985-10-20,7,25.356,DET,,SFO,W 23-21,3,53,17.67,0,1,15,15.00,0,0,0,,0,0,0
58,1985,1985-10-27,8,25.363,DET,,MIA,W 31-21,4,66,16.50,1,0,0,,0,0,0,,0,1,6
59,1985,1985-11-03,9,26.005,DET,@,MIN,L 13-16,2,22,11.00,0,0,0,,0,0,0,,0,0,0
60,1985,1985-11-10,10,26.012,DET,@,CHI,L 3-24,2,14,7.00,0,0,0,,0,0,0,,0,0,0
61,1985,1985-11-17,11,26.019,DET,,MIN,W 41-21,4,97,24.25,0,0,0,,0,0,0,,0,0,0
62,1985,1985-11-24,12,26.026,DET,@,TAM,L 16-19,4,70,17.50,0,0,0,,0,0,0,,0,0,0
63,1985,1985-11-28,13,26.030,DET,,NYJ,W 31-20,4,75,18.75,1,0,0,,0,0,0,,0,1,6
64,1985,1985-12-08,14,26.040,DET,@,NWE,L 6-23,3,44,14.67,0,0,0,,0,0,0,,0,0,0
65,1987,1987-09-13,1,27.319,DET,@,MIN,L 19-34,0,0,,0,,,,,,,,,,
66,1987,1987-09-20,2,27.326,DET,@,RAI,L 7-27,1,5,5.00,0,0,0,,0,0,0,,0,0,0
67,1987,1987-10-25,6,27.361,DET,,GNB,L 33-34,2,17,8.50,0,0,0,,0,0,0,,0,0,0
68,1987,1987-11-01,7,28.003,DET,@,DEN,L 0-34,0,0,,0,,,,,,,,,,
69,1987,1987-11-08,8,28.010,DET,,DAL,W 27-17,0,0,,0,,,,,,,,,,
70,1987,1987-11-15,9,28.017,DET,@,WAS,L 13-20,1,23,23.00,0,0,0,,0,0,0,,0,0,0
71,1987,1987-11-22,10,28.024,DET,@,CHI,L 10-30,2,25,12.50,0,0,0,,0,0,0,,0,0,0
72,1987,1987-11-26,11,28.028,DET,,KAN,L 20-27,0,0,,0,,,,,,,,,,
73,1987,1987-12-06,12,28.038,DET,,RAM,L 16-37,0,0,,0,,,,,,,,,,
74,1987,1987-12-13,13,28.045,DET,@,TAM,W 20-10,0,0,,0,,,,,,,,,,
75,1987,1987-12-20,14,28.052,DET,,MIN,L 14-17,1,17,17.00,0,0,0,,0,0,0,,0,0,0
76,1987,1987-12-27,15,28.059,DET,@,ATL,W 30-13,0,0,,0,,,,,,,,,,
