ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1966,1966-10-09,5,23.173,ATL,@,WAS,L 20-33,0,0,,0,0,0,,0,2,8,4.00,0,0,0
2,1966,1966-11-20,10,23.215,ATL,@,NYG,W 27-16,1,9,9.00,0,0,0,,0,0,0,,0,0,0
3,1966,1966-11-27,11,23.222,ATL,@,CHI,L 6-23,2,40,20.00,1,0,0,,0,0,0,,0,1,6
4,1966,1966-12-11,13,23.236,ATL,,STL,W 16-10,1,4,4.00,0,1,0,0.00,0,0,0,,0,0,0
