ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,2003,2003-09-07,1,25.288,SFO,,CHI,W 49-7,,2,37,18.50,0,4,24,6.00,0
2,2003,2003-09-14,2,25.295,SFO,@,STL,L 24-27,,4,88,22.00,0,0,0,,0
