ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
40,2009,2009-11-29,11,26.195,TEN,,ARI,W 20-17,*,27,43,62.79,387,1,0,99.7,4,18,9.00,9.47,4,8,2.00,0,0,0,0.0,0,0
41,2009,2009-12-06,12,26.202,TEN,@,IND,L 17-27,*,24,43,55.81,241,2,1,77.8,1,8,5.60,5.49,4,16,4.00,0,0,0,0.0,0,0
42,2009,2009-12-13,13,26.209,TEN,,STL,W 47-7,*,6,8,75.00,132,1,0,156.2,0,0,16.50,19.00,1,44,44.00,0,0,0,0.0,0,0
43,2009,2009-12-20,14,26.216,TEN,,MIA,W 27-24,*,14,27,51.85,236,3,1,103.3,2,0,8.74,9.30,2,24,12.00,0,0,0,0.0,1,0
44,2009,2009-12-25,15,26.221,TEN,,SDG,L 17-42,*,8,21,38.10,89,0,2,11.9,1,1,4.24,-0.05,6,40,6.67,1,1,6,0.0,1,0
45,2009,2010-01-03,16,26.230,TEN,@,SEA,W 17-13,*,17,28,60.71,171,0,1,63.2,0,0,6.11,4.50,2,-2,-1.00,0,0,0,0.0,0,0
46,2010,2010-09-12,1,27.117,TEN,,OAK,W 38-13,*,13,17,76.47,154,2,0,142.8,2,14,9.06,11.41,7,30,4.29,0,0,0,0.0,0,0
47,2010,2010-09-19,2,27.124,TEN,,PIT,L 11-19,*,7,10,70.00,66,0,2,48.3,2,18,6.60,-2.40,2,12,6.00,0,0,0,0.0,0,0
48,2010,2010-09-26,3,27.131,TEN,@,NYG,W 29-10,*,10,16,62.50,118,1,0,105.7,1,8,7.38,8.63,3,6,2.00,0,0,0,0.0,0,0
49,2010,2010-10-03,4,27.138,TEN,,DEN,L 20-26,*,17,28,60.71,173,1,0,90.3,2,6,6.18,6.89,1,18,18.00,0,0,0,0.0,0,0
50,2010,2010-10-10,5,27.145,TEN,@,DAL,W 34-27,*,12,25,48.00,173,2,0,97.6,3,10,6.92,8.52,4,22,5.50,0,0,0,0.0,0,0
51,2010,2010-10-18,6,27.153,TEN,@,JAX,W 30-3,*,3,5,60.00,61,1,0,142.5,0,0,12.20,16.20,1,0,0.00,0,0,0,0.0,0,0
52,2010,2010-10-31,8,27.166,TEN,@,SDG,L 25-33,*,10,21,47.62,253,2,0,123.7,0,0,12.05,13.95,2,3,1.50,0,0,0,0.0,0,0
53,2010,2010-11-14,9,27.180,TEN,@,MIA,L 17-29,,9,18,50.00,92,1,1,60.4,2,19,5.11,3.72,2,14,7.00,0,0,0,0.0,0,0
54,2010,2010-11-21,10,27.187,TEN,,WAS,L 16-19,*,12,16,75.00,165,0,0,107.6,1,5,10.31,10.31,3,20,6.67,0,0,0,0.0,0,0
55,2011,2011-10-16,6,28.151,PHI,@,WAS,W 20-13,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,1,2,2.00,0,0,0,0.0,0,0
56,2011,2011-11-13,9,28.179,PHI,,ARI,L 17-21,,,,,,,,,,,,,,,,,,,,,
57,2011,2011-11-20,10,28.186,PHI,@,NYG,W 17-10,*,23,36,63.89,258,2,3,69.0,1,3,7.17,4.53,6,5,0.83,0,0,0,0.0,0,0
58,2011,2011-11-27,11,28.193,PHI,,NWE,L 20-38,*,26,48,54.17,400,1,1,80.2,2,7,8.33,7.81,6,40,6.67,0,0,0,0.0,0,0
59,2011,2011-12-01,12,28.197,PHI,@,SEA,L 14-31,*,17,29,58.62,208,1,4,52.7,2,10,7.17,1.66,5,32,6.40,0,0,0,0.0,0,0
60,2011,2011-12-18,14,28.214,PHI,,NYJ,W 45-19,,0,0,,0,0,0,,3,14,,,0,0,,0,0,0,0.0,0,0
61,2011,2011-12-24,15,28.220,PHI,@,DAL,W 20-7,,,,,,,,,,,,,,,,,,,,,
