ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2005,2005-10-09,5,21.311,GNB,,NOR,W 52-3,,1,1,100.00,0,0,0,79.2,0,0,0.00,0.00,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,
2,2005,2005-12-19,14,22.017,GNB,@,BAL,L 3-48,,8,15,53.33,65,0,1,36.8,3,28,4.33,1.33,1,8,8.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
3,2005,2006-01-01,16,22.030,GNB,,SEA,W 23-17,,0,0,,0,0,0,,0,,,,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
4,2006,2006-10-02,4,22.304,GNB,@,PHI,L 9-31,,2,3,66.67,14,0,0,77.1,0,0,4.67,4.67,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,
5,2006,2006-11-19,10,22.352,GNB,,NWE,L 0-35,,4,12,33.33,32,0,0,42.4,3,18,2.67,2.67,2,11,5.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,
6,2007,2007-11-11,9,23.344,GNB,,MIN,W 34-0,,2,2,100.00,17,0,0,102.1,0,0,8.50,8.50,2,-1,-0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,
7,2007,2007-11-29,12,23.362,GNB,@,DAL,L 27-37,,18,26,69.23,201,1,0,104.8,3,24,7.73,8.50,5,30,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
8,2008,2008-09-08,1,24.281,GNB,,MIN,W 24-19,*,18,22,81.82,178,1,0,115.5,0,0,8.09,9.00,8,35,4.38,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
9,2008,2008-09-14,2,24.287,GNB,@,DET,W 48-25,*,24,38,63.16,328,3,0,117.0,1,4,8.63,10.21,4,25,6.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
10,2008,2008-09-21,3,24.294,GNB,,DAL,L 16-27,*,22,39,56.41,290,0,0,80.1,5,40,7.44,7.44,5,10,2.00,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
11,2008,2008-09-28,4,24.301,GNB,@,TAM,L 21-30,*,14,27,51.85,165,2,3,55.9,3,18,6.11,2.59,2,8,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
12,2008,2008-10-05,5,24.308,GNB,,ATL,L 24-27,*,25,37,67.57,313,3,1,109.4,2,9,8.46,8.86,2,4,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
13,2008,2008-10-12,6,24.315,GNB,@,SEA,W 27-17,*,21,30,70.00,208,2,0,111.5,2,8,6.93,8.27,6,23,3.83,1,0,0,0,,0,0.0%,,,1,6,0.0,1,0
14,2008,2008-10-19,7,24.322,GNB,,IND,W 34-14,*,21,28,75.00,186,1,0,104.2,0,0,6.64,7.36,3,8,2.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
15,2008,2008-11-02,8,24.336,GNB,@,TEN,L 16-19,*,22,41,53.66,314,1,1,76.7,4,26,7.66,7.05,2,11,5.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
16,2008,2008-11-09,9,24.343,GNB,@,MIN,L 27-28,*,15,26,57.69,142,0,0,72.9,4,32,5.46,5.46,1,1,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
17,2008,2008-11-16,10,24.350,GNB,,CHI,W 37-3,*,23,30,76.67,227,2,1,105.8,0,0,7.57,7.40,1,1,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
18,2008,2008-11-24,11,24.358,GNB,@,NOR,L 29-51,*,23,41,56.10,248,2,3,59.8,2,14,6.05,3.73,8,36,4.50,1,0,0,0,,0,0.0%,,,1,6,0.0,1,0
19,2008,2008-11-30,12,24.364,GNB,,CAR,L 31-35,*,29,45,64.44,298,3,1,96.3,2,5,6.62,6.96,5,26,5.20,0,0,0,0,,0,0.0%,,1,0,2,0.0,0,0
20,2008,2008-12-07,13,25.005,GNB,,HOU,L 21-24,*,19,30,63.33,295,2,1,104.2,2,16,9.83,9.67,1,4,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
21,2008,2008-12-14,14,25.012,GNB,@,JAX,L 16-20,*,20,32,62.50,278,1,1,87.8,3,24,8.69,7.91,5,22,4.40,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
22,2008,2008-12-22,15,25.020,GNB,@,CHI,L 17-20,*,24,39,61.54,260,2,1,87.6,0,0,6.67,6.54,2,-6,-3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
23,2008,2008-12-28,16,25.026,GNB,,DET,W 31-21,*,21,31,67.74,308,3,0,132.2,4,35,9.94,11.87,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
24,2009,2009-09-13,1,25.285,GNB,,CHI,W 21-15,*,17,28,60.71,184,1,0,92.0,4,34,6.57,7.29,3,7,2.33,0,0,0,0,,0,0.0%,,1,0,2,0.0,0,0
25,2009,2009-09-20,2,25.292,GNB,,CIN,L 24-31,*,21,39,53.85,261,1,0,83.4,6,39,6.69,7.21,4,43,10.75,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
