ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
136,2013,2013-11-03,8,31.113,TAM,@,SEA,L 24-27,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,6,268,44.67,0
137,2013,2013-11-11,9,31.121,TAM,,MIA,W 22-19,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,212,42.40,0
138,2013,2013-11-17,10,31.127,TAM,,ATL,W 41-28,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,,,,,,0,0,4,168,42.00,0
139,2013,2013-11-24,11,31.134,TAM,@,DET,W 24-21,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,218,43.60,0
140,2013,2013-12-01,12,31.141,TAM,@,CAR,L 6-27,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,4,190,47.50,0
141,2013,2013-12-08,13,31.148,TAM,,BUF,W 27-6,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,8,357,44.63,0
142,2013,2013-12-15,14,31.155,TAM,,SFO,L 14-33,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,7,334,47.71,0
143,2013,2013-12-22,15,31.162,TAM,@,STL,L 13-23,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,4,186,46.50,0
144,2013,2013-12-29,16,31.169,TAM,@,NOR,L 17-42,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,,,,,,0,0,5,240,48.00,0
145,2014,2014-09-07,1,32.056,TAM,,CAR,L 14-20,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,220,44.00,0
146,2014,2014-09-14,2,32.063,TAM,,STL,L 17-19,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,1,54,54.00,1
147,2014,2014-09-18,3,32.067,TAM,@,ATL,L 14-56,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,7,307,43.86,0
148,2014,2014-09-28,4,32.077,TAM,@,PIT,W 27-24,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,3,106,35.33,0
149,2014,2014-10-05,5,32.084,TAM,@,NOR,L 31-37,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,4,162,40.50,0
150,2014,2014-10-12,6,32.091,TAM,,BAL,L 17-48,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,186,37.20,0
151,2014,2014-10-26,7,32.105,TAM,,MIN,L 13-19,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,7,302,43.14,0
152,2014,2014-11-02,8,32.112,TAM,@,CLE,L 17-22,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,4,121,30.25,0
153,2014,2014-11-09,9,32.119,TAM,,ATL,L 17-27,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,3,91,30.33,0
154,2014,2014-11-16,10,32.126,TAM,@,WAS,W 27-7,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,4,165,41.25,0
155,2014,2014-11-23,11,32.133,TAM,@,CHI,L 13-21,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,6,243,40.50,0
156,2014,2014-11-30,12,32.140,TAM,,CIN,L 13-14,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,6,249,41.50,0
157,2014,2014-12-07,13,32.147,TAM,@,DET,L 17-34,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,6,255,42.50,0
158,2014,2014-12-14,14,32.154,TAM,@,CAR,L 17-19,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,194,38.80,0
159,2014,2014-12-21,15,32.161,TAM,,GNB,L 3-20,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,8,336,42.00,0
160,2014,2014-12-28,16,32.168,TAM,,NOR,L 20-23,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,4,163,40.75,0
