ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2005,2005-09-12,1,23.061,ATL,,PHI,W 14-10,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,7,281,40.14,0
2,2005,2005-09-18,2,23.067,ATL,@,SEA,L 18-21,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,7,347,49.57,0
3,2005,2005-09-25,3,23.074,ATL,@,BUF,W 24-16,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,144,36.00,0
4,2005,2005-10-02,4,23.081,ATL,,MIN,W 30-10,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,3,105,35.00,0
5,2005,2005-10-09,5,23.088,ATL,,NWE,L 28-31,,0,0,,0,0,0,,,,,,0,0,,0,,,,1,1,100.0,0,3,7,319,45.57,0
6,2005,2005-10-16,6,23.095,ATL,@,NOR,W 34-31,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,189,47.25,0
7,2005,2005-10-24,7,23.103,ATL,,NYJ,W 27-14,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,161,40.25,0
8,2005,2005-11-06,8,23.116,ATL,@,MIA,W 17-10,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,3,114,38.00,0
9,2005,2005-11-13,9,23.123,ATL,,GNB,L 25-33,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,5,197,39.40,0
10,2005,2005-11-20,10,23.130,ATL,,TAM,L 27-30,,0,0,,0,0,0,,,,,,0,0,,0,,,,,1,0.0,0,0,2,77,38.50,0
11,2005,2005-11-24,11,23.134,ATL,@,DET,W 27-7,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,194,48.50,0
12,2005,2005-12-04,12,23.144,ATL,@,CAR,L 6-24,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,6,214,35.67,0
13,2005,2005-12-12,13,23.152,ATL,,NOR,W 36-17,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,6,276,46.00,0
14,2005,2005-12-18,14,23.158,ATL,@,CHI,L 3-16,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,6,234,39.00,0
15,2005,2005-12-24,15,23.164,ATL,@,TAM,L 24-27,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,7,314,44.86,0
16,2005,2006-01-01,16,23.172,ATL,,CAR,L 11-44,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,3,134,44.67,0
17,2006,2006-09-10,1,24.059,ATL,@,CAR,W 20-6,,0,0,,0,0,0,,,,,,0,0,,0,2,2,100.0,2,4,50.0,0,8,4,167,41.75,0
18,2006,2006-09-17,2,24.066,ATL,,TAM,W 14-3,,0,0,,0,0,0,,,,,,0,0,,0,2,2,100.0,,4,0.0,0,2,2,85,42.50,0
19,2006,2006-09-25,3,24.074,ATL,@,NOR,L 3-23,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,6,265,44.17,1
20,2006,2006-10-01,4,24.080,ATL,,ARI,W 32-10,,0,0,,0,0,0,,,,,,0,0,,0,,,,1,1,100.0,0,3,2,93,46.50,0
21,2006,2006-10-15,5,24.094,ATL,,NYG,L 14-27,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,6,224,37.33,0
22,2006,2006-10-22,6,24.101,ATL,,PIT,W 41-38,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,5,250,50.00,0
23,2006,2006-10-29,7,24.108,ATL,@,CIN,W 29-27,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,3,166,55.33,0
24,2006,2006-11-05,8,24.115,ATL,@,DET,L 14-30,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,6,238,39.67,0
25,2006,2006-11-12,9,24.122,ATL,,CLE,L 13-17,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,8,287,35.88,0
26,2006,2006-11-19,10,24.129,ATL,@,BAL,L 10-24,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,6,242,40.33,0
27,2006,2006-11-26,11,24.136,ATL,,NOR,L 13-31,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,6,295,49.17,0
28,2006,2006-12-03,12,24.143,ATL,@,WAS,W 24-14,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,156,39.00,1
29,2006,2006-12-10,13,24.150,ATL,@,TAM,W 17-6,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,151,37.75,0
30,2006,2006-12-16,14,24.156,ATL,,DAL,L 28-38,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,172,43.00,0
31,2006,2006-12-24,15,24.164,ATL,,CAR,L 3-10,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,5,236,47.20,0
32,2006,2006-12-31,16,24.171,ATL,@,PHI,L 17-24,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,5,172,34.40,0
33,2007,2007-09-09,1,25.058,ATL,@,MIN,L 3-24,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,5,234,46.80,0
34,2007,2007-09-16,2,25.065,ATL,@,JAX,L 7-13,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,5,196,39.20,0
35,2007,2007-09-23,3,25.072,ATL,,CAR,L 20-27,,0,0,,0,0,0,,,,,,1,0,0.00,0,,,,,,,0,0,4,175,43.75,0
36,2007,2007-09-30,4,25.079,ATL,,HOU,W 26-16,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,3,132,44.00,0
37,2007,2007-10-07,5,25.086,ATL,@,TEN,L 13-20,,0,0,,0,0,0,,,,,,0,0,,0,,,,,2,0.0,0,0,6,228,38.00,0
38,2007,2007-10-15,6,25.094,ATL,,NYG,L 10-31,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,7,288,41.14,0
39,2007,2007-10-21,7,25.100,ATL,@,NOR,L 16-22,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,6,265,44.17,0
40,2007,2007-11-04,8,25.114,ATL,,SFO,W 20-16,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,6,265,44.17,0
41,2007,2007-11-11,9,25.121,ATL,@,CAR,W 20-13,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,8,385,48.13,0
42,2007,2007-11-18,10,25.128,ATL,,TAM,L 7-31,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,7,257,36.71,0
43,2007,2007-11-22,11,25.132,ATL,,IND,L 13-31,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,200,50.00,0
44,2007,2007-12-02,12,25.142,ATL,@,STL,L 16-28,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,7,309,44.14,0
45,2007,2007-12-10,13,25.150,ATL,,NOR,L 14-34,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,6,282,47.00,0
46,2007,2007-12-16,14,25.156,ATL,@,TAM,L 3-37,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,6,273,45.50,0
47,2007,2007-12-23,15,25.163,ATL,@,ARI,L 27-30,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,5,200,40.00,0
48,2007,2007-12-30,16,25.170,ATL,,SEA,W 44-41,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,3,135,45.00,0
49,2008,2008-09-07,1,26.056,ATL,,DET,W 34-21,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,3,115,38.33,0
50,2008,2008-09-14,2,26.063,ATL,@,TAM,L 9-24,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,5,181,36.20,0
51,2008,2008-09-21,3,26.070,ATL,,KAN,W 38-14,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,6,259,43.17,0
52,2008,2008-09-28,4,26.077,ATL,@,CAR,L 9-24,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,6,254,42.33,0
53,2008,2008-10-05,5,26.084,ATL,@,GNB,W 27-24,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,3,125,41.67,0
54,2008,2008-10-12,6,26.091,ATL,,CHI,W 22-20,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,2,82,41.00,0
55,2008,2008-10-26,7,26.105,ATL,@,PHI,L 14-27,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,7,264,37.71,0
56,2008,2008-11-02,8,26.112,ATL,@,OAK,W 24-0,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,1,33,33.00,1
57,2008,2008-11-09,9,26.119,ATL,,NOR,W 34-20,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,141,35.25,0
58,2008,2008-11-16,10,26.126,ATL,,DEN,L 20-24,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,2,62,31.00,0
59,2008,2008-11-23,11,26.133,ATL,,CAR,W 45-28,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,3,129,43.00,0
60,2008,2008-11-30,12,26.140,ATL,@,SDG,W 22-16,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,2,106,53.00,0
61,2008,2008-12-07,13,26.147,ATL,@,NOR,L 25-29,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,190,47.50,0
62,2008,2008-12-14,14,26.154,ATL,,TAM,W 13-10,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,5,225,45.00,1
63,2008,2008-12-21,15,26.161,ATL,@,MIN,W 24-17,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,6,253,42.17,0
64,2008,2008-12-28,16,26.168,ATL,,STL,W 31-27,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,147,36.75,0
65,2009,2009-09-13,1,27.062,ATL,,MIA,W 19-7,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,155,38.75,0
66,2009,2009-09-20,2,27.069,ATL,,CAR,W 28-20,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,3,149,49.67,0
67,2009,2009-09-27,3,27.076,ATL,@,NWE,L 10-26,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,5,188,37.60,0
68,2009,2009-10-11,4,27.090,ATL,@,SFO,W 45-10,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,162,40.50,0
69,2009,2009-10-18,5,27.097,ATL,,CHI,W 21-14,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,5,237,47.40,0
70,2009,2009-10-25,6,27.104,ATL,@,DAL,L 21-37,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,5,230,46.00,0
71,2009,2009-11-02,7,27.112,ATL,@,NOR,L 27-35,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,3,116,38.67,0
72,2009,2009-11-08,8,27.118,ATL,,WAS,W 31-17,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,3,126,42.00,0
73,2009,2009-11-15,9,27.125,ATL,@,CAR,L 19-28,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,2,109,54.50,0
74,2009,2009-11-22,10,27.132,ATL,@,NYG,L 31-34,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,2,52,26.00,0
75,2009,2009-11-29,11,27.139,ATL,,TAM,W 20-17,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,201,50.25,1
76,2009,2009-12-06,12,27.146,ATL,,PHI,L 7-34,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,6,263,43.83,0
77,2009,2009-12-13,13,27.153,ATL,,NOR,L 23-26,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,1,56,56.00,0
78,2009,2009-12-20,14,27.160,ATL,@,NYJ,W 10-7,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,8,319,39.88,0
79,2009,2009-12-27,15,27.167,ATL,,BUF,W 31-3,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,3,130,43.33,0
80,2009,2010-01-03,16,27.174,ATL,@,TAM,W 20-10,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,3,105,35.00,0
81,2010,2010-09-12,1,28.061,ATL,@,PIT,L 9-15,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,7,281,40.14,0
82,2010,2010-09-19,2,28.068,ATL,,ARI,W 41-7,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,2,68,34.00,0
83,2010,2010-09-26,3,28.075,ATL,@,NOR,W 27-24,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,158,39.50,0
84,2010,2010-10-03,4,28.082,ATL,,SFO,W 16-14,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,165,41.25,1
85,2010,2010-10-10,5,28.089,ATL,@,CLE,W 20-10,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,173,43.25,0
86,2010,2010-10-17,6,28.096,ATL,@,PHI,L 17-31,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,6,227,37.83,0
87,2010,2010-10-24,7,28.103,ATL,,CIN,W 39-32,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,3,135,45.00,0
88,2010,2010-11-07,8,28.117,ATL,,TAM,W 27-21,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,3,96,32.00,0
89,2010,2010-11-11,9,28.121,ATL,,BAL,W 26-21,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,5,191,38.20,0
90,2010,2010-11-21,10,28.131,ATL,@,STL,W 34-17,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,180,45.00,0
91,2010,2010-11-28,11,28.138,ATL,,GNB,W 20-17,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,161,40.25,0
92,2010,2010-12-05,12,28.145,ATL,@,TAM,W 28-24,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,5,204,40.80,0
93,2010,2010-12-12,13,28.152,ATL,@,CAR,W 31-10,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,7,283,40.43,0
94,2010,2010-12-19,14,28.159,ATL,@,SEA,W 34-18,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,180,45.00,0
95,2010,2010-12-27,15,28.167,ATL,,NOR,L 14-17,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,8,349,43.63,0
96,2010,2011-01-02,16,28.173,ATL,,CAR,W 31-10,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,163,40.75,0
97,2011,2011-09-11,1,29.060,TAM,,DET,L 20-27,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,261,52.20,0
98,2011,2011-09-18,2,29.067,TAM,@,MIN,W 24-20,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,4,183,45.75,0
99,2011,2011-09-25,3,29.074,TAM,,ATL,W 16-13,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,3,129,43.00,0
100,2011,2011-10-03,4,29.082,TAM,,IND,W 24-17,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,220,44.00,0
101,2011,2011-10-09,5,29.088,TAM,@,SFO,L 3-48,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,6,259,43.17,0
102,2011,2011-10-16,6,29.095,TAM,,NOR,W 26-20,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,4,189,47.25,0
103,2011,2011-10-23,7,29.102,TAM,,CHI,L 18-24,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,8,381,47.63,0
104,2011,2011-11-06,8,29.116,TAM,@,NOR,L 16-27,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,3,119,39.67,0
105,2011,2011-11-13,9,29.123,TAM,,HOU,L 9-37,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,6,265,44.17,0
106,2011,2011-11-20,10,29.130,TAM,@,GNB,L 26-35,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,3,140,46.67,0
107,2011,2011-11-27,11,29.137,TAM,@,TEN,L 17-23,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,194,38.80,0
108,2011,2011-12-04,12,29.144,TAM,,CAR,L 19-38,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,2,82,41.00,0
109,2011,2011-12-11,13,29.151,TAM,@,JAX,L 14-41,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,189,37.80,0
110,2011,2011-12-17,14,29.157,TAM,,DAL,L 15-31,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,4,204,51.00,0
111,2011,2011-12-24,15,29.164,TAM,@,CAR,L 16-48,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,1,59,59.00,0
112,2011,2012-01-01,16,29.172,TAM,@,ATL,L 24-45,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,3,149,49.67,0
113,2012,2012-09-09,1,30.058,TAM,,CAR,W 16-10,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,230,46.00,0
114,2012,2012-09-16,2,30.065,TAM,@,NYG,L 34-41,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,6,252,42.00,0
115,2012,2012-09-23,3,30.072,TAM,@,DAL,L 10-16,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,8,331,41.38,0
116,2012,2012-09-30,4,30.079,TAM,,WAS,L 22-24,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,6,277,46.17,0
117,2012,2012-10-14,5,30.093,TAM,,KAN,W 38-10,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,2,106,53.00,1
118,2012,2012-10-21,6,30.100,TAM,,NOR,L 28-35,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,3,126,42.00,0
119,2012,2012-10-25,7,30.104,TAM,@,MIN,W 36-17,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,6,281,46.83,0
120,2012,2012-11-04,8,30.114,TAM,@,OAK,W 42-32,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,4,154,38.50,0
121,2012,2012-11-11,9,30.121,TAM,,SDG,W 34-24,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,3,134,44.67,0
122,2012,2012-11-18,10,30.128,TAM,@,CAR,W 27-21,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,6,297,49.50,0
123,2012,2012-11-25,11,30.135,TAM,,ATL,L 23-24,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,2,100,50.00,0
124,2012,2012-12-02,12,30.142,TAM,@,DEN,L 23-31,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,257,51.40,0
125,2012,2012-12-09,13,30.149,TAM,,PHI,L 21-23,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,10,424,42.40,0
126,2012,2012-12-16,14,30.156,TAM,@,NOR,L 0-41,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,4,195,48.75,0
127,2012,2012-12-23,15,30.163,TAM,,STL,L 13-28,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,1,25,25.00,0
128,2012,2012-12-30,16,30.170,TAM,@,ATL,W 22-17,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,251,50.20,0
129,2013,2013-09-08,1,31.057,TAM,@,NYJ,L 17-18,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,7,326,46.57,0
130,2013,2013-09-15,2,31.064,TAM,,NOR,L 14-16,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,6,243,40.50,0
131,2013,2013-09-22,3,31.071,TAM,@,NWE,L 3-23,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,3,149,49.67,0
132,2013,2013-09-29,4,31.078,TAM,,ARI,L 10-13,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,8,322,40.25,0
133,2013,2013-10-13,5,31.092,TAM,,PHI,L 20-31,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,230,46.00,0
134,2013,2013-10-20,6,31.099,TAM,@,ATL,L 23-31,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,188,37.60,0
135,2013,2013-10-24,7,31.103,TAM,,CAR,L 13-31,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,215,43.00,0
