ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
35,1976,1976-10-24,7,25.028,OAK,,GNB,W 18-14,1,27,27.00,1,0,0,,0,0,0,,0,0,0,,,0,,,1,6
36,1976,1976-10-31,8,25.035,OAK,,DEN,W 19-6,7,73,10.43,0,1,5,5.00,0,0,0,,0,0,0,,,0,,,0,0
37,1976,1976-11-07,9,25.042,OAK,@,CHI,W 28-27,1,17,17.00,1,0,0,,0,0,0,,0,0,0,,,0,,,1,6
38,1976,1976-11-14,10,25.049,OAK,,KAN,W 21-10,2,31,15.50,1,0,0,,0,0,0,,0,0,0,,,0,,,1,6
39,1976,1976-11-21,11,25.056,OAK,@,PHI,W 26-7,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0
40,1976,1976-12-06,13,25.071,OAK,,CIN,W 35-20,4,47,11.75,2,0,0,,0,0,0,,0,0,0,,,0,,,2,12
41,1976,1976-12-12,14,25.077,OAK,,SDG,W 24-0,3,31,10.33,1,0,0,,0,0,0,,0,0,0,,,0,,,1,6
42,1977,1977-09-18,1,25.357,OAK,,SDG,W 24-0,3,21,7.00,1,0,0,,0,0,0,,0,0,0,,,0,,,1,6
43,1977,1977-09-25,2,25.364,OAK,@,PIT,W 16-7,5,81,16.20,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0
44,1977,1977-10-03,3,26.007,OAK,@,KAN,W 37-28,7,101,14.43,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0
45,1977,1977-10-09,4,26.013,OAK,@,CLE,W 26-10,3,45,15.00,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0
46,1977,1977-10-16,5,26.020,OAK,,DEN,L 7-30,6,58,9.67,1,0,0,,0,0,0,,0,0,0,,,0,,,1,6
47,1977,1977-10-23,6,26.027,OAK,@,NYJ,W 28-27,7,92,13.14,1,0,0,,0,0,0,,0,0,0,,,0,,,1,6
48,1977,1977-10-30,7,26.034,OAK,@,DEN,W 24-14,2,21,10.50,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0
49,1977,1977-11-06,8,26.041,OAK,,SEA,W 44-7,2,22,11.00,1,0,0,,0,0,0,,0,0,0,,,0,,,1,6
50,1977,1977-11-13,9,26.048,OAK,,HOU,W 34-29,4,32,8.00,1,0,0,,0,0,0,,0,0,0,,,0,,,1,6
51,1977,1977-11-20,10,26.055,OAK,@,SDG,L 7-12,1,16,16.00,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0
52,1977,1977-11-28,11,26.063,OAK,,BUF,W 34-13,1,5,5.00,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0
53,1977,1977-12-04,12,26.069,OAK,@,RAM,L 14-20,5,73,14.60,1,0,0,,0,0,0,,0,0,0,,,0,,,1,6
54,1977,1977-12-11,13,26.076,OAK,,MIN,W 35-13,,,,,,,,,,,,,,,,,,,,,
55,1977,1977-12-18,14,26.083,OAK,,KAN,W 21-20,2,17,8.50,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0
56,1978,1978-09-03,1,26.342,OAK,@,DEN,L 6-14,2,35,17.50,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0
57,1978,1978-09-10,2,26.349,OAK,@,SDG,W 21-20,5,100,20.00,1,0,0,,0,0,0,,0,0,0,,,0,,,1,6
58,1978,1978-09-17,3,26.356,OAK,@,GNB,W 28-3,3,41,13.67,1,0,0,,0,0,0,,0,0,0,,,0,,,1,6
59,1978,1978-09-24,4,26.363,OAK,,NWE,L 14-21,4,55,13.75,1,0,0,,0,0,0,,0,0,0,,,0,,,1,6
60,1978,1978-10-01,5,27.005,OAK,@,CHI,W 25-19,2,40,20.00,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0
61,1978,1978-10-08,6,27.012,OAK,,HOU,W 21-17,4,33,8.25,1,0,0,,0,0,0,,0,0,0,,,0,,,1,6
62,1978,1978-10-15,7,27.019,OAK,,KAN,W 28-6,5,51,10.20,1,0,0,,0,0,0,,0,0,0,,,0,,,1,6
63,1978,1978-10-22,8,27.026,OAK,@,SEA,L 7-27,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0
64,1978,1978-10-29,9,27.033,OAK,,SDG,L 23-27,4,43,10.75,1,0,0,,0,0,0,,0,0,0,,,0,,,1,6
65,1978,1978-11-05,10,27.040,OAK,@,KAN,W 20-10,7,112,16.00,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0
66,1978,1978-11-13,11,27.048,OAK,@,CIN,W 34-21,3,75,25.00,1,0,0,,0,0,0,,0,0,0,,,0,,,1,6
67,1978,1978-11-19,12,27.054,OAK,,DET,W 29-17,5,65,13.00,1,0,0,,0,0,0,,0,0,0,,,0,,,1,6
68,1978,1978-11-26,13,27.061,OAK,,SEA,L 16-17,5,90,18.00,1,0,0,,0,0,0,,0,0,0,,,0,,,1,6
69,1978,1978-12-03,14,27.068,OAK,,DEN,L 6-21,7,56,8.00,0,1,5,5.00,0,0,0,,0,0,0,,,0,,,0,0
70,1978,1978-12-10,15,27.075,OAK,@,MIA,L 6-23,3,19,6.33,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0
71,1978,1978-12-17,16,27.082,OAK,,MIN,W 27-20,2,29,14.50,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0
72,1979,1979-09-09,2,27.348,OAK,@,SDG,L 10-30,,,,,,,,,,,,,,,,,,,,,
73,1979,1979-09-16,3,27.355,OAK,@,SEA,L 10-27,,,,,,,,,,,,,,,,,,,,,
74,1979,1979-09-23,4,27.362,OAK,@,KAN,L 7-35,,,,,,,,,,,,,,,,,,,,,
75,1979,1979-09-30,5,28.004,OAK,,DEN,W 27-3,4,92,23.00,1,0,0,,0,0,0,,0,0,0,,,0,,,1,6
76,1979,1979-10-08,6,28.012,OAK,,MIA,W 13-3,4,57,14.25,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0
77,1979,1979-10-14,7,28.018,OAK,,ATL,W 50-19,4,62,15.50,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0
78,1979,1979-10-21,8,28.025,OAK,@,NYJ,L 19-28,6,93,15.50,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0
79,1979,1979-10-25,9,28.029,OAK,,SDG,W 45-22,3,88,29.33,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0
80,1979,1979-11-04,10,28.039,OAK,,SFO,W 23-10,5,65,13.00,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0
81,1979,1979-11-11,11,28.046,OAK,@,HOU,L 17-31,5,49,9.80,1,0,0,,0,0,0,,0,0,0,,,0,,,1,6
82,1979,1979-11-18,12,28.053,OAK,,KAN,L 21-24,7,91,13.00,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0
83,1979,1979-11-25,13,28.060,OAK,@,DEN,W 14-10,4,32,8.00,1,0,0,,0,0,0,,0,0,0,,,0,,,1,6
84,1979,1979-12-03,14,28.068,OAK,@,NOR,W 42-35,6,53,8.83,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0
85,1979,1979-12-09,15,28.074,OAK,,CLE,W 19-14,5,49,9.80,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0
86,1979,1979-12-16,16,28.081,OAK,,SEA,L 24-29,4,40,10.00,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0
87,1980,1980-09-07,1,28.347,OAK,@,KAN,W 27-14,3,38,12.67,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0
88,1980,1980-09-14,2,28.354,OAK,@,SDG,L 24-30,2,17,8.50,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0
89,1980,1980-09-21,3,28.361,OAK,,WAS,W 24-21,3,41,13.67,1,0,0,,0,0,0,,0,0,0,,,0,,,1,6
90,1980,1980-09-28,4,29.002,OAK,@,BUF,L 7-24,4,51,12.75,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0
91,1980,1980-10-05,5,29.009,OAK,,KAN,L 17-31,7,62,8.86,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0
92,1980,1980-10-12,6,29.016,OAK,,SDG,W 38-24,3,61,20.33,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0
93,1980,1980-10-19,7,29.023,HOU,,TAM,W 20-14,1,14,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
94,1980,1980-10-26,8,29.030,HOU,,CIN,W 23-3,3,38,12.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
95,1980,1980-11-02,9,29.037,HOU,@,DEN,W 20-16,2,15,7.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
96,1980,1980-11-10,10,29.045,HOU,,NWE,W 38-34,4,50,12.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
97,1980,1980-11-16,11,29.051,HOU,@,CHI,W 10-6,,,,,,,,,,,,,,,,,,,,,
98,1980,1980-11-23,12,29.058,HOU,@,NYJ,L 28-31,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
99,1980,1980-11-30,13,29.065,HOU,,CLE,L 14-17,7,150,21.43,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
100,1980,1980-12-04,14,29.069,HOU,,PIT,W 6-0,5,68,13.60,0,2,8,4.00,0,0,0,,0,0,0,,0,0,,,0,0
101,1980,1980-12-14,15,29.079,HOU,@,GNB,W 22-3,4,63,15.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
102,1980,1980-12-21,16,29.086,HOU,,MIN,W 20-16,7,120,17.14,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
103,1981,1981-09-06,1,29.345,HOU,@,RAM,W 27-20,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
104,1981,1981-09-13,2,29.352,HOU,@,CLE,W 9-3,0,0,,0,,,,,,,,,,,,,,,,,
105,1981,1981-09-20,3,29.359,HOU,,MIA,L 10-16,0,0,,0,,,,,,,,,,,,,,,,,
106,1981,1981-09-27,4,30.001,HOU,@,NYJ,L 17-33,0,0,,0,,,,,,,,,,,,,,,,,
107,1981,1981-10-04,5,30.008,HOU,,CIN,W 17-10,0,0,,0,,,,,,,,,,,,,,,,,
108,1981,1981-10-11,6,30.015,HOU,,SEA,W 35-17,1,32,32.00,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
109,1981,1981-10-18,7,30.022,HOU,@,NWE,L 10-38,3,37,12.33,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
110,1981,1981-10-26,8,30.030,HOU,@,PIT,L 13-26,3,93,31.00,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
111,1981,1981-11-01,9,30.036,HOU,@,CIN,L 21-34,4,56,14.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
112,1981,1981-11-08,10,30.043,HOU,,OAK,W 17-16,2,39,19.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
113,1981,1981-11-15,11,30.050,HOU,@,KAN,L 10-23,1,17,17.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
114,1981,1981-11-22,12,30.057,HOU,,NOR,L 24-27,3,25,8.33,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
115,1981,1981-11-29,13,30.064,HOU,,ATL,L 27-31,4,39,9.75,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
116,1981,1981-12-03,14,30.068,HOU,,CLE,W 17-13,2,39,19.50,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
117,1981,1981-12-13,15,30.078,HOU,@,SFO,L 6-28,3,44,14.67,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
118,1981,1981-12-20,16,30.085,HOU,,PIT,W 21-20,6,139,23.17,3,0,0,,0,0,0,,0,0,0,,,,,,3,18
119,1982,1982-09-12,1,30.351,HOU,@,CIN,L 6-27,0,0,,0,0,0,,0,,,,,,,,,,,,0,
120,1982,1982-09-19,2,30.358,HOU,,SEA,W 23-21,4,42,10.50,1,1,8,8.00,0,0,0,,0,0,0,,,,,,1,6
121,1982,1982-11-21,3,31.056,HOU,,PIT,L 10-24,8,98,12.25,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
122,1982,1982-11-28,4,31.063,HOU,@,NWE,L 21-29,6,100,16.67,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
123,1982,1982-12-05,5,31.070,HOU,@,NYG,L 14-17,3,50,16.67,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
124,1982,1982-12-13,6,31.078,HOU,,DAL,L 7-37,2,44,22.00,0,1,1,1.00,0,0,0,,0,0,0,,,,,,0,0
125,1982,1982-12-19,7,31.084,HOU,@,PHI,L 14-35,5,102,20.40,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
126,1982,1982-12-26,8,31.091,HOU,,CLE,L 14-20,3,64,21.33,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
127,1982,1983-01-02,9,31.098,HOU,,CIN,L 27-35,5,73,14.60,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
128,1983,1983-09-04,1,31.343,HOU,,GNB,L 38-41,3,29,9.67,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
129,1983,1983-09-11,2,31.350,HOU,@,RAI,L 6-20,0,0,,0,,,,,,,,,,,,,,,,,
130,1983,1983-09-18,3,31.357,HOU,,PIT,L 28-40,4,50,12.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
131,1983,1983-09-25,4,31.364,MIN,,DET,W 20-17,0,0,,0,,,,,,,,,,,,,,,,,
132,1983,1983-10-02,5,32.006,MIN,,DAL,L 24-37,2,27,13.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
133,1983,1983-10-09,6,32.013,MIN,@,CHI,W 23-14,0,0,,0,,,,,,,,,,,,,,,,,
134,1983,1983-10-16,7,32.020,MIN,,HOU,W 34-14,2,13,6.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
135,1983,1983-10-23,8,32.027,MIN,@,GNB,W 20-17,1,22,22.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
136,1983,1983-10-30,9,32.034,MIN,@,STL,L 31-41,3,44,14.67,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
137,1983,1983-11-06,10,32.041,MIN,,TAM,L 12-17,0,0,,0,,,,,,,,,,,,,,,,,
138,1983,1983-11-13,11,32.048,MIN,,GNB,L 21-29,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
139,1983,1983-11-20,12,32.055,MIN,@,PIT,W 17-14,4,51,12.75,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
140,1983,1983-11-27,13,32.062,MIN,@,NOR,L 16-17,0,0,,0,,,,,,,,,,,,,,,,,
141,1984,1984-11-04,10,33.039,RAI,@,CHI,L 6-17,,,,,,,,,,,,,,,,,,,,,
142,1984,1984-11-12,11,33.047,RAI,@,SEA,L 14-17,,,,,,,,,,,,,,,,,,,,,
143,1984,1984-11-18,12,33.053,RAI,,KAN,W 17-7,,,,,,,,,,,,,,,,,,,,,
144,1984,1984-11-25,13,33.060,RAI,,IND,W 21-7,2,14,7.00,1,0,0,,0,0,0,,0,0,0,,,0,,,1,6
145,1984,1984-12-02,14,33.067,RAI,@,MIA,W 45-34,1,7,7.00,1,0,0,,0,0,0,,0,0,0,,,0,,,1,6
146,1984,1984-12-10,15,33.075,RAI,@,DET,W 24-3,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0
147,1984,1984-12-16,16,33.081,RAI,,PIT,L 7-13,,,,,,,,,,,,,,,,,,,,,
