ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2016,2016-12-18,14,22.309,PHI,@,BAL,L 26-27,,9,22,2.44,0,3,2,6,3.00,0,66.7%,2.00,0,0,,0
2,2016,2016-12-22,15,22.313,PHI,,NYG,W 24-19,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0
3,2016,2017-01-01,16,22.323,PHI,,DAL,W 27-13,,10,42,4.20,0,2,1,4,4.00,0,50.0%,2.00,2,36,18.00,0
4,2017,2017-11-19,10,23.279,WAS,@,NOR,L 31-34,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0
5,2017,2017-11-23,11,23.283,WAS,,NYG,W 20-10,,4,18,4.50,0,2,1,12,12.00,0,50.0%,6.00,2,38,19.00,0
6,2017,2017-11-30,12,23.290,WAS,@,DAL,L 14-38,,4,12,3.00,0,6,5,24,4.80,0,83.3%,4.00,1,29,29.00,0
7,2017,2017-12-10,13,23.300,WAS,@,LAC,L 13-30,,0,0,,0,0,0,0,,0,0.0%,,1,22,22.00,0
