ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1991,1991-09-01,1,23.217,CLE,,DAL,L 14-26,,0,0,,0,0,0,,,,,,2,2,100.0,,1,0.0,0,2,0,0,,0
2,1991,1991-09-08,2,23.224,CLE,@,NWE,W 20-0,,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
3,1991,1991-09-15,3,23.231,CLE,,CIN,W 14-13,,0,0,,0,0,0,,,,,,,,,4,4,100.0,0,12,0,0,,0
4,1991,1991-09-22,4,23.238,CLE,@,NYG,L 10-13,,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
5,1991,1991-10-06,5,23.252,CLE,,NYJ,L 14-17,,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,
6,1991,1991-10-13,6,23.259,CLE,@,WAS,L 17-42,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
7,1991,1991-10-20,7,23.266,CLE,@,SDG,W 30-24,,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
8,1991,1991-10-27,8,23.273,CLE,,PIT,W 17-14,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
9,1991,1991-11-03,9,23.280,CLE,@,CIN,L 21-23,,0,0,,0,0,0,,,,,,3,3,100.0,,2,0.0,0,3,0,0,,0
10,1991,1991-11-10,10,23.287,CLE,,PHI,L 30-32,,0,0,,0,0,0,,,,,,3,4,75.0,1,1,100.0,0,6,0,0,,0
11,1991,1991-11-17,11,23.294,CLE,@,HOU,L 24-28,,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
12,1991,1991-11-24,12,23.301,CLE,,KAN,W 20-15,,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
13,1991,1991-12-01,13,23.308,CLE,@,IND,W 31-0,,0,0,,0,0,0,,,,,,4,4,100.0,1,2,50.0,0,7,0,0,,0
14,1991,1991-12-08,14,23.315,CLE,,DEN,L 7-17,,0,0,,0,0,,,,,,,1,1,100.0,,,,0,1,,,,
15,1991,1991-12-15,15,23.322,CLE,,HOU,L 14-17,,0,0,,0,0,0,,,,,,2,2,100.0,,1,0.0,0,2,0,0,,0
16,1991,1991-12-22,16,23.329,CLE,@,PIT,L 10-17,,0,0,,0,0,0,,,,,,1,1,100.0,1,2,50.0,0,4,0,0,,0
17,1992,1992-09-06,1,24.223,CLE,@,IND,L 3-14,,0,0,,0,0,0,,0,,,,,,,1,2,50.0,0,3,0,0,,0
18,1992,1992-09-14,2,24.231,CLE,,MIA,L 23-27,,0,0,,0,0,0,,0,,,,2,3,66.7,1,1,100.0,0,5,0,0,,0
19,1992,1992-09-20,3,24.237,CLE,@,RAI,W 28-16,,0,0,,0,0,0,,0,,,,4,4,100.0,,1,0.0,0,4,0,0,,0
20,1992,1992-09-27,4,24.244,CLE,,DEN,L 0-12,,0,1,0.00,0,0,1,0.0,,,0.00,-45.00,,,,,,,0,0,0,0,,0
21,1992,1992-10-11,5,24.258,CLE,,PIT,W 17-9,,0,0,,0,0,0,,0,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
22,1992,1992-10-18,6,24.265,CLE,,GNB,W 17-6,,0,0,,0,0,0,,0,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
23,1992,1992-10-25,7,24.272,CLE,@,NWE,W 19-17,,0,0,,0,0,0,,0,,,,1,1,100.0,4,7,57.1,0,13,0,0,,0
24,1992,1992-11-01,8,24.279,CLE,@,CIN,L 10-30,,0,0,,0,0,0,,0,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
25,1992,1992-11-08,9,24.286,CLE,@,HOU,W 24-14,,0,0,,0,0,0,,0,,,,3,3,100.0,1,2,50.0,0,6,0,0,,0
