ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1970,1970-09-20,1,22.199,ATL,@,NOR,W 14-3,12,50,4.17,1,0,0,,0,0,0,,0,1,6
2,1970,1970-09-27,2,22.206,ATL,@,GNB,L 24-27,4,17,4.25,1,6,71,11.83,0,1,26,26.00,0,1,6
3,1970,1970-10-04,3,22.213,ATL,,SFO,W 21-20,2,6,3.00,0,0,0,,0,0,0,,0,0,0
4,1970,1970-10-11,4,22.220,ATL,@,DAL,L 0-13,2,16,8.00,0,0,0,,0,2,40,20.00,0,0,0
5,1970,1970-10-18,5,22.227,ATL,@,DEN,L 10-24,1,7,7.00,0,1,21,21.00,0,2,55,27.50,0,0,0
6,1970,1970-10-25,6,22.234,ATL,,NOR,W 32-14,2,2,1.00,0,0,0,,0,0,0,,0,0,0
7,1970,1970-11-01,7,22.241,ATL,,CHI,L 14-23,0,0,,0,0,0,,0,2,52,26.00,0,0,0
8,1970,1970-11-08,8,22.248,ATL,@,RAM,T 10-10,,,,,,,,,,,,,,
9,1970,1970-11-15,9,22.255,ATL,@,PHI,T 13-13,1,4,4.00,0,0,0,,0,1,25,25.00,0,0,0
10,1970,1970-11-22,10,22.262,ATL,,RAM,L 7-17,4,14,3.50,0,0,0,,0,2,32,16.00,0,0,0
11,1970,1970-12-06,12,22.276,ATL,@,SFO,L 20-24,,,,,,,,,,,,,,
12,1971,1971-09-19,1,23.198,ATL,,SFO,W 20-17,8,23,2.88,0,0,0,,0,0,0,,0,0,0
13,1971,1971-09-26,2,23.205,ATL,@,RAM,T 20-20,,,,,,,,,,,,,,
14,1971,1971-10-03,3,23.212,ATL,@,DET,L 38-41,,,,,,,,,,,,,,
15,1971,1971-10-10,4,23.219,ATL,,STL,L 9-26,0,0,,0,1,2,2.00,0,0,0,,0,0,0
16,1971,1971-10-17,5,23.226,ATL,,RAM,L 16-24,1,3,3.00,0,0,0,,0,0,0,,0,0,0
17,1971,1971-10-24,6,23.233,ATL,,NOR,W 28-6,3,1,0.33,0,0,0,,0,0,0,,0,0,0
18,1971,1971-10-31,7,23.240,ATL,@,CLE,W 31-14,4,13,3.25,0,0,0,,0,0,0,,0,0,0
19,1971,1971-11-07,8,23.247,ATL,@,CIN,W 9-6,,,,,,,,,,,,,,
20,1971,1971-11-14,9,23.254,ATL,,NYG,L 17-21,2,5,2.50,0,0,0,,0,0,0,,0,0,0
21,1971,1971-11-22,10,23.262,ATL,,GNB,W 28-21,1,3,3.00,0,1,29,29.00,0,0,0,,0,0,0
22,1971,1971-11-28,11,23.268,ATL,@,MIN,L 7-24,9,26,2.89,0,0,0,,0,1,33,33.00,0,0,0
23,1971,1971-12-05,12,23.275,ATL,,OAK,W 24-13,0,0,,0,1,9,9.00,0,0,0,,0,0,0
24,1971,1971-12-12,13,23.282,ATL,@,SFO,L 3-24,1,5,5.00,0,0,0,,0,1,22,22.00,0,0,0
25,1971,1971-12-19,14,23.289,ATL,@,NOR,W 24-20,0,0,,0,0,0,,0,2,40,20.00,0,0,0
