ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1965,1965-09-19,2,21.345,BOS,@,HOU,L 10-31,1,24,24.00,0,0,12,,0,0,0,0,0,0
2,1965,1965-09-24,3,21.350,BOS,,DEN,L 10-27,4,80,20.00,0,0,0,,0,0,0,0,0,0
3,1965,1965-10-03,4,21.359,BOS,@,KAN,L 17-27,4,77,19.25,0,0,0,,0,0,0,0,0,0
4,1965,1965-10-08,5,21.364,BOS,,OAK,L 10-24,2,33,16.50,0,0,0,,0,0,0,0,0,0
5,1965,1965-10-17,6,22.008,BOS,,SDG,T 13-13,2,47,23.50,0,0,0,,0,0,0,0,0,0
6,1965,1965-10-24,7,22.015,BOS,@,OAK,L 21-30,1,24,24.00,0,0,0,,0,0,0,0,0,0
7,1965,1965-11-14,10,22.036,BOS,,NYJ,L 20-30,2,63,31.50,0,2,13,6.50,0,0,0,0,0,0
8,1965,1965-11-21,11,22.043,BOS,,KAN,T 10-10,1,26,26.00,0,0,0,,0,0,0,1,6,0
9,1965,1965-11-28,12,22.050,BOS,@,NYJ,W 27-23,0,0,,0,1,0,0.00,0,0,0,0,0,0
10,1965,1965-12-18,14,22.070,BOS,,HOU,W 42-14,0,0,,0,2,10,5.00,0,0,0,1,10,0
11,1966,1966-09-18,2,22.344,BOS,@,DEN,W 24-10,2,41,20.50,0,0,0,,0,0,0,0,0,0
12,1966,1966-09-25,3,22.351,BOS,,KAN,L 24-43,3,61,20.33,0,0,0,,0,0,0,0,0,0
13,1966,1966-10-02,4,22.358,BOS,,NYJ,T 24-24,2,17,8.50,0,0,0,,0,0,0,0,0,0
14,1966,1966-10-23,6,23.014,BOS,,SDG,W 35-17,1,15,15.00,0,0,0,,0,0,0,0,0,0
15,1966,1966-10-30,7,23.021,BOS,,OAK,W 24-21,2,49,24.50,0,0,0,,0,0,0,0,0,0
16,1966,1966-11-06,8,23.028,BOS,,DEN,L 10-17,1,39,39.00,0,0,0,,0,0,0,0,0,0
17,1966,1966-11-13,9,23.035,BOS,,HOU,W 27-21,2,48,24.00,0,0,0,,0,0,0,0,0,0
18,1966,1966-11-20,10,23.042,BOS,@,KAN,T 27-27,4,101,25.25,0,0,0,,0,0,0,0,0,0
19,1967,1967-09-03,1,23.329,BOS,@,DEN,L 21-26,0,0,,0,2,7,3.50,0,0,0,0,0,0
20,1967,1967-09-09,2,23.335,BOS,@,SDG,L 14-28,2,49,24.50,0,0,0,,0,0,0,0,0,0
21,1967,1967-09-17,3,23.343,BOS,@,OAK,L 7-35,6,130,21.67,0,2,11,5.50,0,0,0,0,0,0
22,1967,1967-09-24,4,23.350,BOS,@,BUF,W 23-0,0,0,,0,1,3,3.00,0,0,0,0,0,0
23,1967,1967-10-08,5,23.364,BOS,@,SDG,T 31-31,4,128,32.00,0,3,13,4.33,0,0,0,0,0,0
24,1967,1967-10-15,6,24.006,BOS,,MIA,W 41-10,3,60,20.00,0,2,-3,-1.50,0,1,6,1,54,1
25,1967,1967-10-22,7,24.013,BOS,,OAK,L 14-48,2,38,19.00,0,2,44,22.00,0,0,0,0,0,0
26,1967,1967-10-29,8,24.020,BOS,@,NYJ,L 23-30,4,90,22.50,0,2,14,7.00,0,0,0,0,0,0
27,1967,1967-11-19,11,24.041,BOS,,NYJ,L 24-29,0,0,,0,2,10,5.00,0,0,0,0,0,0
28,1967,1967-11-26,12,24.048,BOS,@,HOU,L 6-27,4,50,12.50,0,1,6,6.00,0,0,0,0,0,0
29,1967,1967-12-09,13,24.061,BOS,,BUF,L 16-44,4,73,18.25,0,0,0,,0,0,0,0,0,0
30,1967,1967-12-17,14,24.069,BOS,@,MIA,L 32-41,1,9,9.00,0,0,0,,0,0,0,0,0,0
