ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1987,1987-11-15,9,22.185,DAL,@,NWE,W 23-17,,0,0,,0,,,0,0,,0,0,0,,0,3,22,7.33,0,0,0
2,1987,1987-11-22,10,22.192,DAL,,MIA,L 14-20,,0,0,,0,,,0,0,,0,2,59,29.50,0,3,17,5.67,0,0,0
3,1987,1987-11-26,11,22.196,DAL,,MIN,L 38-44,,0,0,,0,,,0,0,,0,3,44,14.67,0,4,69,17.25,0,0,0
4,1987,1987-12-06,12,22.206,DAL,,ATL,L 10-21,,1,17,17.00,0,,,0,0,,0,3,58,19.33,0,2,18,9.00,0,0,0
5,1987,1987-12-13,13,22.213,DAL,@,WAS,L 20-24,,2,55,27.50,0,,,0,0,,0,1,9,9.00,0,3,22,7.33,0,0,0
6,1987,1987-12-21,14,22.221,DAL,@,RAM,W 29-21,,2,31,15.50,0,,,0,0,,0,1,22,22.00,0,4,34,8.50,0,0,0
7,1987,1987-12-27,15,22.227,DAL,,STL,W 21-16,,0,0,,0,,,0,0,,0,2,45,22.50,0,3,34,11.33,0,0,0
8,1988,1988-09-04,1,23.113,DAL,@,PIT,L 21-24,,1,8,8.00,0,,,0,0,,0,0,0,,0,2,14,7.00,0,0,0
9,1988,1988-09-12,2,23.121,DAL,@,PHO,W 17-14,,5,72,14.40,0,,,0,0,,0,0,0,,0,5,52,10.40,0,0,0
10,1988,1988-09-18,3,23.127,DAL,,NYG,L 10-12,,0,0,,0,,,1,-16,-16.00,0,0,0,,0,2,27,13.50,0,0,0
11,1988,1988-09-25,4,23.134,DAL,,ATL,W 26-20,,1,12,12.00,0,,,0,0,,0,2,28,14.00,0,2,12,6.00,0,0,0
12,1988,1988-10-03,5,23.142,DAL,@,NOR,L 17-20,,8,95,11.88,2,,,0,0,,0,3,60,20.00,0,1,7,7.00,0,2,12
13,1988,1988-10-09,6,23.148,DAL,,WAS,L 17-35,,3,72,24.00,1,,,0,0,,0,3,62,20.67,0,3,25,8.33,0,1,6
14,1988,1988-10-16,7,23.155,DAL,@,CHI,L 7-17,,5,63,12.60,0,,,0,0,,0,0,0,,0,1,14,14.00,0,0,0
15,1988,1988-10-23,8,23.162,DAL,@,PHI,L 23-24,,8,97,12.13,0,,,0,0,,0,1,31,31.00,0,4,29,7.25,0,0,0
16,1988,1988-10-30,9,23.169,DAL,,PHO,L 10-16,,1,6,6.00,0,,,1,9,9.00,0,0,0,,0,5,53,10.60,0,0,0
17,1988,1988-11-06,10,23.176,DAL,@,NYG,L 21-29,,7,65,9.29,0,,,1,-8,-8.00,0,3,29,9.67,0,2,25,12.50,0,0,0
18,1988,1988-11-13,11,23.183,DAL,,MIN,L 3-43,,2,25,12.50,0,,,0,0,,0,0,0,,0,5,19,3.80,0,0,0
19,1988,1988-11-20,12,23.190,DAL,,CIN,L 24-38,,0,0,,0,,,0,0,,0,0,0,,0,2,24,12.00,0,0,0
20,1988,1988-11-24,13,23.194,DAL,,HOU,L 17-25,,1,6,6.00,0,,,0,0,,0,0,0,,0,2,14,7.00,0,0,0
21,1988,1988-12-04,14,23.204,DAL,@,CLE,L 21-24,,2,24,12.00,0,,,0,0,,0,0,0,,0,3,15,5.00,0,0,0
22,1988,1988-12-11,15,23.211,DAL,@,WAS,W 24-17,,5,77,15.40,0,,,1,11,11.00,0,0,0,,0,3,30,10.00,0,0,0
23,1988,1988-12-18,16,23.218,DAL,,PHI,L 7-23,,0,0,,0,,,0,0,,0,0,0,,0,2,0,0.00,0,0,0
24,1989,1989-09-10,1,24.119,DAL,@,NOR,L 0-28,,4,47,11.75,0,,,0,0,,0,0,0,,0,1,9,9.00,0,0,0
25,1989,1989-09-17,2,24.126,DAL,@,ATL,L 21-27,,1,19,19.00,0,,,0,0,,0,0,0,,0,1,10,10.00,0,0,0
26,1989,1989-09-24,3,24.133,DAL,,WAS,L 7-30,,2,30,15.00,0,,,0,0,,0,0,0,,0,2,13,6.50,0,0,0
27,1989,1989-10-01,4,24.140,DAL,,NYG,L 13-30,,4,86,21.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
28,1989,1989-10-08,5,24.147,DAL,@,GNB,L 13-31,,3,23,7.67,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
29,1989,1989-10-15,6,24.154,DAL,,SFO,L 14-31,,4,72,18.00,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
30,1989,1989-10-22,7,24.161,DAL,@,KAN,L 28-36,,4,52,13.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
31,1989,1989-10-29,8,24.168,DAL,,PHO,L 10-19,,7,78,11.14,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
32,1989,1989-11-05,9,24.175,DAL,@,WAS,W 13-3,,5,93,18.60,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
33,1989,1989-11-12,10,24.182,DAL,@,PHO,L 20-24,,5,62,12.40,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
34,1989,1989-11-19,11,24.189,DAL,,MIA,L 14-17,,7,82,11.71,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
35,1990,1990-09-09,1,25.118,DAL,,SDG,W 17-14,,5,78,15.60,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
36,1990,1990-09-16,2,25.125,DAL,,NYG,L 7-28,,2,33,16.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
37,1990,1990-09-23,3,25.132,DAL,@,WAS,L 15-19,,3,22,7.33,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
38,1990,1990-09-30,4,25.139,DAL,@,NYG,L 17-31,,5,65,13.00,0,,,1,2,2.00,0,0,0,,0,0,0,,0,0,0
39,1990,1990-10-07,5,25.146,DAL,,TAM,W 14-10,,6,51,8.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
40,1990,1990-10-14,6,25.153,DAL,@,PHO,L 3-20,,0,0,,0,,,0,0,,0,,,,,0,0,,0,0,
41,1990,1990-10-21,7,25.160,DAL,@,TAM,W 17-13,,1,5,5.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
42,1990,1990-10-28,8,25.167,DAL,,PHI,L 20-21,,4,31,7.75,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
43,1990,1990-11-04,9,25.174,DAL,@,NYJ,L 9-24,,8,73,9.13,0,,,1,3,3.00,0,0,0,,0,0,0,,0,0,0
44,1990,1990-11-11,10,25.181,DAL,,SFO,L 6-24,,4,38,9.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
45,1990,1990-11-18,11,25.188,DAL,@,RAM,W 24-21,,4,48,12.00,0,,,0,0,,0,0,0,,0,4,38,9.50,0,0,0
46,1990,1990-11-22,12,25.192,DAL,,WAS,W 27-17,,7,70,10.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
47,1990,1990-12-02,13,25.202,DAL,,NOR,W 17-13,,3,69,23.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
48,1990,1990-12-16,14,25.216,DAL,,PHO,W 41-10,,2,31,15.50,0,,,0,0,,0,0,0,,0,1,8,8.00,0,0,0
49,1990,1990-12-23,15,25.223,DAL,@,PHI,L 3-17,,4,42,10.50,0,,,2,-7,-3.50,0,0,0,,0,0,0,,0,0,0
50,1990,1990-12-30,16,25.230,DAL,@,ATL,L 7-26,,6,76,12.67,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
51,1991,1991-09-01,1,26.110,DAL,@,CLE,W 26-14,,1,16,16.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
52,1991,1991-09-09,2,26.118,DAL,,WAS,L 31-33,,3,37,12.33,0,,,0,0,,0,0,,,0,2,0,0.00,0,0,0
53,1991,1991-09-15,3,26.124,DAL,,PHI,L 0-24,,3,58,19.33,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
54,1991,1991-09-22,4,26.131,DAL,@,PHO,W 17-9,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,
55,1991,1991-09-29,5,26.138,DAL,,NYG,W 21-16,,1,9,9.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
56,1991,1991-10-06,6,26.145,DAL,@,GNB,W 20-17,,1,8,8.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
57,1991,1991-10-13,7,26.152,DAL,,CIN,W 35-23,,1,8,8.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
58,1991,1991-10-27,8,26.166,DAL,@,DET,L 10-34,,3,39,13.00,0,,,0,0,,0,2,22,11.00,0,1,11,11.00,0,0,0
59,1991,1991-11-03,9,26.173,DAL,,PHO,W 27-7,,0,0,,0,,,0,0,,0,0,0,,0,1,5,5.00,0,0,0
60,1991,1991-11-10,10,26.180,DAL,@,HOU,L 23-26,,0,0,,0,,,0,0,,0,0,0,,0,2,24,12.00,0,0,0
61,1991,1991-11-17,11,26.187,DAL,@,NYG,L 9-22,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,
62,1991,1991-11-24,12,26.194,DAL,@,WAS,W 24-21,,2,45,22.50,0,,,0,0,,0,0,0,,0,3,35,11.67,0,0,0
63,1991,1991-11-28,13,26.198,DAL,,PIT,W 20-10,,1,23,23.00,0,,,0,0,,0,0,0,,0,2,5,2.50,0,0,0
64,1991,1991-12-08,14,26.208,DAL,,NOR,W 23-14,,0,0,,0,,,0,0,,0,0,0,,0,2,23,11.50,0,0,0
65,1991,1991-12-15,15,26.215,DAL,@,PHI,W 25-13,,0,0,,0,,,0,0,,0,1,25,25.00,0,6,116,19.33,1,1,6
66,1991,1991-12-22,16,26.222,DAL,,ATL,W 31-27,,0,0,,0,,,0,0,,0,0,0,,0,2,25,12.50,0,0,0
67,1992,1992-09-07,1,27.116,DAL,,WAS,W 23-10,5,2,12,6.00,0,40.0%,2.40,0,0,,0,0,0,,0,2,87,43.50,1,1,6
68,1992,1992-09-13,2,27.122,DAL,@,NYG,W 34-28,3,2,41,20.50,0,66.7%,13.67,0,0,,0,0,0,,0,2,23,11.50,0,0,0
69,1992,1992-09-20,3,27.129,DAL,,PHO,W 31-20,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,0
70,1992,1992-10-05,4,27.144,DAL,@,PHI,L 7-31,3,3,31,10.33,1,100.0%,10.33,0,0,,0,4,99,24.75,0,2,16,8.00,0,1,6
