ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1979,1979-09-02,1,23.031,CIN,@,DEN,L 0-10,,,,
2,1979,1979-09-09,2,23.038,CIN,@,BUF,L 24-51,,,,
3,1979,1979-09-16,3,23.045,CIN,,NWE,L 14-20,,,,
4,1979,1979-09-23,4,23.052,CIN,,HOU,L 27-30,,,,
5,1979,1979-09-30,5,23.059,CIN,@,DAL,L 13-38,,,,
6,1979,1979-10-07,6,23.066,CIN,,KAN,L 7-10,,,,
7,1979,1979-10-14,7,23.073,CIN,,PIT,W 34-10,,,,
8,1979,1979-10-21,8,23.080,CIN,@,CLE,L 27-28,1,0,0.00,0
9,1979,1979-10-28,9,23.087,CIN,,PHI,W 37-13,,,,
10,1979,1979-11-04,10,23.094,CIN,@,BAL,L 28-38,,,,
11,1979,1979-11-11,11,23.101,CIN,,SDG,L 24-26,,,,
12,1979,1979-11-18,12,23.108,CIN,@,HOU,L 21-42,,,,
13,1979,1979-11-25,13,23.115,CIN,,STL,W 34-28,,,,
14,1979,1979-12-02,14,23.122,CIN,@,PIT,L 17-37,,,,
15,1979,1979-12-09,15,23.129,CIN,@,WAS,L 14-28,,,,
16,1979,1979-12-16,16,23.136,CIN,,CLE,W 16-12,,,,
