ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
20,2011,2011-10-23,7,23.258,DET,,ATL,L 16-23,*,15,32,46.88,183,1,0,75.4,3,24,5.72,6.34,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
21,2011,2011-10-30,8,23.265,DET,@,DEN,W 45-10,*,21,30,70.00,267,3,0,130.8,2,9,8.90,10.90,1,21,21.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
22,2011,2011-11-13,9,23.279,DET,@,CHI,L 13-37,*,33,63,52.38,329,1,4,46.3,2,16,5.22,2.68,2,1,0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
23,2011,2011-11-20,10,23.286,DET,,CAR,W 49-35,*,28,36,77.78,335,5,2,121.9,2,9,9.31,9.58,4,2,0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
24,2011,2011-11-24,11,23.290,DET,,GNB,L 15-27,*,32,45,71.11,276,1,3,66.5,1,3,6.13,3.58,4,31,7.75,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
25,2011,2011-12-04,12,23.300,DET,@,NOR,L 17-31,*,31,44,70.45,408,1,1,97.5,3,29,9.27,8.70,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
26,2011,2011-12-11,13,23.307,DET,,MIN,W 34-28,*,20,29,68.97,227,2,0,115.2,5,19,7.83,9.21,2,4,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
27,2011,2011-12-18,14,23.314,DET,@,OAK,W 28-27,*,29,52,55.77,391,4,0,105.5,2,16,7.52,9.06,1,5,5.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
28,2011,2011-12-24,15,23.320,DET,,SDG,W 38-10,*,29,36,80.56,373,3,0,137.6,3,20,10.36,12.03,2,5,2.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
29,2011,2012-01-01,16,23.328,DET,@,GNB,L 41-45,*,36,59,61.02,520,5,2,103.8,2,18,8.81,8.98,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
30,2012,2012-09-09,1,24.215,DET,,STL,W 27-23,*,32,48,66.67,355,1,3,69.4,1,9,7.40,5.00,0,0,,0,1,1,3,3.00,0,100.0%,3.00,,0,0,0.0,0,0
31,2012,2012-09-16,2,24.222,DET,@,SFO,L 19-27,*,19,32,59.38,230,1,1,78.9,2,16,7.19,6.41,2,10,5.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
32,2012,2012-09-23,3,24.229,DET,@,TEN,L 41-44,*,33,42,78.57,278,1,0,102.2,1,8,6.62,7.10,2,12,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
33,2012,2012-09-30,4,24.236,DET,,MIN,L 13-20,*,30,51,58.82,319,0,0,77.2,5,33,6.25,6.25,4,14,3.50,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
34,2012,2012-10-14,5,24.250,DET,@,PHI,W 26-23,*,22,45,48.89,311,1,1,69.8,0,0,6.91,6.36,3,7,2.33,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
35,2012,2012-10-22,6,24.258,DET,@,CHI,L 7-13,*,28,46,60.87,263,1,1,74.8,3,20,5.72,5.17,3,21,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
36,2012,2012-10-28,7,24.264,DET,,SEA,W 28-24,*,34,49,69.39,352,3,1,101.7,2,21,7.18,7.49,4,12,3.00,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
37,2012,2012-11-04,8,24.271,DET,@,JAX,W 31-14,*,22,33,66.67,285,0,0,93.6,1,0,8.64,8.64,2,-2,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
38,2012,2012-11-11,9,24.278,DET,@,MIN,L 24-34,*,28,42,66.67,329,3,1,104.2,2,21,7.83,8.19,3,13,4.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
39,2012,2012-11-18,10,24.285,DET,,GNB,L 20-24,*,17,39,43.59,266,1,2,54.0,5,14,6.82,5.03,2,12,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
40,2012,2012-11-22,11,24.289,DET,,HOU,L 31-34,*,31,61,50.82,441,2,0,85.5,3,22,7.23,7.89,2,7,3.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
41,2012,2012-12-02,12,24.299,DET,,IND,L 33-35,*,27,46,58.70,313,2,1,84.8,0,0,6.80,6.70,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
42,2012,2012-12-09,13,24.306,DET,@,GNB,L 20-27,*,27,45,60.00,264,1,1,74.7,1,13,5.87,5.31,3,9,3.00,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
43,2012,2012-12-16,14,24.313,DET,@,ARI,L 10-38,*,24,50,48.00,246,0,3,37.6,2,18,4.92,2.22,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
44,2012,2012-12-22,15,24.319,DET,,ATL,L 18-31,*,37,56,66.07,443,0,1,82.7,0,0,7.91,7.11,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
45,2012,2012-12-30,16,24.327,DET,,CHI,L 24-26,*,24,42,57.14,272,3,1,90.6,1,17,6.48,6.83,3,9,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
46,2013,2013-09-08,1,25.213,DET,,MIN,W 34-24,*,28,43,65.12,357,2,1,96.8,0,0,8.30,8.19,6,-3,-0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
47,2013,2013-09-15,2,25.220,DET,@,ARI,L 21-25,*,24,36,66.67,278,2,0,108.3,1,5,7.72,8.83,2,1,0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
48,2013,2013-09-22,3,25.227,DET,@,WAS,W 27-20,*,25,42,59.52,385,2,1,95.8,1,7,9.17,9.05,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
49,2013,2013-09-29,4,25.234,DET,,CHI,W 40-32,*,23,35,65.71,242,1,1,83.3,1,14,6.91,6.20,5,8,1.60,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
50,2013,2013-10-06,5,25.241,DET,@,GNB,L 9-22,*,25,40,62.50,262,1,0,89.8,5,40,6.55,7.05,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
51,2013,2013-10-13,6,25.248,DET,@,CLE,W 31-17,*,25,43,58.14,248,4,1,95.9,1,0,5.77,6.58,2,6,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,1
52,2013,2013-10-20,7,25.255,DET,,CIN,L 24-27,*,28,51,54.90,357,3,0,96.6,0,0,7.00,8.18,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
53,2013,2013-10-27,8,25.262,DET,,DAL,W 31-30,*,33,48,68.75,488,1,2,91.3,1,8,10.17,8.71,3,12,4.00,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
54,2013,2013-11-10,9,25.276,DET,@,CHI,W 21-19,*,18,35,51.43,219,3,1,87.7,0,0,6.26,6.69,2,-1,-0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
55,2013,2013-11-17,10,25.283,DET,@,PIT,L 27-37,*,19,46,41.30,362,2,1,74.7,2,18,7.87,7.76,3,24,8.00,0,0,0,0,,0,0.0%,,,0,0,0.0,1,0
56,2013,2013-11-24,11,25.290,DET,,TAM,L 21-24,*,26,46,56.52,297,3,4,61.6,2,11,6.46,3.85,2,6,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
57,2013,2013-11-28,12,25.294,DET,,GNB,W 40-10,*,22,35,62.86,330,3,2,98.5,1,10,9.43,8.57,1,8,8.00,0,0,0,0,,0,0.0%,,,0,0,0.0,1,0
58,2013,2013-12-08,13,25.304,DET,@,PHI,L 20-34,*,10,25,40.00,151,0,0,60.6,0,0,6.04,6.04,6,-1,-0.17,0,0,0,0,,0,0.0%,,,0,0,0.0,1,0
59,2013,2013-12-16,14,25.312,DET,,BAL,L 16-18,*,18,34,52.94,235,1,3,48.0,1,5,6.91,3.53,2,9,4.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
60,2013,2013-12-22,15,25.318,DET,,NYG,L 20-23,*,25,42,59.52,222,0,2,53.9,2,15,5.29,3.14,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
61,2013,2013-12-29,16,25.325,DET,@,MIN,L 13-14,*,22,33,66.67,217,1,0,95.1,5,35,6.58,7.18,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
62,2014,2014-09-08,1,26.213,DET,,NYG,W 35-14,*,22,32,68.75,346,2,0,125.3,1,5,10.81,12.06,4,2,0.50,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
63,2014,2014-09-14,2,26.219,DET,@,CAR,L 7-24,*,27,48,56.25,291,1,1,72.5,4,38,6.06,5.54,1,8,8.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
64,2014,2014-09-21,3,26.226,DET,,GNB,W 19-7,*,22,34,64.71,246,0,2,61.6,2,8,7.24,4.59,6,8,1.33,0,0,0,0,,0,0.0%,,,0,0,0.0,1,0
65,2014,2014-09-28,4,26.233,DET,@,NYJ,W 24-17,*,24,34,70.59,293,2,0,116.4,4,21,8.62,9.79,6,8,1.33,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
66,2014,2014-10-05,5,26.240,DET,,BUF,L 14-17,*,18,31,58.06,231,1,1,78.8,6,27,7.45,6.65,3,8,2.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
67,2014,2014-10-12,6,26.247,DET,@,MIN,W 17-3,*,19,33,57.58,185,1,0,83.5,4,30,5.61,6.21,1,1,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
68,2014,2014-10-19,7,26.254,DET,,NOR,W 24-23,*,27,40,67.50,299,2,2,85.3,3,14,7.48,6.23,2,1,0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,1,0
69,2014,2014-10-26,8,26.261,DET,@,ATL,W 22-21,*,24,47,51.06,325,2,1,78.8,0,0,6.91,6.81,3,9,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
70,2014,2014-11-09,9,26.275,DET,,MIA,W 20-16,*,25,40,62.50,280,2,1,89.6,3,19,7.00,6.88,2,-1,-0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
71,2014,2014-11-16,10,26.282,DET,@,ARI,L 6-14,*,18,30,60.00,183,0,1,63.6,4,19,6.10,4.60,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
72,2014,2014-11-23,11,26.289,DET,@,NWE,L 9-34,*,18,46,39.13,264,0,1,49.5,2,20,5.74,4.76,3,18,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
73,2014,2014-11-27,12,26.293,DET,,CHI,W 34-17,*,34,45,75.56,390,2,0,116.0,2,7,8.67,9.56,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,1,0
74,2014,2014-12-07,13,26.303,DET,,TAM,W 34-17,*,26,34,76.47,311,3,0,133.3,4,17,9.15,10.91,3,-2,-0.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
75,2014,2014-12-14,14,26.310,DET,,MIN,W 16-14,*,17,28,60.71,153,1,0,87.4,0,0,5.46,6.18,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
76,2014,2014-12-21,15,26.317,DET,@,CHI,W 20-14,*,22,39,56.41,243,0,2,53.7,4,14,6.23,3.92,4,2,0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
77,2014,2014-12-28,16,26.324,DET,@,GNB,L 20-30,*,20,41,48.78,217,3,0,89.2,2,15,5.29,6.76,4,29,7.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
78,2015,2015-09-13,1,27.218,DET,@,SDG,L 28-33,*,19,30,63.33,246,2,2,83.5,1,13,8.20,6.53,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
79,2015,2015-09-20,2,27.225,DET,@,MIN,L 16-26,*,32,53,60.38,286,2,1,79.6,1,1,5.40,5.30,4,20,5.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
80,2015,2015-09-27,3,27.232,DET,,DEN,L 12-24,*,31,45,68.89,282,1,2,74.5,4,20,6.27,4.71,1,-1,-1.00,0,1,1,-6,-6.00,0,100.0%,-6.00,,0,0,0.0,0,0
81,2015,2015-10-05,4,27.240,DET,@,SEA,L 10-13,*,24,35,68.57,203,0,0,83.4,0,0,5.80,5.80,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
82,2015,2015-10-11,5,27.246,DET,,ARI,L 17-42,*,20,32,62.50,188,1,3,50.0,1,0,5.88,2.28,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
83,2015,2015-10-18,6,27.253,DET,,CHI,W 37-34,*,27,42,64.29,405,4,1,117.7,2,14,9.64,10.48,6,37,6.17,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
84,2015,2015-10-25,7,27.260,DET,,MIN,L 19-28,*,18,26,69.23,256,2,0,126.4,7,59,9.85,11.38,1,5,5.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
85,2015,2015-11-01,8,27.267,DET,@,KAN,L 10-45,*,22,36,61.11,217,1,2,64.2,6,32,6.03,4.08,1,5,5.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
86,2015,2015-11-15,9,27.281,DET,@,GNB,W 18-16,*,24,38,63.16,242,2,1,87.8,0,0,6.37,6.24,2,1,0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
87,2015,2015-11-22,10,27.288,DET,,OAK,W 18-13,*,22,35,62.86,282,0,0,88.0,4,16,8.06,8.06,6,31,5.17,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
88,2015,2015-11-26,11,27.292,DET,,PHI,W 45-14,*,27,38,71.05,337,5,0,137.8,2,15,8.87,11.50,2,13,6.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
89,2015,2015-12-03,12,27.299,DET,,GNB,L 23-27,*,23,35,65.71,220,2,0,102.1,3,15,6.29,7.43,2,22,11.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
90,2015,2015-12-13,13,27.309,DET,@,STL,L 14-21,*,30,46,65.22,245,2,1,84.1,4,25,5.33,5.22,2,5,2.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
91,2015,2015-12-21,14,27.317,DET,@,NOR,W 35-27,*,22,25,88.00,254,3,0,148.6,3,8,10.16,12.56,4,-1,-0.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
92,2015,2015-12-27,15,27.323,DET,,SFO,W 32-17,*,29,37,78.38,301,2,0,118.6,2,17,8.14,9.22,5,11,2.20,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
93,2015,2016-01-03,16,27.330,DET,@,CHI,W 24-20,*,28,39,71.79,298,3,0,119.4,4,16,7.64,9.18,6,10,1.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
94,2016,2016-09-11,1,28.217,DET,@,IND,W 39-35,*,31,39,79.49,340,3,0,128.6,1,8,8.72,10.26,2,5,2.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
95,2016,2016-09-18,2,28.224,DET,,TEN,L 15-16,*,22,40,55.00,260,1,1,72.9,4,22,6.50,5.88,2,31,15.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
96,2016,2016-09-25,3,28.231,DET,@,GNB,L 27-34,*,28,41,68.29,385,3,1,112.3,3,17,9.39,9.76,2,11,5.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
97,2016,2016-10-02,4,28.238,DET,@,CHI,L 14-17,*,23,36,63.89,213,0,2,56.8,2,16,5.92,3.42,2,17,8.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
98,2016,2016-10-09,5,28.245,DET,,PHI,W 24-23,*,19,25,76.00,180,3,0,135.0,4,16,7.20,9.60,6,16,2.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
99,2016,2016-10-16,6,28.252,DET,,LAR,W 31-28,*,23,31,74.19,270,4,0,139.8,1,5,8.71,11.29,5,14,2.80,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
100,2016,2016-10-23,7,28.259,DET,,WAS,W 20-17,*,18,29,62.07,266,1,0,103.5,3,16,9.17,9.86,2,32,16.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
101,2016,2016-10-30,8,28.266,DET,@,HOU,L 13-20,*,27,41,65.85,240,1,0,89.5,1,9,5.85,6.34,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
102,2016,2016-11-06,9,28.273,DET,@,MIN,W 22-16,*,23,36,63.89,219,2,1,87.6,1,5,6.08,5.94,0,0,,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
103,2016,2016-11-20,10,28.287,DET,,JAX,W 26-19,*,24,33,72.73,278,0,0,97.8,3,15,8.42,8.42,2,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
104,2016,2016-11-24,11,28.291,DET,,MIN,W 16-13,*,23,40,57.50,232,1,0,82.5,2,18,5.80,6.30,4,30,7.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
105,2016,2016-12-04,12,28.301,DET,@,NOR,W 28-13,*,30,42,71.43,341,2,0,111.3,2,4,8.12,9.07,3,22,7.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
106,2016,2016-12-11,13,28.308,DET,,CHI,W 20-17,*,21,35,60.00,223,1,2,64.3,3,14,6.37,4.37,4,15,3.75,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
107,2016,2016-12-18,14,28.315,DET,@,NYG,L 6-17,*,24,39,61.54,273,0,1,71.8,1,5,7.00,5.85,2,13,6.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
108,2016,2016-12-26,15,28.323,DET,@,DAL,L 21-42,*,26,46,56.52,260,0,1,63.7,4,31,5.65,4.67,1,1,1.00,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
109,2016,2017-01-01,16,28.329,DET,,GNB,L 24-31,*,26,41,63.41,347,2,1,96.3,2,15,8.46,8.34,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
110,2017,2017-09-10,1,29.215,DET,,ARI,W 35-23,*,29,41,70.73,292,4,1,113.1,1,7,7.12,7.98,2,14,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
111,2017,2017-09-18,2,29.223,DET,@,NYG,W 24-10,*,15,21,71.43,122,2,0,117.6,3,3,5.81,7.71,3,23,7.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
112,2017,2017-09-24,3,29.229,DET,,ATL,L 26-30,*,25,45,55.56,264,1,0,80.2,2,11,5.87,6.31,2,19,9.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
113,2017,2017-10-01,4,29.236,DET,@,MIN,W 14-7,*,19,31,61.29,209,0,0,81.2,6,55,6.74,6.74,3,-3,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
114,2017,2017-10-08,5,29.243,DET,,CAR,L 24-27,*,23,35,65.71,229,2,0,103.2,6,37,6.54,7.69,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
115,2017,2017-10-15,6,29.250,DET,@,NOR,L 38-52,*,25,52,48.08,312,3,3,62.3,5,31,6.00,4.56,2,4,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
116,2017,2017-10-29,7,29.264,DET,,PIT,L 15-20,*,27,45,60.00,423,0,0,91.2,2,12,9.40,9.40,1,11,11.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
117,2017,2017-11-06,8,29.272,DET,@,GNB,W 30-17,*,26,33,78.79,361,2,0,132.4,1,8,10.94,12.15,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
118,2017,2017-11-12,9,29.278,DET,,CLE,W 38-24,*,17,26,65.38,249,3,1,118.9,4,8,9.58,10.15,4,17,4.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
119,2017,2017-11-19,10,29.285,DET,@,CHI,W 27-24,*,21,31,67.74,299,2,0,120.2,3,12,9.65,10.94,3,3,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
120,2017,2017-11-23,11,29.289,DET,,MIN,L 23-30,*,20,35,57.14,250,2,1,86.6,3,14,7.14,7.00,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
121,2017,2017-12-03,12,29.299,DET,@,BAL,L 20-44,*,24,29,82.76,292,1,1,105.7,3,22,10.07,9.21,3,2,0.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
122,2017,2017-12-10,13,29.306,DET,@,TAM,W 24-21,*,36,44,81.82,381,1,2,91.4,0,0,8.66,7.07,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
123,2017,2017-12-16,14,29.312,DET,,CHI,W 20-10,*,25,33,75.76,237,2,0,115.3,4,35,7.18,8.39,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
124,2017,2017-12-24,15,29.320,DET,@,CIN,L 17-26,*,19,35,54.29,203,1,1,69.1,2,14,5.80,5.09,1,7,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
125,2017,2017-12-31,16,29.327,DET,,GNB,W 35-11,*,20,29,68.97,323,3,0,140.4,2,18,11.14,13.21,2,2,1.00,0,0,0,0,,0,0.0%,,1,0,2,0.0,0,0
126,2018,2018-09-10,1,30.215,DET,,NYJ,L 17-48,*,27,46,58.70,286,1,4,47.9,0,0,6.22,2.74,1,6,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
127,2018,2018-09-16,2,30.221,DET,@,SFO,L 27-30,*,34,53,64.15,347,3,0,101.7,2,18,6.55,7.68,1,8,8.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
128,2018,2018-09-23,3,30.228,DET,,NWE,W 26-10,*,27,36,75.00,262,2,1,101.9,1,7,7.28,7.14,1,10,10.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
