ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1982,1982-09-12,1,21.310,ATL,@,NYG,W 16-14,9,27,3.00,0,1,7,7.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
2,1982,1982-09-19,2,21.317,ATL,,RAI,L 14-38,6,21,3.50,0,5,23,4.60,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
3,1982,1982-11-21,3,22.015,ATL,,RAM,W 34-17,7,20,2.86,2,1,14,14.00,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
4,1982,1982-11-28,4,22.022,ATL,,STL,L 20-23,10,72,7.20,0,2,18,9.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
5,1982,1982-12-05,5,22.029,ATL,@,DEN,W 34-27,9,48,5.33,0,1,3,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
6,1982,1982-12-12,6,22.036,ATL,,NOR,W 35-0,11,41,3.73,2,3,18,6.00,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
7,1982,1982-12-19,7,22.043,ATL,@,SFO,W 17-7,15,55,3.67,1,2,21,10.50,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
8,1982,1982-12-26,8,22.050,ATL,,GNB,L 7-38,5,6,1.20,0,5,56,11.20,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
9,1982,1983-01-02,9,22.057,ATL,@,NOR,L 6-35,6,9,1.50,0,3,25,8.33,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
10,1983,1983-09-04,1,22.302,ATL,@,CHI,W 20-17,8,25,3.13,1,1,8,8.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
11,1983,1983-09-11,2,22.309,ATL,,NYG,L 13-16,2,4,2.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
12,1983,1983-10-02,5,22.330,ATL,,PHI,L 24-28,6,18,3.00,0,1,8,8.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
13,1983,1983-10-09,6,22.337,ATL,,NOR,L 17-19,3,12,4.00,0,1,8,8.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
14,1983,1983-10-16,7,22.344,ATL,@,RAM,L 21-27,9,28,3.11,1,2,21,10.50,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
15,1983,1983-10-23,8,22.351,ATL,@,NYJ,W 27-21,8,32,4.00,0,1,17,17.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
16,1983,1983-10-30,9,22.358,ATL,,NWE,W 24-13,14,64,4.57,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
17,1983,1983-11-06,10,23.000,ATL,@,NOR,L 10-27,7,32,4.57,0,3,25,8.33,0,0,0,,0,0,0,,,,,,4,87,21.75,0,0,0
18,1983,1983-11-14,11,23.008,ATL,,RAM,L 13-36,8,27,3.38,1,4,25,6.25,0,0,0,,0,0,0,,,,,,5,99,19.80,0,1,6
19,1983,1983-11-20,12,23.014,ATL,,SFO,W 28-24,8,56,7.00,1,2,15,7.50,0,0,0,,0,0,0,,,,,,3,53,17.67,0,1,6
